row_type,county,old_count,new_count,delta,precinct_key
removed_precinct,GASTON,,,,GASTON - 45
removed_precinct,GASTON,,,,GASTON - 46
removed_precinct,HARNETT,,,,HARNETT - PR01
removed_precinct,HARNETT,,,,HARNETT - PR07
removed_precinct,HARNETT,,,,HARNETT - PR16
removed_precinct,HARNETT,,,,HARNETT - PR20
removed_precinct,HARNETT,,,,HARNETT - PR31
removed_precinct,HAYWOOD,,,,HAYWOOD - BE-1
removed_precinct,HAYWOOD,,,,HAYWOOD - BE-2
removed_precinct,HAYWOOD,,,,HAYWOOD - BE-3
removed_precinct,HAYWOOD,,,,HAYWOOD - BE-4
removed_precinct,HAYWOOD,,,,HAYWOOD - BE-7
removed_precinct,HAYWOOD,,,,HAYWOOD - BE56
removed_precinct,HAYWOOD,,,,HAYWOOD - CL-N
removed_precinct,HAYWOOD,,,,HAYWOOD - CL-S
removed_precinct,MITCHELL,,,,MITCHELL - 01
removed_precinct,MITCHELL,,,,MITCHELL - 08
removed_precinct,PENDER,,,,PENDER - CF11
removed_precinct,PENDER,,,,PENDER - CS04
removed_precinct,PENDER,,,,PENDER - CT03
removed_precinct,PENDER,,,,PENDER - GR06
removed_precinct,PENDER,,,,PENDER - LC09
removed_precinct,PENDER,,,,PENDER - LU16
removed_precinct,PENDER,,,,PENDER - NB02
removed_precinct,PENDER,,,,PENDER - RP20
removed_precinct,PENDER,,,,PENDER - SB02
removed_precinct,PENDER,,,,PENDER - UU18
removed_precinct,RICHMOND,,,,RICHMOND - 03
removed_precinct,RICHMOND,,,,RICHMOND - 04
removed_precinct,RICHMOND,,,,RICHMOND - 05
removed_precinct,RICHMOND,,,,RICHMOND - 06
removed_precinct,RICHMOND,,,,RICHMOND - 07
removed_precinct,RICHMOND,,,,RICHMOND - 11
removed_precinct,RICHMOND,,,,RICHMOND - 12
removed_precinct,RICHMOND,,,,RICHMOND - 13
removed_precinct,RICHMOND,,,,RICHMOND - 15
removed_precinct,RICHMOND,,,,RICHMOND - 16
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - ED-1
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - HO
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - HU
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - IR
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - LI
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - LK-2
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - MA
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - MC
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - MS
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - SE
removed_precinct,ROCKINGHAM,,,,ROCKINGHAM - WS
removed_precinct,STANLY,,,,STANLY - 0026
removed_precinct,STANLY,,,,STANLY - 0027
removed_precinct,STANLY,,,,STANLY - 0028
removed_precinct,TRANSYLVANIA,,,,TRANSYLVANIA - CC
removed_precinct,TRANSYLVANIA,,,,TRANSYLVANIA - RE
removed_precinct,UNION,,,,UNION - 020B
removed_precinct,UNION,,,,UNION - 044
removed_precinct,UNION,,,,UNION - 045
removed_precinct,VANCE,,,,VANCE - EH1
removed_precinct,VANCE,,,,VANCE - HTOP
removed_precinct,VANCE,,,,VANCE - NH1
removed_precinct,VANCE,,,,VANCE - SH1
removed_precinct,VANCE,,,,VANCE - SH2
removed_precinct,WAKE,,,,WAKE - 05-07
removed_precinct,WAKE,,,,WAKE - 12-01
removed_precinct,WAKE,,,,WAKE - 13-01
removed_precinct,WAKE,,,,WAKE - 17-14
removed_precinct,WAKE,,,,WAKE - 19-19
removed_precinct,WAKE,,,,WAKE - 20-14
removed_precinct,WAKE,,,,WAKE - 20-16
added_precinct,CLEVELAND,,,,CLEVELAND - S E
added_precinct,CLEVELAND,,,,CLEVELAND - S N
added_precinct,COLUMBUS,,,,COLUMBUS - P117
added_precinct,COLUMBUS,,,,COLUMBUS - P121
added_precinct,COLUMBUS,,,,COLUMBUS - P223
added_precinct,COLUMBUS,,,,COLUMBUS - P245
added_precinct,COLUMBUS,,,,COLUMBUS - P534
added_precinct,DUPLIN,,,,DUPLIN - WLLC
added_precinct,DURHAM,,,,DURHAM - 57
added_precinct,GASTON,,,,GASTON - 10A
added_precinct,GASTON,,,,GASTON - 11A
added_precinct,GASTON,,,,GASTON - 12A
added_precinct,GASTON,,,,GASTON - 13A
added_precinct,GASTON,,,,GASTON - 14A
added_precinct,GASTON,,,,GASTON - 15A
added_precinct,GASTON,,,,GASTON - 16A
added_precinct,GASTON,,,,GASTON - 17A
added_precinct,GASTON,,,,GASTON - 18A
added_precinct,GASTON,,,,GASTON - 19A
added_precinct,GASTON,,,,GASTON - 1A
added_precinct,GASTON,,,,GASTON - 20A
added_precinct,GASTON,,,,GASTON - 21A
added_precinct,GASTON,,,,GASTON - 22A
added_precinct,GASTON,,,,GASTON - 23A
added_precinct,GASTON,,,,GASTON - 24A
added_precinct,GASTON,,,,GASTON - 25A
added_precinct,GASTON,,,,GASTON - 26A
added_precinct,GASTON,,,,GASTON - 27A
added_precinct,GASTON,,,,GASTON - 28A
added_precinct,GASTON,,,,GASTON - 29A
added_precinct,GASTON,,,,GASTON - 2A
added_precinct,GASTON,,,,GASTON - 30A
added_precinct,GASTON,,,,GASTON - 31A
added_precinct,GASTON,,,,GASTON - 32A
added_precinct,GASTON,,,,GASTON - 33A
added_precinct,GASTON,,,,GASTON - 34A
added_precinct,GASTON,,,,GASTON - 35A
added_precinct,GASTON,,,,GASTON - 36A
added_precinct,GASTON,,,,GASTON - 37A
added_precinct,GASTON,,,,GASTON - 38A
added_precinct,GASTON,,,,GASTON - 39A
added_precinct,GASTON,,,,GASTON - 3A
added_precinct,GASTON,,,,GASTON - 40A
added_precinct,GASTON,,,,GASTON - 4A
added_precinct,GASTON,,,,GASTON - 5A
added_precinct,GASTON,,,,GASTON - 6A
added_precinct,GASTON,,,,GASTON - 7A
added_precinct,GASTON,,,,GASTON - 8A
added_precinct,GASTON,,,,GASTON - 9A
added_precinct,HARNETT,,,,HARNETT - PR33
added_precinct,HARNETT,,,,HARNETT - PR34
added_precinct,HARNETT,,,,HARNETT - PR35
added_precinct,HARNETT,,,,HARNETT - PR36
added_precinct,HARNETT,,,,HARNETT - PR37
added_precinct,HARNETT,,,,HARNETT - PR38
added_precinct,HARNETT,,,,HARNETT - PR39
added_precinct,HAYWOOD,,,,HAYWOOD - BE1
added_precinct,HAYWOOD,,,,HAYWOOD - BE2
added_precinct,HAYWOOD,,,,HAYWOOD - BE3
added_precinct,HAYWOOD,,,,HAYWOOD - BE4
added_precinct,HAYWOOD,,,,HAYWOOD - BE5-6
added_precinct,HAYWOOD,,,,HAYWOOD - BE7
added_precinct,HAYWOOD,,,,HAYWOOD - CLN
added_precinct,HAYWOOD,,,,HAYWOOD - CLS
added_precinct,MITCHELL,,,,MITCHELL - 01-A
added_precinct,PENDER,,,,PENDER - BW01
added_precinct,PENDER,,,,PENDER - MC07
added_precinct,PENDER,,,,PENDER - PL18
added_precinct,PENDER,,,,PENDER - RP21
added_precinct,RICHMOND,,,,RICHMOND - 21
added_precinct,RICHMOND,,,,RICHMOND - 22
added_precinct,RICHMOND,,,,RICHMOND - 23
added_precinct,RICHMOND,,,,RICHMOND - 24
added_precinct,RICHMOND,,,,RICHMOND - 25
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - ED
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - HO-1
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - HU-1
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - LI-1
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - MO
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - RE-1
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - RE-2
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - ST
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - WI
added_precinct,ROCKINGHAM,,,,ROCKINGHAM - WS-1
added_precinct,STANLY,,,,STANLY - 0126
added_precinct,STANLY,,,,STANLY - 0127
added_precinct,TRANSYLVANIA,,,,TRANSYLVANIA - CC.1
added_precinct,TRANSYLVANIA,,,,TRANSYLVANIA - RE.1
added_precinct,UNION,,,,UNION - 0020B
added_precinct,UNION,,,,UNION - 0044
added_precinct,UNION,,,,UNION - 0045
added_precinct,VANCE,,,,VANCE - CH
added_precinct,VANCE,,,,VANCE - SH
added_precinct,WAKE,,,,WAKE - 05-09
added_precinct,WAKE,,,,WAKE - 05-10
added_precinct,WAKE,,,,WAKE - 12-12
added_precinct,WAKE,,,,WAKE - 12-13
added_precinct,WAKE,,,,WAKE - 13-12
added_precinct,WAKE,,,,WAKE - 13-13
added_precinct,WAKE,,,,WAKE - 17-16
added_precinct,WAKE,,,,WAKE - 17-17
added_precinct,WAKE,,,,WAKE - 19-24
added_precinct,WAKE,,,,WAKE - 19-25
added_precinct,WAKE,,,,WAKE - 20-18
added_precinct,WAKE,,,,WAKE - 20-19
added_precinct,WAKE,,,,WAKE - 20-20
