"block_geoid20","vap_count"
"370010201001010","24"
"370010201001011","29"
"370010201001013","17"
"370010201001014","30"
"370010201001015","37"
"370010201001017","12"
"370010201001018","31"
"370010201001020","77"
"370010201001021","67"
"370010201001022","56"
"370010201001024","45"
"370010201001025","47"
"370010201001026","48"
"370010201001027","35"
"370010201001028","51"
"370010201001029","17"
"370010201001030","32"
"370010201001031","16"
"370010201002000","2"
"370010201002001","21"
"370010201002002","40"
"370010201002003","75"
"370010201002004","95"
"370010201002005","10"
"370010201002006","0"
"370010201002007","22"
"370010201002009","6"
"370010201002010","43"
"370010201002012","17"
"370010201002013","31"
"370010201002014","0"
"370010201002016","39"
"370010201002017","22"
"370010201002019","26"
"370010201002020","10"
"370010201002021","55"
"370010201002023","31"
"370010201002024","29"
"370010201002026","24"
"370010201002027","26"
"370010201002029","0"
"370010202004001","28"
"370010202004004","0"
"370010202004007","56"
"370010202004011","23"
"370010202004014","59"
"370010202004018","0"
"370010202004021","35"
"370010202004024","37"
"370010202004028","31"
"370010202004031","25"
"370010202001000","50"
"370010202001003","25"
"370010202001007","30"
"370010202001010","0"
"370010202001014","36"
"370010202002004","47"
"370010202002007","51"
"370010202002011","63"
"370010202002014","17"
"370010202003003","54"
"370010202003006","15"
"370010202003009","27"
"370010202003013","44"
"370010202003016","6"
"370010202003020","30"
"370010202004000","21"
"370010202004002","8"
"370010202004003","2"
"370010202004005","15"
"370010202004006","29"
"370010202004008","32"
"370010202004009","36"
"370010202004010","59"
"370010202004012","33"
"370010202004013","28"
"370010202004015","39"
"370010202004016","39"
"370010202004017","27"
"370010202004019","17"
"370010202004020","25"
"370010202004022","21"
"370010202004023","38"
"370010202004025","21"
"370010202004026","24"
"370010202004027","20"
"370010202004029","19"
"370010202004030","35"
"370010202004032","33"
"370010202004033","32"
"370010202004034","157"
"370010202004035","39"
"370010202004036","0"
"370010202004037","11"
"370010202001001","24"
"370010202001002","30"
"370010202001004","25"
"370010202001005","0"
"370010202001006","41"
"370010202001008","94"
"370010202001009","31"
"370010202001011","36"
"370010202001012","27"
"370010202001013","10"
"370010202001015","46"
"370010202001016","30"
"370010202001017","52"
"370010202001018","7"
"370010202001019","48"
"370010202001020","33"
"370010202001021","27"
"370010202001022","7"
"370010202001023","29"
"370010202001024","7"
"370010202001025","38"
"370010202001026","0"
"370010202001027","8"
"370010202002000","54"
"370010202002001","46"
"370010202002002","7"
"370010202002003","32"
"370010202002005","27"
"370010202002006","21"
"370010202002008","35"
"370010202002009","36"
"370010202002010","36"
"370010202002012","27"
"370010202002013","35"
"370010202003000","29"
"370010202003001","16"
"370010202003002","15"
"370010202003004","15"
"370010202003005","20"
"370010202003007","0"
"370010202003008","0"
"370010202003010","37"
"370010202003011","26"
"370010202003012","4"
"370010202003014","51"
"370010202003015","7"
"370010202003017","33"
"370010202003018","31"
"370010202003019","28"
"370010202003021","43"
"370010202003022","15"
"370010202003023","23"
"370010202003024","18"
"370010202003025","42"
"370010202003026","20"
"370010202003027","16"
"370010202003028","8"
"370010202003029","40"
"370010203011011","8"
"370010203011015","42"
"370010203012000","0"
"370010203012004","208"
"370010203012007","15"
"370010203012011","69"
"370010203012014","20"
"370010203012018","47"
"370010203013000","18"
"370010203013003","29"
"370010203013020","44"
"370010203013024","28"
"370010203013027","19"
"370010203013030","47"
"370010203011000","0"
"370010203011001","0"
"370010203011002","87"
"370010203011003","11"
"370010203011004","23"
"370010203011005","17"
"370010203011006","0"
"370010203011007","0"
"370010203011008","118"
"370010203011009","78"
"370010203011010","121"
"370010203011012","101"
"370010203011013","30"
"370010203011014","64"
"370010203011016","4"
"370010203011017","28"
"370010203012001","231"
"370010203012002","52"
"370010203012003","27"
"370010203012005","0"
"370010203012006","18"
"370010203012008","42"
"370010203012009","55"
"370010203012010","63"
"370010203012012","80"
"370010203012013","0"
"370010203012015","31"
"370010203012016","37"
"370010203012017","15"
"370010203012019","12"
"370010203012020","0"
"370010203013001","24"
"370010203013002","26"
"370010203013004","27"
"370010203013005","37"
"370010203013006","118"
"370010203013007","186"
"370010203013008","31"
"370010203013009","11"
"370010203013010","170"
"370010203013011","97"
"370010203013012","32"
"370010203013013","25"
"370010203013014","30"
"370010203013015","28"
"370010203013016","35"
"370010203013017","23"
"370010203013018","65"
"370010203013019","0"
"370010203013021","88"
"370010203013022","23"
"370010203013023","0"
"370010203013025","0"
"370010203013026","26"
"370010203013028","23"
"370010203013029","16"
"370010203013031","29"
"370010203022029","7"
"370010203022032","16"
"370010203022036","0"
"370010203022051","6"
"370010203022054","20"
"370010203022058","5"
"370010203022061","36"
"370010203022065","0"
"370010203022068","7"
"370010203022072","48"
"370010203021002","103"
"370010203021005","106"
"370010203021009","257"
"370010203021012","47"
"370010203021016","68"
"370010203022001","10"
"370010203022016","2"
"370010203022020","0"
"370010203022023","0"
"370010203022019","0"
"370010203021000","94"
"370010203021001","15"
"370010203021003","56"
"370010203021004","24"
"370010203021006","37"
"370010203021007","45"
"370010203021008","45"
"370010203021010","43"
"370010203021011","65"
"370010203021013","36"
"370010203021014","50"
"370010203021015","22"
"370010203021017","51"
"370010203022000","0"
"370010203022002","0"
"370010203022003","13"
"370010203022004","31"
"370010203022005","0"
"370010203022006","34"
"370010203022007","23"
"370010203022008","0"
"370010203022009","4"
"370010203022010","13"
"370010203022011","13"
"370010203022012","0"
"370010203022013","23"
"370010203022014","0"
"370010203022015","0"
"370010203022017","0"
"370010203022018","0"
"370010203022021","18"
"370010203022022","0"
"370010203022024","0"
"370010203022025","0"
"370010203022026","0"
"370010203022027","59"
"370010203022028","3"
"370010203022030","18"
"370010203022031","0"
"370010203022033","38"
"370010203022034","28"
"370010203022035","18"
"370010203022037","80"
"370010203022038","9"
"370010203022039","35"
"370010203022040","29"
"370010203022041","7"
"370010203022042","59"
"370010203022043","11"
"370010203022044","7"
"370010203022045","0"
"370010203022046","377"
"370010203022047","19"
"370010203022048","8"
"370010203022049","16"
"370010203022050","15"
"370010203022052","15"
"370010203022053","109"
"370010203022055","31"
"370010203022056","62"
"370010203022057","0"
"370010203022059","65"
"370010203022060","16"
"370010203022062","2"
"370010203022063","0"
"370010203022064","22"
"370010203022066","0"
"370010203022067","27"
"370010203022069","0"
"370010203022070","92"
"370010203022071","0"
"370010203022073","47"
"370010203022074","0"
"370010204001000","0"
"370010204001004","51"
"370010204001007","63"
"370010204001010","0"
"370010204001027","24"
"370010204001030","18"
"370010204001034","75"
"370010204001037","43"
"370010204002001","216"
"370010204002004","4"
"370010204002007","0"
"370010204002011","34"
"370010204002014","0"
"370010204003000","43"
"370010204003018","13"
"370010204003021","31"
"370010204003025","11"
"370010204004001","31"
"370010204004004","39"
"370010204004008","5"
"370010204004011","44"
"370010204004015","0"
"370010204004018","24"
"370010204005007","16"
"370010204005010","151"
"370010204005014","10"
"370010204005017","10"
"370010204003014","16"
"370010204003015","2"
"370010204003016","7"
"370010204003017","21"
"370010204003019","4"
"370010204003020","27"
"370010204003022","4"
"370010204003023","11"
"370010204003024","23"
"370010204003026","4"
"370010204004000","163"
"370010204004002","40"
"370010204004003","34"
"370010204004005","31"
"370010204004006","24"
"370010204004007","23"
"370010204004009","0"
"370010204004010","49"
"370010204004012","45"
"370010204004013","10"
"370010204004014","59"
"370010204004016","0"
"370010204004017","44"
"370010204004019","0"
"370010204005000","96"
"370010204005001","17"
"370010204005002","76"
"370010204005003","43"
"370010204005004","58"
"370010204005005","29"
"370010204005006","125"
"370010204005008","7"
"370010204005009","4"
"370010204005011","9"
"370010204005012","25"
"370010204005013","30"
"370010204005015","34"
"370010204005016","32"
"370010204005018","39"
"370010204001001","226"
"370010204001002","0"
"370010204001003","0"
"370010204001005","0"
"370010204001006","0"
"370010204001008","0"
"370010204001009","0"
"370010204001011","28"
"370010204001012","0"
"370010204001013","0"
"370010204001014","0"
"370010204001015","17"
"370010204001016","63"
"370010204001017","149"
"370010204001018","41"
"370010204001019","12"
"370010204001020","45"
"370010204001021","26"
"370010204001022","55"
"370010204001023","314"
"370010204001024","0"
"370010204001025","0"
"370010204001026","31"
"370010204001028","72"
"370010204001029","7"
"370010204001031","29"
"370010204001032","54"
"370010204001033","132"
"370010204001035","34"
"370010204001036","56"
"370010204001038","0"
"370010204001039","0"
"370010204002000","49"
"370010204002002","56"
"370010204002003","30"
"370010204002005","17"
"370010204002006","35"
"370010204002008","58"
"370010204002009","100"
"370010204002010","42"
"370010204002012","139"
"370010204002013","196"
"370010204002015","6"
"370010204002016","88"
"370010204002017","10"
"370010204003001","6"
"370010204003002","7"
"370010204003003","69"
"370010204003004","29"
"370010204003005","23"
"370010204003006","13"
"370010204003007","47"
"370010204003008","24"
"370010204003009","11"
"370010204003010","14"
"370010204003011","23"
"370010204003012","10"
"370010204003013","35"
"370010205011002","25"
"370010205011005","16"
"370010205011009","348"
"370010205011012","52"
"370010205011015","10"
"370010205011019","26"
"370010205011038","412"
"370010205011042","0"
"370010205011045","42"
"370010205011048","16"
"370010205011052","15"
"370010205011055","17"
"370010205012003","24"
"370010205012006","17"
"370010205012010","10"
"370010205012013","0"
"370010205012030","23"
"370010205011008","0"
"370010205011000","0"
"370010205011001","84"
"370010205011003","14"
"370010205011004","33"
"370010205011006","20"
"370010205011007","29"
"370010205011010","41"
"370010205011011","36"
"370010205011013","42"
"370010205011014","110"
"370010205011016","30"
"370010205011017","40"
"370010205011018","14"
"370010205011020","17"
"370010205011021","36"
"370010205011022","15"
"370010205011023","38"
"370010205011024","43"
"370010205011025","0"
"370010205011026","0"
"370010205011027","0"
"370010205011028","0"
"370010205011029","48"
"370010205011030","0"
"370010205011031","9"
"370010205011032","14"
"370010205011033","23"
"370010205011034","14"
"370010205011035","0"
"370010205011036","9"
"370010205011037","77"
"370010205011039","0"
"370010205011040","0"
"370010205011041","0"
"370010205011043","7"
"370010205011044","14"
"370010205011046","90"
"370010205011047","61"
"370010205011049","28"
"370010205011050","0"
"370010205011051","59"
"370010205011053","19"
"370010205011054","7"
"370010205012000","81"
"370010205012001","227"
"370010205012002","24"
"370010205012004","30"
"370010205012005","36"
"370010205012007","45"
"370010205012008","49"
"370010205012009","211"
"370010205012011","15"
"370010205012012","5"
"370010205012014","12"
"370010205012015","25"
"370010205012016","23"
"370010205012017","13"
"370010205012018","15"
"370010205012019","16"
"370010205012020","0"
"370010205012021","28"
"370010205012022","35"
"370010205012023","35"
"370010205012024","10"
"370010205012025","24"
"370010205012026","0"
"370010205012027","0"
"370010205012028","7"
"370010205012029","12"
"370010205012031","23"
"370010205022011","56"
"370010205022014","171"
"370010205023012","28"
"370010205023016","45"
"370010205023019","8"
"370010205021002","36"
"370010205021005","28"
"370010205021008","117"
"370010205021012","16"
"370010205021015","0"
"370010205021019","59"
"370010205021022","50"
"370010205021026","29"
"370010205021029","17"
"370010205022005","53"
"370010205022013","47"
"370010205022008","46"
"370010205022009","24"
"370010205022010","37"
"370010205022012","59"
"370010205022015","0"
"370010205022016","18"
"370010205022017","15"
"370010205022018","0"
"370010205022019","0"
"370010205022020","0"
"370010205023000","78"
"370010205023001","0"
"370010205023002","0"
"370010205023003","0"
"370010205023004","0"
"370010205023005","0"
"370010205023006","22"
"370010205023007","110"
"370010205023008","36"
"370010205023009","22"
"370010205023010","77"
"370010205023011","0"
"370010205023013","70"
"370010205023014","36"
"370010205023015","20"
"370010205023017","0"
"370010205023018","0"
"370010205021000","180"
"370010205021001","82"
"370010205021003","3"
"370010205021004","259"
"370010205021006","17"
"370010205021007","60"
"370010205021009","49"
"370010205021010","39"
"370010205021011","62"
"370010205021013","36"
"370010205021014","90"
"370010205021016","32"
"370010205021017","39"
"370010205021018","22"
"370010205021020","18"
"370010205021021","40"
"370010205021023","133"
"370010205021024","10"
"370010205021025","11"
"370010205021027","42"
"370010205021028","31"
"370010205021030","2"
"370010205021031","30"
"370010205021032","5"
"370010205021033","21"
"370010205021034","21"
"370010205021035","38"
"370010205021036","12"
"370010205021037","23"
"370010205021038","31"
"370010205021039","0"
"370010205022000","26"
"370010205022001","35"
"370010205022002","33"
"370010205022003","20"
"370010205022004","68"
"370010205022006","12"
"370010205022007","39"
"370010206011002","17"
"370010206011006","8"
"370010206011009","23"
"370010206011013","8"
"370010206011016","5"
"370010206011020","29"
"370010206011023","25"
"370010206012011","34"
"370010206012015","23"
"370010206012018","41"
"370010206012021","0"
"370010206012025","25"
"370010206013000","96"
"370010206013004","23"
"370010206013007","6"
"370010206013011","27"
"370010206013014","32"
"370010206011000","0"
"370010206011001","0"
"370010206011003","0"
"370010206011004","12"
"370010206011005","32"
"370010206011007","12"
"370010206011008","32"
"370010206011010","46"
"370010206011011","41"
"370010206011012","20"
"370010206011014","40"
"370010206011015","21"
"370010206011017","20"
"370010206011018","16"
"370010206011019","175"
"370010206011021","6"
"370010206011022","43"
"370010206011024","3"
"370010206011025","1"
"370010206011026","37"
"370010206011027","46"
"370010206011028","26"
"370010206012000","111"
"370010206012001","13"
"370010206012002","10"
"370010206012003","4"
"370010206012004","65"
"370010206012005","20"
"370010206012006","16"
"370010206012007","1"
"370010206012008","17"
"370010206012009","29"
"370010206012010","35"
"370010206012012","51"
"370010206012013","8"
"370010206012014","29"
"370010206012016","31"
"370010206012017","29"
"370010206012019","19"
"370010206012020","28"
"370010206012022","30"
"370010206012023","0"
"370010206012024","55"
"370010206012026","10"
"370010206012027","0"
"370010206013001","29"
"370010206013002","73"
"370010206013003","80"
"370010206013005","41"
"370010206013006","20"
"370010206013008","17"
"370010206013009","4"
"370010206013010","13"
"370010206013012","9"
"370010206013013","7"
"370010206013015","45"
"370010206013016","35"
"370010206013017","77"
"370010206013018","103"
"370010206013019","12"
"370010206013020","16"
"370010206013021","63"
"370010206013022","54"
"370010206013023","26"
"370010206013024","0"
"370010206013025","34"
"370010206013026","32"
"370010206013027","18"
"370010206013028","9"
"370010206013029","86"
"370010206013030","48"
"370010206021000","19"
"370010206021004","26"
"370010206021007","29"
"370010206021010","49"
"370010206021014","32"
"370010206022002","29"
"370010206022006","24"
"370010206022009","39"
"370010206022013","67"
"370010206022016","39"
"370010206022021","26"
"370010206022024","11"
"370010206022026","11"
"370010206022018","23"
"370010206022019","34"
"370010206022020","32"
"370010206022022","57"
"370010206022023","0"
"370010206022025","18"
"370010206022027","0"
"370010206022028","0"
"370010206022029","0"
"370010206022030","173"
"370010206022031","0"
"370010206022032","110"
"370010206022033","19"
"370010206022034","24"
"370010206022035","13"
"370010206022036","56"
"370010206022037","154"
"370010206022038","23"
"370010206022039","28"
"370010206022040","14"
"370010206022041","48"
"370010206021001","69"
"370010206021002","35"
"370010206021003","55"
"370010206021005","7"
"370010206021006","19"
"370010206021008","21"
"370010206021009","57"
"370010206021011","42"
"370010206021012","53"
"370010206021013","22"
"370010206022000","70"
"370010206022001","34"
"370010206022003","45"
"370010206022004","17"
"370010206022005","26"
"370010206022007","20"
"370010206022008","10"
"370010206022010","32"
"370010206022011","104"
"370010206022012","26"
"370010206022014","80"
"370010206022015","7"
"370010206022017","8"
"370010207011001","0"
"370010207011005","0"
"370010207011008","257"
"370010207011011","0"
"370010207012000","65"
"370010207012003","35"
"370010207012007","74"
"370010207012010","35"
"370010207012014","80"
"370010207012017","27"
"370010207013011","45"
"370010207013015","10"
"370010207013018","35"
"370010207013021","0"
"370010207014003","153"
"370010207014006","184"
"370010207014010","11"
"370010207014013","211"
"370010207014017","8"
"370010207014020","0"
"370010207011000","147"
"370010207011002","64"
"370010207011003","0"
"370010207011004","0"
"370010207011006","0"
"370010207011007","287"
"370010207011009","25"
"370010207011010","0"
"370010207011012","0"
"370010207011013","35"
"370010207011014","0"
"370010207012001","64"
"370010207012002","38"
"370010207012004","72"
"370010207012005","64"
"370010207012006","25"
"370010207012008","26"
"370010207012009","73"
"370010207012011","101"
"370010207012012","39"
"370010207012013","29"
"370010207012015","63"
"370010207012016","46"
"370010207012018","18"
"370010207012019","202"
"370010207012020","25"
"370010207012021","35"
"370010207012022","41"
"370010207013000","6"
"370010207013001","19"
"370010207013002","25"
"370010207013003","0"
"370010207013004","430"
"370010207013005","48"
"370010207013006","31"
"370010207013007","28"
"370010207013008","12"
"370010207013009","4"
"370010207013010","39"
"370010207013012","33"
"370010207013013","27"
"370010207013014","0"
"370010207013016","24"
"370010207013017","25"
"370010207013019","24"
"370010207013020","0"
"370010207014000","0"
"370010207014001","0"
"370010207014002","48"
"370010207014004","31"
"370010207014005","0"
"370010207014007","19"
"370010207014008","0"
"370010207014009","27"
"370010207014011","23"
"370010207014012","9"
"370010207014014","24"
"370010207014015","19"
"370010207014016","23"
"370010207014018","24"
"370010207014019","41"
"370010207014021","0"
"370010207014022","32"
"370010207014023","0"
"370010207014024","35"
"370010207014025","27"
"370010207014026","14"
"370010207014027","5"
"370010207014028","43"
"370010207014029","7"
"370010207014030","43"
"370010207014031","27"
"370010207014032","40"
"370010207014033","57"
"370010207022008","21"
"370010207023001","82"
"370010207023004","26"
"370010207023008","58"
"370010207023011","87"
"370010207023015","48"
"370010207024002","19"
"370010207024006","54"
"370010207024009","45"
"370010207021003","17"
"370010207021007","0"
"370010207021010","0"
"370010207021013","28"
"370010207021017","11"
"370010207021020","40"
"370010207021024","21"
"370010207021027","26"
"370010207021031","34"
"370010207022000","126"
"370010207022007","70"
"370010207022002","26"
"370010207022003","58"
"370010207022004","94"
"370010207022005","463"
"370010207022006","22"
"370010207022009","32"
"370010207022010","22"
"370010207023000","161"
"370010207023002","126"
"370010207023003","18"
"370010207023005","59"
"370010207023006","27"
"370010207023007","31"
"370010207023009","127"
"370010207023010","74"
"370010207023012","7"
"370010207023013","26"
"370010207023014","56"
"370010207024000","104"
"370010207024001","45"
"370010207024003","43"
"370010207024004","32"
"370010207024005","219"
"370010207024007","19"
"370010207024008","0"
"370010207024010","14"
"370010207024011","2"
"370010207024012","0"
"370010207024013","6"
"370010207024014","0"
"370010207024015","12"
"370010207024016","0"
"370010207024017","31"
"370010207024018","16"
"370010207024019","19"
"370010207024020","47"
"370010207024021","14"
"370010207024022","70"
"370010207024023","0"
"370010207021000","187"
"370010207021001","41"
"370010207021002","20"
"370010207021004","1"
"370010207021005","3"
"370010207021006","8"
"370010207021008","9"
"370010207021009","38"
"370010207021011","35"
"370010207021012","79"
"370010207021014","29"
"370010207021015","52"
"370010207021016","30"
"370010207021018","28"
"370010207021019","47"
"370010207021021","37"
"370010207021022","35"
"370010207021023","21"
"370010207021025","38"
"370010207021026","25"
"370010207021028","20"
"370010207021029","31"
"370010207021030","47"
"370010207021032","19"
"370010207021033","11"
"370010207022001","77"
"370010208011005","0"
"370010208011009","0"
"370010208011012","0"
"370010208011015","10"
"370010208011019","0"
"370010208011022","2"
"370010208011026","0"
"370010208011029","36"
"370010208011033","16"
"370010208011036","29"
"370010208011000","144"
"370010208011001","27"
"370010208011002","37"
"370010208011003","33"
"370010208011004","229"
"370010208011006","0"
"370010208011007","102"
"370010208011008","32"
"370010208011010","0"
"370010208011011","7"
"370010208011013","0"
"370010208011014","23"
"370010208011016","142"
"370010208011017","9"
"370010208011018","0"
"370010208011020","0"
"370010208011021","20"
"370010208011023","0"
"370010208011024","426"
"370010208011025","0"
"370010208011027","0"
"370010208011028","59"
"370010208011030","0"
"370010208011031","3"
"370010208011032","0"
"370010208011034","0"
"370010208011035","22"
"370010208011037","0"
"370010208011038","0"
"370010208011039","10"
"370010208011040","9"
"370010208011041","11"
"370010208023016","23"
"370010208024001","3"
"370010208024005","2"
"370010208024008","27"
"370010208024012","28"
"370010208024015","0"
"370010208025010","18"
"370010208025014","9"
"370010208025017","25"
"370010208025020","1"
"370010208025024","3"
"370010208025027","15"
"370010208026000","65"
"370010208026003","16"
"370010208026007","30"
"370010208026010","44"
"370010208021011","124"
"370010208021015","8"
"370010208021018","49"
"370010208021021","35"
"370010208022002","18"
"370010208022005","12"
"370010208022009","25"
"370010208022012","95"
"370010208022016","4"
"370010208022019","21"
"370010208023012","69"
"370010208024006","3"
"370010208025022","0"
"370010208025023","15"
"370010208025025","8"
"370010208025026","0"
"370010208025028","22"
"370010208025029","16"
"370010208025030","22"
"370010208026001","59"
"370010208026002","192"
"370010208026004","68"
"370010208026005","24"
"370010208026006","13"
"370010208026008","21"
"370010208026009","16"
"370010208026011","53"
"370010208026012","52"
"370010208026013","24"
"370010208026014","23"
"370010208026015","26"
"370010208026016","53"
"370010208026017","0"
"370010208026018","30"
"370010208026019","32"
"370010208021000","19"
"370010208021001","14"
"370010208021002","20"
"370010208021003","10"
"370010208021004","13"
"370010208021005","30"
"370010208021006","8"
"370010208021007","37"
"370010208021008","18"
"370010208021009","16"
"370010208021010","0"
"370010208021012","39"
"370010208021013","28"
"370010208021014","26"
"370010208021016","30"
"370010208021017","54"
"370010208021019","39"
"370010208021020","25"
"370010208021022","2"
"370010208022000","79"
"370010208022001","38"
"370010208022003","57"
"370010208022004","34"
"370010208022006","47"
"370010208022007","25"
"370010208022008","37"
"370010208022010","39"
"370010208022011","32"
"370010208022013","74"
"370010208022014","14"
"370010208022015","41"
"370010208022017","53"
"370010208022018","26"
"370010208022020","32"
"370010208022021","22"
"370010208022022","0"
"370010208022023","36"
"370010208023000","335"
"370010208023001","26"
"370010208023002","92"
"370010208023003","120"
"370010208023004","15"
"370010208023005","32"
"370010208023006","14"
"370010208023007","15"
"370010208023008","0"
"370010208023009","20"
"370010208023010","63"
"370010208023011","32"
"370010208023013","27"
"370010208023014","17"
"370010208023015","21"
"370010208023017","43"
"370010208024000","21"
"370010208024002","17"
"370010208024003","31"
"370010208024004","4"
"370010208024007","12"
"370010208024009","13"
"370010208024010","62"
"370010208024011","42"
"370010208024013","29"
"370010208024014","32"
"370010208024016","34"
"370010208024017","26"
"370010208024018","67"
"370010208024019","28"
"370010208024020","20"
"370010208024021","66"
"370010208024022","10"
"370010208024023","42"
"370010208025000","0"
"370010208025001","10"
"370010208025002","19"
"370010208025003","29"
"370010208025004","14"
"370010208025005","16"
"370010208025006","14"
"370010208025007","29"
"370010208025008","19"
"370010208025009","24"
"370010208025011","36"
"370010208025012","11"
"370010208025013","9"
"370010208025015","0"
"370010208025016","7"
"370010208025018","19"
"370010208025019","136"
"370010208025021","0"
"370010209011007","6"
"370010209011011","33"
"370010209011014","19"
"370010209011017","27"
"370010209011021","13"
"370010209011024","11"
"370010209011028","99"
"370010209012001","0"
"370010209012005","20"
"370010209012008","229"
"370010209013006","34"
"370010209013010","4"
"370010209013013","78"
"370010209013017","14"
"370010209013020","11"
"370010209013024","34"
"370010209013003","22"
"370010209011000","0"
"370010209011001","7"
"370010209011002","0"
"370010209011003","349"
"370010209011004","27"
"370010209011005","79"
"370010209011006","0"
"370010209011008","0"
"370010209011009","226"
"370010209011010","41"
"370010209011012","28"
"370010209011013","16"
"370010209011015","19"
"370010209011016","27"
"370010209011018","0"
"370010209011019","0"
"370010209011020","27"
"370010209011022","55"
"370010209011023","34"
"370010209011025","24"
"370010209011026","32"
"370010209011027","10"
"370010209011029","14"
"370010209012000","0"
"370010209012002","0"
"370010209012003","143"
"370010209012004","110"
"370010209012006","0"
"370010209012007","0"
"370010209012009","36"
"370010209012010","25"
"370010209012011","20"
"370010209012012","17"
"370010209012013","14"
"370010209012014","124"
"370010209012015","33"
"370010209012016","23"
"370010209012017","24"
"370010209012018","16"
"370010209013000","0"
"370010209013001","15"
"370010209013002","0"
"370010209013004","20"
"370010209013005","276"
"370010209013007","71"
"370010209013008","81"
"370010209013009","18"
"370010209013011","71"
"370010209013012","8"
"370010209013014","11"
"370010209013015","30"
"370010209013016","59"
"370010209013018","11"
"370010209013019","109"
"370010209013021","26"
"370010209013022","0"
"370010209013023","8"
"370010209013025","15"
"370010209013026","0"
"370010209021003","47"
"370010209021006","38"
"370010209021009","0"
"370010209021013","0"
"370010209021032","0"
"370010209021036","0"
"370010209022000","42"
"370010209022004","24"
"370010209022007","28"
"370010209022011","26"
"370010209022014","74"
"370010209021000","0"
"370010209021002","43"
"370010209021001","265"
"370010209021004","29"
"370010209021005","33"
"370010209021007","31"
"370010209021008","63"
"370010209021010","93"
"370010209021011","254"
"370010209021012","30"
"370010209021014","26"
"370010209021015","6"
"370010209021016","30"
"370010209021017","102"
"370010209021018","0"
"370010209021019","6"
"370010209021020","18"
"370010209021021","121"
"370010209021022","22"
"370010209021023","25"
"370010209021024","14"
"370010209021025","8"
"370010209021026","42"
"370010209021027","96"
"370010209021028","0"
"370010209021029","0"
"370010209021030","0"
"370010209021031","0"
"370010209021033","0"
"370010209021034","278"
"370010209021035","2"
"370010209021037","9"
"370010209021038","63"
"370010209022001","300"
"370010209022002","158"
"370010209022003","35"
"370010209022005","59"
"370010209022006","46"
"370010209022008","20"
"370010209022009","49"
"370010209022010","325"
"370010209022012","53"
"370010209022013","59"
"370010209022015","0"
"370010209022016","0"
"370010209022017","0"
"370010210001000","0"
"370010210001003","68"
"370010210001006","70"
"370010210002005","71"
"370010210002008","17"
"370010210002012","20"
"370010210002015","19"
"370010210002019","9"
"370010210002022","14"
"370010210002025","29"
"370010210002029","15"
"370010210002032","20"
"370010210002036","43"
"370010210003010","15"
"370010210003013","36"
"370010210003016","43"
"370010210003020","7"
"370010210003023","5"
"370010210003027","19"
"370010210001001","326"
"370010210001002","16"
"370010210001004","68"
"370010210001005","41"
"370010210001007","14"
"370010210001008","43"
"370010210001009","14"
"370010210001010","48"
"370010210001011","18"
"370010210001012","17"
"370010210001013","15"
"370010210001014","20"
"370010210001015","27"
"370010210001016","52"
"370010210001017","14"
"370010210002000","30"
"370010210002001","8"
"370010210002002","0"
"370010210002003","203"
"370010210002004","14"
"370010210002006","80"
"370010210002007","32"
"370010210002009","0"
"370010210002010","44"
"370010210002011","33"
"370010210002013","48"
"370010210002014","44"
"370010210002016","8"
