"raw_precinct_key","suggested_canonical_precinct_key","score","tier","reason","candidate_2","candidate_3"
"WAKE - 01-28","WAKE - 01-28","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-29","WAKE - 01-29","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-30","WAKE - 01-30","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-10"
"WAKE - 01-31","WAKE - 01-31","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-21","WAKE - 01-10"
"WAKE - 01-32","WAKE - 01-32","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-33","WAKE - 01-33","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-37","WAKE - 01-23"
"WAKE - 01-34","WAKE - 01-34","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-35","WAKE - 01-35","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-50","WAKE - 01-37"
"WAKE - 01-36","WAKE - 01-36","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-16","WAKE - 01-37"
"WAKE - 01-37","WAKE - 01-37","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-07"
"WAKE - 01-38","WAKE - 01-38","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-37","WAKE - 01-48"
"WAKE - 01-39","WAKE - 01-39","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-19","WAKE - 01-37"
"WAKE - 01-40","WAKE - 01-40","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-42","WAKE - 01-10"
"WAKE - 01-41","WAKE - 01-41","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-21"
"WAKE - 01-42","WAKE - 01-42","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-27"
"WAKE - 01-43","WAKE - 01-43","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-44","WAKE - 01-44","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-45","WAKE - 01-45","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-46","WAKE - 01-46","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-47","WAKE - 01-47","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-27"
"WAKE - 01-48","WAKE - 01-48","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-49","WAKE - 01-49","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-42"
"WAKE - 01-50","WAKE - 01-50","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-10"
"WAKE - 01-51","WAKE - 01-51","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-21","WAKE - 01-10"
"WAKE - 02-01","WAKE - 02-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-02","WAKE - 02-06"
"WAKE - 02-02","WAKE - 02-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-02","WAKE - 02-06"
"WAKE - 02-03","WAKE - 02-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 03-02","WAKE - 09-03"
"WAKE - 02-04","WAKE - 02-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-02","WAKE - 07-04"
"WAKE - 02-05","WAKE - 02-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 02-06","WAKE - 02-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-06","WAKE - 02-01"
"WAKE - 04-01","WAKE - 04-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-04","WAKE - 01-40"
"WAKE - 04-02","WAKE - 04-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 02-04","WAKE - 04-07"
"WAKE - 04-03","WAKE - 04-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 04-04"
"WAKE - 04-04","WAKE - 04-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 04-01"
"WAKE - 04-05","WAKE - 04-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 04-07"
"WAKE - 04-06","WAKE - 04-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-04","WAKE - 04-07"
"WAKE - 04-07","WAKE - 04-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-04","WAKE - 04-04"
"WAKE - 04-08","WAKE - 04-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-04","WAKE - 04-07"
"WAKE - 04-09","WAKE - 04-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 04-04"
"WAKE - 04-10","WAKE - 04-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 04-04"
"WAKE - 04-11","WAKE - 04-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-11","WAKE - 04-01"
"WAKE - 04-12","WAKE - 04-12","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-04","WAKE - 04-01"
"WAKE - 04-13","WAKE - 04-13","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-13","WAKE - 04-01"
"WAKE - 04-14","WAKE - 04-14","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-04","WAKE - 04-01"
"WAKE - 04-15","WAKE - 04-15","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-04","WAKE - 04-01"
"WAKE - 04-16","WAKE - 04-16","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 16-04","WAKE - 04-01"
"WAKE - 04-17","WAKE - 04-17","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 04-01"
"WAKE - 04-18","WAKE - 04-18","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-04","WAKE - 04-01"
"WAKE - 04-19","WAKE - 04-19","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-01","WAKE - 04-13"
"WAKE - 04-20","WAKE - 04-20","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-04","WAKE - 04-07"
"WAKE - 04-21","WAKE - 04-21","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-01","WAKE - 04-13"
"WAKE - 05-01","WAKE - 05-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 05-05"
"WAKE - 05-03","WAKE - 05-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 09-03","WAKE - 04-03"
"WAKE - 05-05","WAKE - 05-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 05-06","WAKE - 05-03"
"WAKE - 05-06","WAKE - 05-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-05","WAKE - 10-06"
"WAKE - 05-08","WAKE - 05-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-05","WAKE - 05-05"
"WAKE - 06-04","WAKE - 06-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-06","WAKE - 07-04"
"WAKE - 06-05","WAKE - 06-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 05-06","WAKE - 01-05"
"WAKE - 06-06","WAKE - 06-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-04","WAKE - 06-08"
"WAKE - 06-07","WAKE - 06-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-06","WAKE - 04-07"
"WAKE - 06-08","WAKE - 06-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-06","WAKE - 20-08"
"WAKE - 06-10","WAKE - 06-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-06","WAKE - 06-11"
"WAKE - 07-01","WAKE - 07-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-07","WAKE - 07-04"
"WAKE - 07-02","WAKE - 07-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-04","WAKE - 01-02"
"WAKE - 07-03","WAKE - 07-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-04","WAKE - 10-03"
"WAKE - 07-04","WAKE - 07-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 02-04"
"WAKE - 07-05","WAKE - 07-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 05-07","WAKE - 01-05"
"WAKE - 07-06","WAKE - 07-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-07","WAKE - 07-04"
"WAKE - 07-07","WAKE - 07-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-09","WAKE - 17-07"
"WAKE - 07-09","WAKE - 07-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-04","WAKE - 20-09"
"WAKE - 07-10","WAKE - 07-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-04","WAKE - 17-10"
"WAKE - 07-11","WAKE - 07-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-11","WAKE - 08-11"
"WAKE - 07-12","WAKE - 07-12","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-07","WAKE - 17-12"
"WAKE - 07-13","WAKE - 07-13","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 13-07","WAKE - 17-13"
"WAKE - 08-02","WAKE - 08-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-02","WAKE - 01-02"
"WAKE - 08-03","WAKE - 08-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-04","WAKE - 08-07"
"WAKE - 08-04","WAKE - 08-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-08","WAKE - 07-04"
"WAKE - 08-05","WAKE - 08-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 05-08","WAKE - 08-04"
"WAKE - 08-06","WAKE - 08-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-08","WAKE - 08-04"
"WAKE - 08-07","WAKE - 08-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-07","WAKE - 08-03"
"WAKE - 08-08","WAKE - 08-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-04","WAKE - 08-07"
"WAKE - 08-09","WAKE - 08-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-04","WAKE - 07-09"
"WAKE - 08-10","WAKE - 08-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-04","WAKE - 08-07"
"WAKE - 08-11","WAKE - 08-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-11","WAKE - 08-10"
"WAKE - 09-01","WAKE - 09-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-09","WAKE - 02-01"
"WAKE - 09-02","WAKE - 09-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-02","WAKE - 04-02"
"WAKE - 09-03","WAKE - 09-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-03","WAKE - 10-03"
"WAKE - 10-01","WAKE - 10-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-10","WAKE - 10-05"
"WAKE - 10-02","WAKE - 10-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-05","WAKE - 10-01"
"WAKE - 10-03","WAKE - 10-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-05","WAKE - 09-03"
"WAKE - 11-01","WAKE - 11-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-11","WAKE - 01-10"
"WAKE - 11-02","WAKE - 11-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-02","WAKE - 12-02"
"WAKE - 12-02","WAKE - 12-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-01","WAKE - 12-08"
"WAKE - 12-04","WAKE - 12-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-12","WAKE - 12-08"
"WAKE - 12-06","WAKE - 12-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 06-12","WAKE - 12-01"
"WAKE - 12-07","WAKE - 12-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-12","WAKE - 12-08"
"WAKE - 12-08","WAKE - 12-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-01","WAKE - 12-02"
"WAKE - 12-09","WAKE - 12-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-01","WAKE - 19-09"
"WAKE - 13-02","WAKE - 13-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-02","WAKE - 12-02"
"WAKE - 13-05","WAKE - 13-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 13-06","WAKE - 13-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-06","WAKE - 13-08"
"WAKE - 13-07","WAKE - 13-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-13","WAKE - 17-07"
"WAKE - 13-08","WAKE - 13-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-08","WAKE - 18-08"
"WAKE - 13-09","WAKE - 13-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-09","WAKE - 13-08"
"WAKE - 13-10","WAKE - 13-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-10","WAKE - 13-08"
"WAKE - 13-11","WAKE - 13-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-11","WAKE - 19-11"
"WAKE - 14-01","WAKE - 14-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-14","WAKE - 01-40"
"WAKE - 14-02","WAKE - 14-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-02","WAKE - 12-02"
"WAKE - 15-01","WAKE - 15-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-15","WAKE - 11-01"
"WAKE - 15-02","WAKE - 15-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-02","WAKE - 15-03"
"WAKE - 15-03","WAKE - 15-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-03","WAKE - 15-02"
"WAKE - 15-04","WAKE - 15-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-15","WAKE - 15-02"
"WAKE - 16-01","WAKE - 16-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-16","WAKE - 16-03"
"WAKE - 16-02","WAKE - 16-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-02","WAKE - 16-03"
"WAKE - 16-03","WAKE - 16-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-03","WAKE - 10-03"
"WAKE - 16-04","WAKE - 16-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-16","WAKE - 16-03"
"WAKE - 16-05","WAKE - 16-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 16-06","WAKE - 16-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-06","WAKE - 16-03"
"WAKE - 16-07","WAKE - 16-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-07","WAKE - 16-03"
"WAKE - 16-09","WAKE - 16-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-09","WAKE - 16-03"
"WAKE - 16-10","WAKE - 16-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 16-03","WAKE - 12-10"
"WAKE - 16-11","WAKE - 16-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-11","WAKE - 19-11"
"WAKE - 17-01","WAKE - 17-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-17","WAKE - 17-12"
"WAKE - 17-02","WAKE - 17-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-02","WAKE - 18-02"
"WAKE - 17-03","WAKE - 17-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-07","WAKE - 17-13"
"WAKE - 17-05","WAKE - 17-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-07","WAKE - 01-05"
"WAKE - 17-06","WAKE - 17-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-07","WAKE - 17-02"
"WAKE - 17-07","WAKE - 17-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-10","WAKE - 13-07"
"WAKE - 17-09","WAKE - 17-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-09","WAKE - 17-07"
"WAKE - 17-10","WAKE - 17-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-07","WAKE - 17-13"
"WAKE - 17-11","WAKE - 17-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-13","WAKE - 12-11"
"WAKE - 17-12","WAKE - 17-12","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-13","WAKE - 17-01"
"WAKE - 17-13","WAKE - 17-13","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-01","WAKE - 01-13"
"WAKE - 18-01","WAKE - 18-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-18","WAKE - 18-05"
"WAKE - 18-02","WAKE - 18-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-05","WAKE - 18-03"
"WAKE - 18-03","WAKE - 18-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-05","WAKE - 10-03"
"WAKE - 18-04","WAKE - 18-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-18","WAKE - 18-05"
"WAKE - 18-05","WAKE - 18-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 18-06","WAKE - 18-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-05","WAKE - 18-03"
"WAKE - 18-07","WAKE - 18-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-05","WAKE - 18-03"
"WAKE - 18-08","WAKE - 18-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-08","WAKE - 18-05"
"WAKE - 19-03","WAKE - 19-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 09-03","WAKE - 18-03"
"WAKE - 19-05","WAKE - 19-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 19-07","WAKE - 19-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-03","WAKE - 13-07"
"WAKE - 19-09","WAKE - 19-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-05","WAKE - 19-19"
"WAKE - 19-11","WAKE - 19-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-11","WAKE - 16-11"
"WAKE - 19-13","WAKE - 19-13","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-13","WAKE - 19-16"
"WAKE - 19-14","WAKE - 19-14","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-16","WAKE - 19-19"
"WAKE - 19-15","WAKE - 19-15","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-17","WAKE - 19-05"
"WAKE - 19-16","WAKE - 19-16","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-14","WAKE - 19-18"
"WAKE - 19-17","WAKE - 19-17","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-16","WAKE - 19-14"
"WAKE - 19-18","WAKE - 19-18","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-18","WAKE - 19-16"
"WAKE - 19-20","WAKE - 19-20","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-20","WAKE - 19-22"
"WAKE - 19-21","WAKE - 19-21","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 19-22","WAKE - 19-16"
"WAKE - 20-01","WAKE - 20-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-20","WAKE - 20-09"
"WAKE - 20-03","WAKE - 20-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 09-03","WAKE - 04-03"
"WAKE - 20-04","WAKE - 20-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-20","WAKE - 07-04"
"WAKE - 20-05","WAKE - 20-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-05","WAKE - 10-05"
"WAKE - 20-06A","WAKE - 20-06A","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-06B","WAKE - 20-09"
"WAKE - 20-06B","WAKE - 20-06B","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-06A","WAKE - 20-09"
"WAKE - 20-08","WAKE - 20-08","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-08","WAKE - 20-09"
"WAKE - 20-09","WAKE - 20-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-09","WAKE - 04-09"
"WAKE - 20-10","WAKE - 20-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 08-10","WAKE - 20-09"
"WAKE - 20-11","WAKE - 20-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-11","WAKE - 12-11"
"WAKE - 20-12","WAKE - 20-12","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-01","WAKE - 01-20"
"WAKE - 20-15","WAKE - 20-15","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-05","WAKE - 01-15"
"WAKE - 20-17","WAKE - 20-17","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-15","WAKE - 04-17"
"IREDELL - DV1-B","IREDELL - DV1B-1","0.9100","AUTO_ACCEPT","compact_raw_in_code_desc","IREDELL - DV2B-1",""
"IREDELL - DV2-A","IREDELL - DV2A-1","0.9100","AUTO_ACCEPT","compact_raw_in_code_desc","IREDELL - DV2B-1","IREDELL - CH-A"
"CUMBERLAND - AL51","CUMBERLAND - AL51-1","0.9300","AUTO_REVIEW","raw_in_code_desc","CUMBERLAND - AL51-3","CUMBERLAND - AL51-2"
"CUMBERLAND - G3A-2","CUMBERLAND - G3A-2C","0.9300","AUTO_REVIEW","raw_in_code_desc","CUMBERLAND - G3A-1","CUMBERLAND - G5A-2"
"DURHAM - 33","DURHAM - 33-2","0.9300","AUTO_REVIEW","raw_in_code_desc","DURHAM - 33-1",""
"WAKE - 10-04","WAKE - 04-10","0.9100","MANUAL_REQUIRED","compact_raw_in_code_desc","WAKE - 10-05","WAKE - 07-04"
"WAKE - 17-04","WAKE - 04-17","0.9100","MANUAL_REQUIRED","compact_raw_in_code_desc","WAKE - 07-04","WAKE - 16-04"
"WAKE - 01-07A","WAKE - 01-07","0.8000","MANUAL_REQUIRED","fuzzy","WAKE - 01-40","WAKE - 01-27"
"WAKE - 07-07A","WAKE - 07-07","0.8000","MANUAL_REQUIRED","fuzzy","WAKE - 07-09","WAKE - 17-07"
"DURHAM - 30-1","DURHAM - 01","0.7200","MANUAL_REQUIRED","fuzzy","DURHAM - 30-3","DURHAM - 30-2"
"CUMBERLAND - G2C-2","CUMBERLAND - G2C-1","0.6750","MANUAL_REQUIRED","fuzzy","CUMBERLAND - G2E-2","CUMBERLAND - G5B-2"
"WAKE - 03-00","WAKE - 03-01","0.6750","MANUAL_REQUIRED","fuzzy","WAKE - 03-02","WAKE - 09-03"
"WAKE - 06-09","WAKE - 20-09","0.6750","MANUAL_REQUIRED","fuzzy","WAKE - 06-06","WAKE - 06-10"
"WAKE - 12-05","WAKE - 01-05","0.6750","MANUAL_REQUIRED","fuzzy","WAKE - 12-08","WAKE - 10-05"
"WAKE - 19-12","WAKE - 19-16","0.6750","MANUAL_REQUIRED","fuzzy","WAKE - 19-14","WAKE - 19-18"
"DURHAM - 35.3","DURHAM - 30-3","0.6000","MANUAL_REQUIRED","fuzzy","DURHAM - 35-4","DURHAM - 35-5"
"BURKE - 0029-A","BURKE - 0047-A","0.5400","MANUAL_REQUIRED","fuzzy","BURKE - 0071",""
"BURKE - 0029-B","BURKE - 0047-B","0.5400","MANUAL_REQUIRED","fuzzy","BURKE - 0071",""
"CUMBERLAND - EO61-1","CUMBERLAND - G2E-1","0.4000","MANUAL_REQUIRED","fuzzy","CUMBERLAND - AL51-1","CUMBERLAND - G2C-1"
"CUMBERLAND - EO61-2","CUMBERLAND - G2E-2","0.4000","MANUAL_REQUIRED","fuzzy","CUMBERLAND - AL51-2","CUMBERLAND - G5B-2"
"ALAMANCE - 03S","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - BAY TREE FIRE DEPT","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - BLAD COUNTY GYM","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - BOOK T. WASHINGTON","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - EAST ARCADIA","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - SPAULDING MONROE","","0.0000","MANUAL_REQUIRED","none","",""
"BLADEN - TAR HEEL MUNI BLD","","0.0000","MANUAL_REQUIRED","none","",""
"BRUNSWICK - 04A","","0.0000","MANUAL_REQUIRED","none","",""
"BRUNSWICK - 04B2","","0.0000","MANUAL_REQUIRED","none","",""
"BRUNSWICK - 10A","","0.0000","MANUAL_REQUIRED","none","",""
"BRUNSWICK - 10B","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - AVML","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - AVOM","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - BMBL","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - BTFD","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - ECBL","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - FVCC","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - HACC","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - LECC","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - LSKY","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - REYV","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - SBBL","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - TCRK","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - UNCA","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - WACC","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - WGSC","","0.0000","MANUAL_REQUIRED","none","",""
"BUNCOMBE - WVTH","","0.0000","MANUAL_REQUIRED","none","",""
"BURKE - 0053","","0.0000","MANUAL_REQUIRED","none","",""
"BURKE - 0065","","0.0000","MANUAL_REQUIRED","none","",""
"CALDWELL - PR01","","0.0000","MANUAL_REQUIRED","none","",""
"CALDWELL - PR02","","0.0000","MANUAL_REQUIRED","none","",""
"CALDWELL - PR07","","0.0000","MANUAL_REQUIRED","none","",""
"CALDWELL - PR13","","0.0000","MANUAL_REQUIRED","none","",""
