"year","county","status","raw_precinct_key","count","candidate_1","candidate_1_score","reason","tier","candidate_2","candidate_3","review_decision","approved_canonical","source_reference","notes"
"2016","WAKE","ambiguous","WAKE - 19-10","12","WAKE - 13-10","0.6750","fuzzy","MANUAL_REQUIRED","WAKE - 16-10","WAKE - 19-07","","","",""
"2016","WAKE","ambiguous","WAKE - 19-12","12","WAKE - 19-11","0.6750","fuzzy","MANUAL_REQUIRED","WAKE - 17-12","WAKE - 19-18","","","",""
"2016","WAKE","unmatched","WAKE - ABSEN 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - ABSEN 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAP 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAP 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAV 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSAV 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCA 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCA 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCH 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSCH 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSFB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSFB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSFV 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSFV 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSGR 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSGR 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSHS 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSHS 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSKD 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSKD 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSLL 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSLL 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSLOB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSLOB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSNB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSNB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSNR 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSNR 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSOP 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSOP 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSTC 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSTC 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSWA 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSWA 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSWD 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSWD 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - OSZB 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - OSZB 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - PROVI 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - PROVI 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
"2016","WAKE","unmatched","WAKE - TRANS 1-40","12","","","","","","","","","",""
"2016","WAKE","unmatched","WAKE - TRANS 81-91","12","","0.0000","none","MANUAL_REQUIRED","","","","","",""
