precinct_key,district,district_geoid,district_name,intersect_area_m2,precinct_area_m2,area_weight,district_num,district_code,district_label,district_type,target_year,plan_id,plan_label,block_count,precinct_block_total,vap_count,precinct_vap_total,weight_source
DURHAM - 52,22,3722,State Senate District 22,,,1.0,22,22,SD-22,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),51,51,4711,4711,vap
DURHAM - 53-2,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,4998,4998,vap
DURHAM - 54,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),75,75,9608,9608,vap
DURHAM - 55-11,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),32,32,2036,2036,vap
DURHAM - 55-49,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),14,14,2657,2657,vap
DURHAM - 56,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,69,4990,4990,vap
DURHAM - 57,20,3720,State Senate District 20,,,1.0,20,20,SD-20,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,69,5960,5960,vap
EDGECOMBE - 0101,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),123,123,2179,2179,vap
EDGECOMBE - 0102,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),183,183,3775,3775,vap
EDGECOMBE - 0103,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),99,99,2635,2635,vap
EDGECOMBE - 0104,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,2269,2269,vap
EDGECOMBE - 0201,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),92,92,1236,1236,vap
EDGECOMBE - 0301,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,525,525,vap
EDGECOMBE - 0401,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),29,29,628,628,vap
EDGECOMBE - 0501,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),50,50,808,808,vap
EDGECOMBE - 0601,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),65,65,1055,1055,vap
EDGECOMBE - 0701,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),111,111,1832,1832,vap
EDGECOMBE - 0801,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,1825,1825,vap
EDGECOMBE - 0901,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,69,1274,1274,vap
EDGECOMBE - 1001,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),112,112,2154,2154,vap
EDGECOMBE - 1101,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),60,60,1155,1155,vap
EDGECOMBE - 1201,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),130,130,3946,3946,vap
EDGECOMBE - 1202,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),103,103,2111,2111,vap
EDGECOMBE - 1203,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),118,118,3273,3273,vap
EDGECOMBE - 1204,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,1682,1682,vap
EDGECOMBE - 1205,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),93,93,1225,1225,vap
EDGECOMBE - 1301,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),34,34,1377,1377,vap
EDGECOMBE - 1401,5,3705,State Senate District 5,,,1.0,5,05,SD-05,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),35,35,1225,1225,vap
FORSYTH - 012,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,3023,3023,vap
FORSYTH - 013,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),101,101,4285,4285,vap
FORSYTH - 014,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),85,85,2608,2608,vap
FORSYTH - 015,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),79,79,3409,3409,vap
FORSYTH - 016,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,2848,2848,vap
FORSYTH - 017,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),46,46,2230,2230,vap
FORSYTH - 021,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),93,93,3960,3960,vap
FORSYTH - 031,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),66,66,2227,2227,vap
FORSYTH - 032,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),139,139,3146,3146,vap
FORSYTH - 033,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,3329,3329,vap
FORSYTH - 034,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),91,91,2883,2883,vap
FORSYTH - 042,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),118,118,4717,4717,vap
FORSYTH - 043,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),122,122,4391,4391,vap
FORSYTH - 051,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),56,56,3648,3648,vap
FORSYTH - 052,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,1267,1267,vap
FORSYTH - 053,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),40,41,2614,2614,vap
FORSYTH - 054,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,2668,2668,vap
FORSYTH - 055,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),74,74,4025,4025,vap
FORSYTH - 061,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),99,99,3106,3106,vap
FORSYTH - 062,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,1939,1939,vap
FORSYTH - 063,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),153,153,4374,4374,vap
FORSYTH - 064,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,1598,1598,vap
FORSYTH - 065,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),65,65,4206,4206,vap
FORSYTH - 066,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,3354,3354,vap
FORSYTH - 067,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,2757,2757,vap
FORSYTH - 068,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,2772,2772,vap
FORSYTH - 071,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),45,45,3824,3824,vap
FORSYTH - 073,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),57,57,2994,2994,vap
FORSYTH - 074,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),57,57,3588,3588,vap
FORSYTH - 075,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),33,33,785,785,vap
FORSYTH - 076,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),79,79,3487,3487,vap
FORSYTH - 077,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),40,40,3369,3369,vap
FORSYTH - 081,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),62,62,4260,4260,vap
FORSYTH - 083,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),91,91,2563,2563,vap
FORSYTH - 084,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),75,75,2481,2481,vap
FORSYTH - 085,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),120,120,2458,2458,vap
FORSYTH - 091,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),82,82,2420,2420,vap
FORSYTH - 092,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),128,128,1892,1892,vap
FORSYTH - 101,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,2565,2565,vap
FORSYTH - 111,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,2093,2093,vap
FORSYTH - 112,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),96,96,3675,3675,vap
FORSYTH - 121,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),67,67,3790,3790,vap
FORSYTH - 123,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,3697,3697,vap
FORSYTH - 124,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),62,62,3668,3668,vap
FORSYTH - 131,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),71,71,3570,3570,vap
FORSYTH - 132,31,3731,State Senate District 31,,,0.9869044931135696,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),97,98,4371,4429,vap
FORSYTH - 132,32,3732,State Senate District 32,,,0.013095506886430346,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),1,98,58,4429,vap
FORSYTH - 134,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),74,74,3093,3093,vap
FORSYTH - 135,31,3731,State Senate District 31,,,1.0,31,31,SD-31,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,3110,3110,vap
FORSYTH - 202,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,3064,3064,vap
FORSYTH - 203,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),44,44,1879,1879,vap
FORSYTH - 204,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,1905,1905,vap
FORSYTH - 205,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,895,895,vap
FORSYTH - 206,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,2046,2046,vap
FORSYTH - 207,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,51,3635,3635,vap
FORSYTH - 208,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),46,46,3285,3285,vap
FORSYTH - 301,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),60,60,1088,1088,vap
FORSYTH - 302,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),65,65,1270,1270,vap
FORSYTH - 303,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),25,25,977,977,vap
FORSYTH - 304,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,1961,1961,vap
FORSYTH - 305,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),20,20,1510,1510,vap
FORSYTH - 306,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,2362,2362,vap
FORSYTH - 401,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),68,68,2436,2436,vap
FORSYTH - 402,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,1494,1494,vap
FORSYTH - 403,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),117,117,2270,2270,vap
FORSYTH - 404,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),124,124,3720,3720,vap
FORSYTH - 405,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,3158,3158,vap
FORSYTH - 501,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),32,32,2320,2320,vap
FORSYTH - 502,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,2077,2077,vap
FORSYTH - 503,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),91,91,2318,2318,vap
FORSYTH - 504,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),44,44,2020,2020,vap
FORSYTH - 505,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,2976,2976,vap
FORSYTH - 506,32,3732,State Senate District 32,,,1.0,32,32,SD-32,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),37,37,2290,2290,vap
