precinct_key,district,district_geoid,district_name,intersect_area_m2,precinct_area_m2,area_weight,district_num,district_code,district_label,district_type,target_year,plan_id,plan_label
ALAMANCE - 124,025,37025,State Senate District 25,2584837.7364376346,2584837.736437635,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 125,025,37025,State Senate District 25,3348689.275370516,3348689.275370515,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 126,025,37025,State Senate District 25,3118655.6322921263,3118655.6322921244,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 127,025,37025,State Senate District 25,14269489.488048296,14269489.488048289,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 128,025,37025,State Senate District 25,3313329.84919995,3313329.84919995,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 129,025,37025,State Senate District 25,16698305.335216744,16698305.335216757,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 12E,025,37025,State Senate District 25,2897152.134444892,2897152.13444489,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 12N,025,37025,State Senate District 25,7177199.095797171,7177199.0957971765,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 12S,025,37025,State Senate District 25,2442863.572998188,2442863.5729981875,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 12W,025,37025,State Senate District 25,2631983.9731860883,2631983.97318609,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALAMANCE - 13,025,37025,State Senate District 25,37821845.954402104,37821845.954402044,1.0,25,25,SD-25,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - B1,036,37036,State Senate District 36,28048625.850737527,28052257.11226837,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - B2,036,37036,State Senate District 36,35360312.664125085,35360312.66412515,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - E,036,37036,State Senate District 36,117120435.37303063,117124820.3043465,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - G1G2,036,37036,State Senate District 36,110930156.51350568,110930319.56800658,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - LRSL,036,37036,State Senate District 36,120200420.09275328,120200420.09275348,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - M,036,37036,State Senate District 36,61458069.37165022,61458789.25996264,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - S1S2,036,37036,State Senate District 36,73579466.96639292,73579466.96639298,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - T1T4T5,036,37036,State Senate District 36,66056024.57594633,66056032.59232723,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - T2T3,036,37036,State Senate District 36,39163963.853231676,39163963.853231736,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALEXANDER - W,036,37036,State Senate District 36,30878095.80940189,30878095.80940193,1.0,36,36,SD-36,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALLEGHANY - 01,047,37047,State Senate District 47,105278919.45214887,105280654.27551992,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALLEGHANY - 03A,047,37047,State Senate District 47,188152064.1422343,188162063.90180856,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALLEGHANY - 04,047,37047,State Senate District 47,103186702.64983982,103197977.63553558,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ALLEGHANY - 06A,047,37047,State Senate District 47,215256420.7052046,215267078.06276622,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - ANS,029,37029,State Senate District 29,172803932.69837904,172811717.2783561,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - BURN,029,37029,State Senate District 29,126813779.57425362,126824354.80726685,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - GULL,029,37029,State Senate District 29,134358560.41031367,134358560.4103133,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - LILE,029,37029,State Senate District 29,297246242.8348057,297246242.8348053,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - MM,029,37029,State Senate District 29,112229805.24291413,112229805.24291424,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - PEAC,029,37029,State Senate District 29,91427066.36226481,91427066.36226489,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - POLK,029,37029,State Senate District 29,63629089.24171793,63629089.2417179,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - WADES,029,37029,State Senate District 29,233515579.81937346,233515579.8193734,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ANSON - WS,029,37029,State Senate District 29,159039574.0227425,159039574.02274257,1.0,29,29,SD-29,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 02,047,37047,State Senate District 47,74921859.96693085,74921859.9669308,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 03,047,37047,State Senate District 47,74911127.57922068,74911127.5792206,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 04,047,37047,State Senate District 47,30438641.129245013,30438641.129245065,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 06,047,37047,State Senate District 47,47482200.62672509,47489147.20112648,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 07,047,37047,State Senate District 47,47130598.83747997,47130598.83748001,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 08,047,37047,State Senate District 47,35984094.62943747,35994243.01634876,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 09,047,37047,State Senate District 47,85526979.75728244,85526979.75728257,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 10,047,37047,State Senate District 47,30033233.525900975,30034231.493081644,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 11,047,37047,State Senate District 47,152477726.93926555,152483453.9794705,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 12,047,37047,State Senate District 47,68126635.74878617,68132951.41508414,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 13,047,37047,State Senate District 47,58265479.45659714,58265792.36429722,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 14,047,37047,State Senate District 47,57924577.646623,57924577.64662299,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 15,047,37047,State Senate District 47,97849800.06293742,97850114.57128952,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 16,047,37047,State Senate District 47,93401006.15899798,93401013.40747845,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 17,047,37047,State Senate District 47,44192066.698926926,44192066.69892698,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 18,047,37047,State Senate District 47,43295960.49702943,43301064.47202096,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
ASHE - 20,047,37047,State Senate District 47,70084460.1183998,70084460.11839981,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 01,047,37047,State Senate District 47,42093428.8195978,42093428.819597766,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 02,047,37047,State Senate District 47,71942230.56642516,71942230.56642509,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 03,047,37047,State Senate District 47,35372287.627116874,35378687.90501106,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 04,047,37047,State Senate District 47,113617535.08627598,113617573.56329666,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 05,047,37047,State Senate District 47,23629434.757250816,23629786.501090683,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 06,047,37047,State Senate District 47,23888396.85889048,23894053.194982283,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 07,047,37047,State Senate District 47,7975234.540362632,7975234.54036262,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 08,047,37047,State Senate District 47,14216519.103290804,14216519.103290813,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 09,047,37047,State Senate District 47,11323288.407290688,11323288.407290686,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 10,047,37047,State Senate District 47,56577637.4210324,56577994.77962008,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 11,047,37047,State Senate District 47,42496930.031814754,42496930.03181465,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 12,047,37047,State Senate District 47,22136849.088607732,22138605.015709925,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 13,047,37047,State Senate District 47,17524544.908524193,17524544.90852419,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 14,047,37047,State Senate District 47,21997976.75401659,21997976.75401661,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 15,047,37047,State Senate District 47,19645193.542708874,19645193.54270888,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 16,047,37047,State Senate District 47,29039021.801817715,29039370.008607592,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 17,047,37047,State Senate District 47,36514367.39912111,36514367.39912113,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 18,047,37047,State Senate District 47,14435379.954167245,14435379.954167247,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
AVERY - 19,047,37047,State Senate District 47,36602609.32091102,36606554.72894078,1.0,47,47,SD-47,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - AUROR,002,37002,State Senate District 2,380417580.97885454,380417810.5887839,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - BEADM,002,37002,State Senate District 2,47507632.47711962,47507632.477119684,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - BELHV,002,37002,State Senate District 2,148158991.51698497,148168683.54132825,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - BLCK,002,37002,State Senate District 2,150352943.52285165,150352943.5228519,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - CHOCO,002,37002,State Senate District 2,225425268.84949246,225436476.4267458,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - EDWAR,002,37002,State Senate District 2,158369747.4665321,158369747.46653232,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - GILEA,002,37002,State Senate District 2,74521771.87944916,74521771.87944932,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - HB,002,37002,State Senate District 2,147191243.74966565,147191243.74966583,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - NCRK,002,37002,State Senate District 2,233326876.15432638,233330968.36372375,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - OLDF,002,37002,State Senate District 2,107911705.26582389,107919133.41996999,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - PANTE,002,37002,State Senate District 2,218532315.3518414,218542610.26479974,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - PINET,002,37002,State Senate District 2,216557769.93926153,216572288.2368151,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - PSJW3,002,37002,State Senate District 2,8141203.587611697,8141203.5876116995,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - RVRD,002,37002,State Senate District 2,18260846.397455096,18260846.397455093,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - SURBA,002,37002,State Senate District 2,138249616.45433727,138249616.45433694,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - TCRK,002,37002,State Senate District 2,116205132.43223314,116221564.11646815,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - WASH1,002,37002,State Senate District 2,3193846.814066423,3193846.8140664226,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - WASH2,002,37002,State Senate District 2,8771911.97569668,8772388.18679445,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - WASH4,002,37002,State Senate District 2,8597991.969811894,8597991.969811896,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - WASHP,002,37002,State Senate District 2,10621304.425682208,10621304.425682208,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BEAUFORT - WDPD,002,37002,State Senate District 2,73375872.0843036,73375872.08430363,1.0,2,02,SD-02,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - C1,003,37003,State Senate District 3,123090680.93419631,123090680.93419646,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - C2,003,37003,State Senate District 3,107180222.08813924,107180222.08813924,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - IW,003,37003,State Senate District 3,99536888.0678502,99536888.06785032,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - M1,003,37003,State Senate District 3,122350084.52303746,122350084.52303728,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - M2,003,37003,State Senate District 3,49866365.40667024,49866365.40667023,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - MH,003,37003,State Senate District 3,232561201.81058678,232565402.26870018,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - RX,003,37003,State Senate District 3,152643874.11904675,152643874.11904642,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - SN,003,37003,State Senate District 3,176870371.52184585,176870371.5218459,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - W1,003,37003,State Senate District 3,339610921.69620067,339610921.69620043,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - W2,003,37003,State Senate District 3,59086425.82232236,59086425.822322376,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - WD,003,37003,State Senate District 3,266899860.80835506,266899860.80835566,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BERTIE - WH,003,37003,State Senate District 3,190277074.41137442,190279308.85938415,1.0,3,03,SD-03,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P10,009,37009,State Senate District 9,72852555.72912984,72852555.7291298,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P15,009,37009,State Senate District 9,112855862.82027361,112860222.11065468,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P201,009,37009,State Senate District 9,80446841.20629942,80452123.69019069,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P202,009,37009,State Senate District 9,87763363.11389425,87766549.62960683,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P25,009,37009,State Senate District 9,81977913.27652381,81978336.02900852,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
BLADEN - P30,009,37009,State Senate District 9,192592725.20336846,192592725.20336798,1.0,9,09,SD-09,state_senate,2022,nc_court_ordered_2022,NC Court-Ordered 2022 Lines (used for 2022 cycle)
