precinct_key,district,prec_area,area_weight
ALAMANCE - 12N,9,7177199.0957971765,1.0
ALAMANCE - 12S,9,2442863.5729981875,1.0
ALAMANCE - 12W,9,2631983.97318609,1.0
ALAMANCE - 13,9,37821845.954402044,1.0
ALEXANDER - B1,5,28052257.11226837,1.0
ALEXANDER - B2,5,35360312.66412515,1.0
ALEXANDER - E,5,117124820.3043465,1.0
ALEXANDER - G1G2,10,110930319.56800658,1.4698821951770968e-06
ALEXANDER - G1G2,5,110930319.56800658,0.9999985301178048
ALEXANDER - LRSL,5,120200420.09275348,1.0
ALEXANDER - M,10,61458789.25996264,1.1713350045873297e-05
ALEXANDER - M,5,61458789.25996264,0.9999882866499542
ALEXANDER - S1S2,5,73579466.96639298,1.0
ALEXANDER - T1T4T5,10,66056032.59232723,1.213572892316775e-07
ALEXANDER - T1T4T5,5,66056032.59232723,0.9999998786427107
ALEXANDER - T2T3,5,39163963.853231736,1.0
ALEXANDER - W,5,30878095.80940193,1.0
ALLEGHANY - 01,5,105280654.27551992,1.0
ALLEGHANY - 03A,5,188162063.90180856,1.0
ALLEGHANY - 04,5,103197977.63553558,1.0
ALLEGHANY - 06A,5,215267078.06276622,1.0
ANSON - ANS,8,172811717.2783561,1.0
ANSON - BURN,8,126824354.80726685,1.0
ANSON - GULL,8,134358560.4103133,1.0
ANSON - LILE,8,297246242.8348053,1.0
ANSON - MM,8,112229805.24291424,1.0
ANSON - PEAC,8,91427066.36226489,1.0
ANSON - POLK,8,63629089.2417179,1.0
ANSON - WADES,8,233515579.8193734,1.0
ANSON - WS,8,159039574.02274257,1.0
ASHE - 02,5,74921859.9669308,1.0
ASHE - 03,5,74911127.5792206,1.0
ASHE - 04,5,30438641.129245065,1.0
ASHE - 06,5,47489147.20112648,1.0
ASHE - 07,5,47130598.83748001,1.0
ASHE - 08,5,35994243.01634876,1.0
ASHE - 09,5,85526979.75728257,1.0
ASHE - 10,5,30034231.493081644,1.0
ASHE - 11,5,152483453.9794705,1.0
ASHE - 12,5,68132951.41508414,1.0
ASHE - 13,5,58265792.36429722,1.0
ASHE - 14,5,57924577.64662299,1.0
ASHE - 15,5,97850114.57128952,1.0
ASHE - 16,5,93401013.40747845,1.0
ASHE - 17,5,44192066.69892698,1.0
ASHE - 18,5,43301064.47202096,1.0
ASHE - 20,5,70084460.11839981,1.0
AVERY - 01,11,42093428.819597766,1.0
AVERY - 02,11,71942230.56642509,0.9999398755717334
AVERY - 02,5,71942230.56642509,6.0124428266616644e-05
AVERY - 03,11,35378687.90501106,0.9999534560385738
AVERY - 03,5,35378687.90501106,4.6543961426214043e-05
AVERY - 04,11,113617573.56329666,0.9999790702670507
AVERY - 04,14,113617573.56329666,3.386537803369979e-07
AVERY - 04,5,113617573.56329666,2.0591079169053603e-05
AVERY - 05,11,23629786.501090683,1.0
AVERY - 06,11,23894053.194982283,1.0
AVERY - 07,11,7975234.54036262,1.0
AVERY - 08,11,14216519.103290813,1.0
AVERY - 09,11,11323288.407290686,1.0
AVERY - 10,11,56577994.77962008,1.0
AVERY - 11,11,42496930.03181465,0.9999560653712887
AVERY - 11,5,42496930.03181465,4.393462871142115e-05
AVERY - 12,11,22138605.015709925,1.0
AVERY - 13,11,17524544.90852419,1.0
AVERY - 14,11,21997976.75401661,1.0
AVERY - 15,11,19645193.54270888,1.0
AVERY - 16,11,29039370.008607592,0.9999880091479323
AVERY - 16,14,29039370.008607592,1.1990852067708276e-05
AVERY - 17,11,36514367.39912113,1.0
AVERY - 18,11,14435379.954167247,1.0
AVERY - 19,11,36606554.72894078,1.0
BEAUFORT - AUROR,1,380417810.5887839,1.0
BEAUFORT - BEADM,1,47507632.477119684,1.0
BEAUFORT - BELHV,1,148168683.54132825,1.0
BEAUFORT - BLCK,1,150352943.5228519,1.0
BEAUFORT - CHOCO,1,225436476.4267458,0.9999502849874077
BEAUFORT - CHOCO,3,225436476.4267458,4.971501259227387e-05
BEAUFORT - EDWAR,1,158369747.46653232,1.0
BEAUFORT - GILEA,1,74521771.87944932,1.0
BEAUFORT - HB,1,147191243.74966583,1.0
BEAUFORT - NCRK,1,233330968.36372375,1.0
BEAUFORT - OLDF,1,107919133.41996999,1.0
BEAUFORT - PANTE,1,218542610.26479974,1.0
BEAUFORT - PINET,1,216572288.2368151,1.0
BEAUFORT - PSJW3,1,8141203.5876116995,1.0
BEAUFORT - RVRD,1,18260846.397455093,1.0
BEAUFORT - SURBA,1,138249616.45433694,1.0
BEAUFORT - TCRK,1,116221564.11646815,0.9999232927832313
BEAUFORT - TCRK,3,116221564.11646815,7.670721676871608e-05
BEAUFORT - WASH1,1,3193846.8140664226,1.0
BEAUFORT - WASH2,1,8772388.18679445,0.9999457147713805
BEAUFORT - WASH2,3,8772388.18679445,5.428522861939271e-05
BEAUFORT - WASH4,1,8597991.969811896,1.0
BEAUFORT - WASHP,1,10621304.425682208,1.0
BEAUFORT - WDPD,1,73375872.08430363,1.0
BERTIE - C1,1,123090680.93419646,1.0
BERTIE - C2,1,107180222.08813924,1.0
BERTIE - IW,1,99536888.06785032,1.0
BERTIE - M1,1,122350084.52303728,1.0
BERTIE - M2,1,49866365.40667023,1.0
BERTIE - MH,1,232565402.26870018,1.0
BERTIE - RX,1,152643874.11904642,1.0
BERTIE - SN,1,176870371.5218459,1.0
BERTIE - W1,1,339610921.69620043,1.0
BERTIE - W2,1,59086425.822322376,1.0
BERTIE - WD,1,266899860.80835566,1.0
BERTIE - WH,1,190279308.85938415,1.0
BLADEN - P10,7,72852555.7291298,1.0
BLADEN - P15,7,112860222.11065468,1.0
BLADEN - P201,7,80452123.69019069,1.0
BLADEN - P202,7,87766549.62960683,1.0
BLADEN - P25,7,81978336.02900852,1.0
BLADEN - P30,7,192592725.20336798,1.0
BLADEN - P35,7,87329046.94091795,1.0
BLADEN - P40,7,251384713.88812193,1.0
BLADEN - P45,3,116823010.93944292,6.993395732065798e-05
BLADEN - P45,7,116823010.93944292,0.9999300660426794
BLADEN - P501,7,87365548.3071232,1.0
BLADEN - P502,7,72540136.43984315,1.0
BLADEN - P55,7,205125564.32144767,1.0
BLADEN - P60,7,119880996.71843933,1.0
BLADEN - P65,3,202389275.3307332,6.97074594059448e-05
BLADEN - P65,7,202389275.3307332,0.999930292540594
BLADEN - P70,3,126768137.57563014,2.2302882656197886e-06
BLADEN - P70,7,126768137.57563014,0.9999977697117344
BLADEN - P75,7,187205054.6720906,1.0
BLADEN - P80,7,214031024.89434755,1.0
BRUNSWICK - CB01,7,236987192.36964762,1.0
BRUNSWICK - CB02,7,135240394.23060352,1.0
BRUNSWICK - CB03,7,18662435.129100557,1.0
BRUNSWICK - CB04,7,102161680.75992769,1.0
BRUNSWICK - CB05,7,36282142.83233385,1.0
BRUNSWICK - CB06,7,100750257.74540761,1.0
BRUNSWICK - NB01,7,108551974.68435498,1.0
BRUNSWICK - NB02,7,85000719.4762315,1.0
BRUNSWICK - NB03,7,272434692.1722209,1.0
BRUNSWICK - NB04,7,16196183.17704491,1.0
BRUNSWICK - NB05,7,18862349.447516136,1.0
BRUNSWICK - NB06,7,21893797.933520254,1.0
BRUNSWICK - NB07,7,125848132.63052966,1.0
BRUNSWICK - SB01,7,113243083.01774561,1.0
BRUNSWICK - SB02,7,83959734.49491425,1.0
BRUNSWICK - SB03,7,44924279.843035236,1.0
BRUNSWICK - SB04,7,316543089.3590719,1.0
BRUNSWICK - SB05,7,14060600.654945778,1.0
BRUNSWICK - SB06,7,11878474.236469213,1.0
BRUNSWICK - SB07,7,143224116.56425893,1.0
BRUNSWICK - SB08,7,27132887.46047893,1.0
BRUNSWICK - WB01,7,331522467.95961154,1.0
BRUNSWICK - WB02,7,65477187.03619897,1.0
BRUNSWICK - WB03,7,76686150.50051603,1.0
BRUNSWICK - WB04,7,29777397.237187263,1.0
BRUNSWICK - WB05,7,66667311.74901197,1.0
BRUNSWICK - WB06,7,114336600.09292588,1.0
BUNCOMBE - 01.1,11,2490452.5274441927,1.0
BUNCOMBE - 02.1,11,3426927.1869783956,1.0
BUNCOMBE - 03.1,11,1737385.6695167145,1.0
BUNCOMBE - 04.1,11,1332464.1598490146,1.0
BUNCOMBE - 05.1,11,5509647.525055398,1.0
BUNCOMBE - 06.1,11,2857685.680953885,1.0
BUNCOMBE - 07.1,11,3201028.908767654,1.0
BUNCOMBE - 08.2,11,4910394.5338252215,1.0
BUNCOMBE - 08.3,11,7478158.86796383,1.0
BUNCOMBE - 09.1,11,6951797.649723657,1.0
BUNCOMBE - 10.1,11,3785821.7328378703,1.0
BUNCOMBE - 11.1,11,1728084.3980907071,1.0
BUNCOMBE - 12.1,11,2340674.402515007,1.0
BUNCOMBE - 13.1,11,2497679.710082892,1.0
BUNCOMBE - 14.2,11,4501115.6760676345,1.0
BUNCOMBE - 14.3,11,2068921.6802241527,1.0
BUNCOMBE - 15.1,11,1713492.1604168336,1.0
BUNCOMBE - 16.2,11,3898456.819762086,1.0
BUNCOMBE - 17.1,11,2568183.2264190433,1.0
BUNCOMBE - 18.2,11,6493722.3416266935,1.0
BUNCOMBE - 19.1,11,1856812.1779163564,1.0
BUNCOMBE - 20.1,11,2180355.2011701614,1.0
BUNCOMBE - 21.1,11,4491822.140461021,1.0
BUNCOMBE - 22.2,11,5880501.643931786,1.0
BUNCOMBE - 23.2,11,6860710.218285464,1.0
BUNCOMBE - 23.3,11,3606547.090539884,1.0
BUNCOMBE - 24.1,11,9682675.089348327,1.0
BUNCOMBE - 25.1,11,4765308.878608993,1.0
BUNCOMBE - 26.1,11,2431899.912640719,1.0
BUNCOMBE - 27.2,11,12374117.147031756,1.0
BUNCOMBE - 28.1,11,2368371.4030969106,1.0
BUNCOMBE - 29.2,11,3789401.1730563203,1.0
BUNCOMBE - 30.2,11,22289960.341560926,1.0
BUNCOMBE - 30.3,11,15067847.18443964,1.0
BUNCOMBE - 31.1,11,8472823.720269026,1.0
BUNCOMBE - 32.1,11,65176718.10541347,1.0
BUNCOMBE - 33.2,11,6025847.258748042,1.0
BUNCOMBE - 33.3,11,3502648.061238179,1.0
BUNCOMBE - 34.1,11,1652109.028103207,1.0
BUNCOMBE - 35.1,11,5148184.836407102,1.0
BUNCOMBE - 36.1,11,65419038.18011737,1.0
BUNCOMBE - 37.1,11,111269466.08096653,0.999996595468833
BUNCOMBE - 37.1,14,111269466.08096653,3.4045311669421615e-06
BUNCOMBE - 38.2,11,30283113.133356534,1.0
BUNCOMBE - 38.3,11,27186267.14322371,1.0
BUNCOMBE - 39.2,11,29304327.500087842,1.0
BUNCOMBE - 39.3,11,37786040.8305876,1.0
BUNCOMBE - 40.2,11,30159349.763344083,1.0
BUNCOMBE - 41.1,11,49847254.604620434,1.0
BUNCOMBE - 42.1,11,8313092.304925175,1.0
BUNCOMBE - 43.2,11,6620636.391802818,1.0
BUNCOMBE - 44.1,11,37142270.42011364,1.0
BUNCOMBE - 45.1,11,17902399.72930217,1.0
BUNCOMBE - 46.1,11,38895801.955611385,1.0
BUNCOMBE - 47.1,11,98429303.20902836,1.0
BUNCOMBE - 48.1,11,21717632.06694172,1.0
BUNCOMBE - 49.1,11,38375565.28019222,1.0
BUNCOMBE - 50.1,11,129752907.79394932,1.0
BUNCOMBE - 51.2,11,52809612.06061996,1.0
BUNCOMBE - 52.1,11,58338945.15918709,1.0
BUNCOMBE - 53.1,11,80788802.34782259,1.0
BUNCOMBE - 54.2,11,41725248.04331883,1.0
BUNCOMBE - 55.1,11,8318805.019912241,1.0
BUNCOMBE - 56.2,11,4334340.351100586,1.0
BUNCOMBE - 57.1,11,28219764.95259721,1.0
BUNCOMBE - 58.1,11,20138697.52830361,1.0
BUNCOMBE - 59.1,11,68860101.19190982,1.0
BUNCOMBE - 60.2,11,8637249.579655254,1.0
BUNCOMBE - 60.4,11,10629626.683311516,1.0
BUNCOMBE - 61.1,11,34417829.751168,1.0
BUNCOMBE - 62.1,11,9612149.243945247,1.0
BUNCOMBE - 63.1,11,63127316.93743844,1.0
BUNCOMBE - 64.1,11,25436676.724078592,1.0
BUNCOMBE - 65.1,11,45599287.67714718,1.0
BUNCOMBE - 66.1,11,9016546.657966746,1.0
BUNCOMBE - 67.1,11,6493736.550198274,1.0
BUNCOMBE - 68.1,11,32243372.709120195,1.0
BUNCOMBE - 681,11,10565202.163820205,1.0
BUNCOMBE - 69.1,11,16979660.5409019,1.0
BUNCOMBE - 70.1,11,9975031.009950124,1.0
BUNCOMBE - 71.1,11,25473383.16954155,1.0
BURKE - 0001,14,20987681.565561976,0.9999706958572948
BURKE - 0001,5,20987681.565561976,2.930414270516538e-05
BURKE - 0003,14,10065149.724745637,1.0
BURKE - 0011,14,32467144.933096096,0.9998156938465892
BURKE - 0011,5,32467144.933096096,0.00018430615341084492
BURKE - 0012,14,50659525.26537102,1.0
BURKE - 0013,14,25816995.592907976,1.0
BURKE - 0014,14,26752142.723173674,1.0
BURKE - 0015,14,13116337.002773467,0.9997827420701526
BURKE - 0015,5,13116337.002773467,0.0002172579298473871
BURKE - 0018,11,63023972.60597975,0.0001833902266588121
BURKE - 0018,14,63023972.60597975,0.9998166097733412
BURKE - 0019,11,81007484.41083352,7.72280992013154e-05
BURKE - 0019,14,81007484.41083352,0.9999227719007986
BURKE - 0020,14,40336719.94194879,1.0
BURKE - 0021,14,9093978.335285485,1.0
BURKE - 0022,14,26277427.701226853,0.9998910636913103
BURKE - 0022,5,26277427.701226853,0.0001089363086897072
BURKE - 0024,14,23433550.06080247,0.9999570103730379
BURKE - 0024,5,23433550.06080247,4.2989626962111145e-05
BURKE - 0031,14,7280365.429950456,1.0
BURKE - 0034,14,6183740.116178427,1.0
BURKE - 0035,14,5017289.975925314,1.0
BURKE - 0036,14,29490773.27750826,1.0
BURKE - 0038,14,19323875.150721304,1.0
BURKE - 0039,14,11092609.52385994,1.0
BURKE - 0040,14,20832081.764777474,1.0
BURKE - 0047-A,14,38542229.90518166,1.0
BURKE - 0047-B,14,23756986.57281751,1.0
BURKE - 0048,14,32557221.2635333,1.0
BURKE - 0051,14,35843343.82072228,1.0
BURKE - 0052,11,40329644.03107756,5.01524271780399e-05
BURKE - 0052,14,40329644.03107756,0.9999498475728219
BURKE - 0062,11,214944351.48341608,1.2096242278868865e-05
BURKE - 0062,14,214944351.48341608,0.9999623753111216
BURKE - 0062,5,214944351.48341608,2.5528446599468243e-05
BURKE - 0064,14,68638342.78274584,1.0
BURKE - 0066,14,81447227.08215523,0.999905066727891
BURKE - 0066,5,81447227.08215523,9.493327210903922e-05
BURKE - 0070,14,20360721.5013256,1.0
BURKE - 0071,14,153956580.20569342,1.0
BURKE - 0072,14,99231937.61511639,1.0
CABARRUS - 01-02,8,38694014.949362464,1.0
CABARRUS - 01-04,12,18900028.316219874,9.687696781870585e-06
CABARRUS - 01-04,8,18900028.316219874,0.9999903123032181
CABARRUS - 01-07,8,12691350.21367619,1.0
CABARRUS - 01-08,8,20170308.019752555,1.0
CABARRUS - 01-10,8,10938974.745530874,1.0
CABARRUS - 01-11,12,14105049.279397393,3.94107476117714e-05
CABARRUS - 01-11,8,14105049.279397393,0.9999605892523882
CABARRUS - 02-01,6,10480637.57062027,0.9999836129830548
CABARRUS - 02-01,8,10480637.57062027,1.638701694520275e-05
CABARRUS - 02-02,6,11165869.191083236,0.0001483052514876757
CABARRUS - 02-02,8,11165869.191083236,0.9998516947485123
CABARRUS - 02-03,6,25324473.839041937,4.311100486092326e-05
CABARRUS - 02-03,8,25324473.839041937,0.9999568889951391
CABARRUS - 02-05,6,9780730.253667861,0.00031957471212623964
CABARRUS - 02-05,8,9780730.253667861,0.9996804252878737
CABARRUS - 02-06,6,7009429.181707913,1.0
CABARRUS - 02-07,6,7518184.118250465,0.00034310117798017287
CABARRUS - 02-07,8,7518184.118250465,0.9996568988220198
CABARRUS - 02-08,14,23299731.35273407,3.268469623550212e-08
CABARRUS - 02-08,6,23299731.35273407,0.9999999673153037
CABARRUS - 02-09,14,20209534.894042097,6.936507069632036e-05
CABARRUS - 02-09,6,20209534.894042097,0.9999306349293037
CABARRUS - 03-00,10,55967481.01905065,5.847432901256195e-05
CABARRUS - 03-00,14,55967481.01905065,1.8932619668079064e-05
CABARRUS - 03-00,6,55967481.01905065,0.9999225930513194
CABARRUS - 04-01,6,6989424.604337989,1.0
CABARRUS - 04-03,6,5827263.250397408,1.0
CABARRUS - 04-08,6,12088303.196053738,1.0
CABARRUS - 04-09,6,22431986.121679064,1.0
CABARRUS - 04-11,6,6440393.288560856,1.0
CABARRUS - 04-12,6,7988628.295339774,1.0
CABARRUS - 04-13,6,10566993.357882079,1.0
CABARRUS - 05-00,6,59305649.62476263,0.00012836372334523624
CABARRUS - 05-00,8,59305649.62476263,0.9998716362766548
CABARRUS - 06-00,6,66531898.45741458,9.520187665157375e-05
CABARRUS - 06-00,8,66531898.45741458,0.9999047981233485
CABARRUS - 07-00,6,69129257.78368163,0.00011271687938229455
CABARRUS - 07-00,8,69129257.78368163,0.9998872831206178
CABARRUS - 08-00,8,80921687.92261855,1.0
CABARRUS - 09-00,8,75999612.74098656,1.0
CABARRUS - 10-00,8,117620087.78353581,1.0
CABARRUS - 11-01,6,21215842.901021164,1.2146134488603861e-08
CABARRUS - 11-01,8,21215842.901021164,0.9999999878538655
CABARRUS - 11-02,8,30437564.57046829,1.0
CABARRUS - 12-03,6,9759985.990136592,0.9999659239276298
CABARRUS - 12-03,8,9759985.990136592,3.407607237010428e-05
CABARRUS - 12-04,6,4705485.837443642,0.0004794962600865833
CABARRUS - 12-04,8,4705485.837443642,0.9995205037399135
CABARRUS - 12-05,8,6150942.210899717,1.0
CABARRUS - 12-08,6,4700054.479914707,0.9999904861776547
CABARRUS - 12-08,8,4700054.479914707,9.513822345296e-06
CABARRUS - 12-09,6,13648354.683967404,0.00010474287730862567
CABARRUS - 12-09,8,13648354.683967404,0.9998952571226913
CABARRUS - 12-11,6,3868458.2890868117,0.9999716021658631
CABARRUS - 12-11,8,3868458.2890868117,2.8397834136917984e-05
CABARRUS - 12-12,6,6087098.824297088,9.624768181688934e-05
CABARRUS - 12-12,8,6087098.824297088,0.9999037523181831
CABARRUS - 12-13,6,7281464.430740473,0.9735386796765105
CABARRUS - 12-13,8,7281464.430740473,0.026461320323489416
CABARRUS - 12-14,6,6621255.72926742,0.00011976061852290303
CABARRUS - 12-14,8,6621255.72926742,0.9998802393814772
CALDWELL - 1,14,71299048.8960297,5.4048002694254294e-06
CALDWELL - 1,5,71299048.8960297,0.9999945951997306
CALDWELL - 10,5,16329785.042205883,1.0
CALDWELL - 11,5,28030665.981282342,1.0
CALDWELL - 12,5,219735930.88084152,1.0
CALDWELL - 13,5,38566077.602974884,1.0
CALDWELL - 14,10,37907349.00669916,1.6847451140347922e-06
CALDWELL - 14,5,37907349.00669916,0.9999983152548859
CALDWELL - 15,5,35517002.94751207,1.0
CALDWELL - 2,11,355467273.1586549,2.59054161903247e-05
CALDWELL - 2,14,355467273.1586549,4.9357849299315e-06
CALDWELL - 2,5,355467273.1586549,0.9999691587988797
CALDWELL - 3,5,96615603.26058315,1.0
CALDWELL - 4,5,130829689.97970986,1.0
CALDWELL - 5,14,19398871.33228054,1.0604387474460514e-05
CALDWELL - 5,5,19398871.33228054,0.9999893956125255
CALDWELL - 6,5,63678307.57114832,1.0
CALDWELL - 7,5,28486589.685512133,1.0
CALDWELL - 8,5,55034422.08721965,1.0
CALDWELL - 9,5,32341042.753134273,1.0
CAMDEN - CH,1,147069284.84547216,1.0
CAMDEN - SH,1,350730845.3858001,1.0
CAMDEN - SM,1,305761958.53308105,1.0
CARTERET - ABCH,1,72658912.50853999,1.0
CARTERET - ASCI,1,1081744613.5697482,1.0
CARTERET - BCRK,1,24783940.529865406,1.0
CARTERET - BFT1,1,19708333.38041443,1.0
CARTERET - BFT2,1,37200703.13448681,1.0
CARTERET - BOGE,1,58568772.77744312,1.0
CARTERET - CAPE,1,23847128.121032096,1.0
CARTERET - DASW,1,622389787.2266046,1.0
CARTERET - HAIS,1,274770054.79506797,1.0
CARTERET - IBPK,1,106670756.83919515,1.0
CARTERET - ISLE,1,161840473.23885,0.9999685529709296
CARTERET - ISLE,3,161840473.23885,3.144702907032122e-05
CARTERET - MASM,1,125908795.15240617,1.0
CARTERET - MCRK,1,33623697.05016854,1.0
CARTERET - MERR,1,197149582.6236311,1.0
CARTERET - MHD1,1,22329920.212857965,1.0
CARTERET - MHD2,1,7685468.968425834,1.0
CARTERET - MHD3,1,16055464.035303319,1.0
CARTERET - MHD4,1,12780758.265286744,1.0
CARTERET - NPT1,1,63729436.20814901,1.0
CARTERET - NPT2,1,64925826.93303665,1.0
CARTERET - NRIV,1,61705202.36947043,1.0
CARTERET - OTBEG,1,86492871.93060805,1.0
CARTERET - PELE,1,31317121.947655093,0.9999982291774014
CARTERET - PELE,3,31317121.947655093,1.7708225985767228e-06
CARTERET - STEL,1,102745051.30731317,0.9999133233752424
CARTERET - STEL,3,102745051.30731317,8.66766247576324e-05
CARTERET - WIHA,1,103047771.78697465,1.0
CARTERET - WILD,1,32070862.171236146,1.0
CASWELL - ANDE,13,67095194.40158248,1.0
CASWELL - LEAS,13,89288590.57888775,1.0
CASWELL - LOCU,13,128717211.85121113,0.9999771012471604
CASWELL - LOCU,5,128717211.85121113,2.2898752839599773e-05
CASWELL - MILT,13,172706250.53064895,1.0
CASWELL - PELH,13,163241033.02728105,0.9999798536841557
CASWELL - PELH,5,163241033.02728105,2.0146315844339472e-05
CASWELL - PH,13,181195578.3841634,1.0
CASWELL - PROVI,13,40746752.8403723,1.0
CASWELL - STON,13,111972300.86723252,0.9999689427578491
CASWELL - STON,5,111972300.86723252,3.105724215088795e-05
CASWELL - YANC,13,155374191.97760773,1.0
CATAWBA - 01,10,70507477.72674403,1.0
CATAWBA - 02,10,87042998.75314124,0.9999251482672121
CATAWBA - 02,14,87042998.75314124,7.485173278792036e-05
CATAWBA - 03,10,77615784.72939932,1.0
CATAWBA - 04,10,7539819.07480143,1.0
CATAWBA - 05,10,61668670.685917266,1.0
CATAWBA - 06,10,28421234.207083985,1.0
CATAWBA - 07,10,21168782.729682162,1.0
CATAWBA - 08,10,11639865.887882875,1.0
CATAWBA - 09,10,39034551.42439441,1.0
CATAWBA - 10,10,1822988.6580237574,1.0
CATAWBA - 11,10,1689462.268409087,1.0
CATAWBA - 12,10,4869811.481878368,1.0
CATAWBA - 13,10,4039992.2269625557,1.0
CATAWBA - 14,10,3156386.9634675793,1.0
CATAWBA - 15,10,1099985.267085904,1.0
CATAWBA - 16,10,4764629.761925246,1.0
CATAWBA - 17,10,5064604.8699011495,0.9994863840792493
CATAWBA - 17,14,5064604.8699011495,0.0005136159207507279
CATAWBA - 19,10,14545633.182143483,0.9998537396955183
CATAWBA - 19,14,14545633.182143483,0.00014626030448176928
CATAWBA - 20,10,32980117.226527177,1.0
CATAWBA - 21,10,55156197.24218596,1.0
CATAWBA - 22,10,27390478.64683544,1.0
CATAWBA - 23,10,26044125.495487705,1.0
CATAWBA - 24,10,49137819.415130466,0.9998809884281556
CATAWBA - 24,14,49137819.415130466,0.00011901157184436704
CATAWBA - 25,10,9166435.616937442,1.0
CATAWBA - 26,10,4099314.8807513667,0.9994796665591427
CATAWBA - 26,14,4099314.8807513667,0.0004360833492831479
CATAWBA - 26,5,4099314.8807513667,8.425009157427975e-05
CATAWBA - 27,10,66237737.42172823,0.9999265717804215
CATAWBA - 27,5,66237737.42172823,7.34282195784624e-05
CATAWBA - 28,10,12848902.286294064,1.0
CATAWBA - 29,10,22807321.42300461,0.9998569941885341
CATAWBA - 29,5,22807321.42300461,0.00014300581146592045
CATAWBA - 30,10,7288529.115989693,1.0
CATAWBA - 31,10,86247427.16120993,1.0
CATAWBA - 32,10,21849424.02547056,1.0
CATAWBA - 33,10,41806652.53031631,0.9999270576496349
CATAWBA - 33,5,41806652.53031631,7.294235036516239e-05
CATAWBA - 34,10,61250771.11844583,1.0
CATAWBA - 35,10,37707861.936405346,1.0
CATAWBA - 36,10,5503540.505241919,0.9998770662535282
CATAWBA - 36,5,5503540.505241919,0.00012293374647178167
CATAWBA - 37,10,4752018.745540331,1.0
CATAWBA - 38,10,8435276.592794288,0.9997211131090483
CATAWBA - 38,5,8435276.592794288,0.00027888689095170857
CATAWBA - 39,10,7433075.752153935,0.999409131024055
CATAWBA - 39,5,7433075.752153935,0.0005908689759449441
CATAWBA - 40,10,7546112.964129001,1.0
CATAWBA - 41,10,36114639.36271703,1.0
CHATHAM - 15,4,41418991.04923875,1.0
CHATHAM - 21,4,94707109.92708206,0.9998816762926827
CHATHAM - 21,9,94707109.92708206,0.0001183237073174556
CHATHAM - 3,9,134205266.00898035,1.0
CHATHAM - 30,4,132219710.35606381,6.676951805478062e-05
CHATHAM - 30,9,132219710.35606381,0.9999332304819453
CHATHAM - 42,4,112080910.61131103,0.0001071955971341833
CHATHAM - 42,9,112080910.61131103,0.9998928044028658
CHATHAM - 75,4,64419148.3472031,0.757431302415332
CHATHAM - 75,9,64419148.3472031,0.2425686975846681
CHATHAM - 78,4,48439809.034651965,0.9999997501742882
