"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"WAKE - 04-18","3822","2471","385","11","687","64.65","10.07","0.29","17.97","",""
"WAKE - 04-19","1790","1422","78","4","156","79.44","4.36","0.22","8.72","",""
"WAKE - 04-20","4233","2517","507","15","499","59.46","11.98","0.35","11.79","",""
"WAKE - 04-21","2912","1580","564","9","264","54.26","19.37","0.31","9.07","",""
"WAKE - 05-01","5847","3276","629","6","1434","56.03","10.76","0.1","24.53","",""
"WAKE - 05-03","6602","3303","470","14","2354","50.03","7.12","0.21","35.66","",""
"WAKE - 05-05","9907","5344","2416","29","1140","53.94","24.39","0.29","11.51","",""
"WAKE - 05-06","5764","3308","205","8","1899","57.39","3.56","0.14","32.95","",""
"WAKE - 05-08","7068","2012","669","13","3965","28.47","9.47","0.18","56.1","",""
"WAKE - 05-09","5618","1884","473","16","2890","33.54","8.42","0.28","51.44","",""
"WAKE - 05-10","4504","1540","472","17","2145","34.19","10.48","0.38","47.62","",""
"WAKE - 06-04","4897","3483","662","23","240","71.13","13.52","0.47","4.9","",""
"WAKE - 06-05","3206","2755","197","6","51","85.93","6.14","0.19","1.59","",""
"WAKE - 06-06","7057","5270","672","22","489","74.68","9.52","0.31","6.93","",""
"WAKE - 06-07","3914","2709","469","15","352","69.21","11.98","0.38","8.99","",""
"WAKE - 06-08","2420","1646","458","7","69","68.02","18.93","0.29","2.85","",""
"WAKE - 06-10","4250","3113","463","17","224","73.25","10.89","0.4","5.27","",""
"WAKE - 06-11","1060","726","124","3","76","68.49","11.7","0.28","7.17","",""
"WAKE - 06-12","6903","5566","338","34","422","80.63","4.9","0.49","6.11","",""
"WAKE - 07-01","2176","1396","419","14","55","64.15","19.26","0.64","2.53","",""
"WAKE - 07-02","1838","1342","259","1","56","73.01","14.09","0.05","3.05","",""
"WAKE - 07-03","1591","1351","113","5","36","84.92","7.1","0.31","2.26","",""
"WAKE - 07-04","5045","3367","935","17","130","66.74","18.53","0.34","2.58","",""
"WAKE - 07-05","2064","1487","318","17","36","72.04","15.41","0.82","1.74","",""
"WAKE - 07-06","3798","3206","219","1","146","84.41","5.77","0.03","3.84","",""
"WAKE - 07-07","4924","3912","492","8","131","79.45","9.99","0.16","2.66","",""
"WAKE - 07-09","4173","2975","540","19","173","71.29","12.94","0.46","4.15","",""
"WAKE - 07-10","6611","4516","1015","12","352","68.31","15.35","0.18","5.32","",""
"WAKE - 07-11","1190","1074","30","1","26","90.25","2.52","0.08","2.18","",""
"WAKE - 07-12","3497","2379","635","12","124","68.03","18.16","0.34","3.55","",""
"WAKE - 07-13","2609","1866","413","4","105","71.52","15.83","0.15","4.02","",""
"WAKE - 08-02","4324","3319","486","10","163","76.76","11.24","0.23","3.77","",""
"WAKE - 08-03","6706","4169","1286","41","586","62.17","19.18","0.61","8.74","",""
"WAKE - 08-04","1665","1481","45","2","37","88.95","2.7","0.12","2.22","",""
"WAKE - 08-05","2149","1825","139","0","72","84.92","6.47","0.0","3.35","",""
"WAKE - 08-06","3149","1876","794","25","78","59.57","25.21","0.79","2.48","",""
"WAKE - 08-07","2527","2152","81","9","131","85.16","3.21","0.36","5.18","",""
"WAKE - 08-08","4435","3561","264","11","209","80.29","5.95","0.25","4.71","",""
"WAKE - 08-09","2470","1695","311","10","97","68.62","12.59","0.4","3.93","",""
"WAKE - 08-10","3330","2234","557","13","200","67.09","16.73","0.39","6.01","",""
"WAKE - 08-11","4739","3073","590","18","587","64.84","12.45","0.38","12.39","",""
"WAKE - 09-01","2914","1774","719","12","19","60.88","24.67","0.41","0.65","",""
"WAKE - 09-02","4769","2181","1684","46","44","45.73","35.31","0.96","0.92","",""
"WAKE - 09-03","4242","2584","1103","32","46","60.91","26.0","0.75","1.08","",""
"WAKE - 10-01","1668","1114","206","5","20","66.79","12.35","0.3","1.2","",""
"WAKE - 10-02","5568","2684","1597","60","104","48.2","28.68","1.08","1.87","",""
"WAKE - 10-03","3490","1794","968","33","42","51.4","27.74","0.95","1.2","",""
"WAKE - 10-05","3957","2342","1111","27","43","59.19","28.08","0.68","1.09","",""
"WAKE - 10-06","5811","2599","1968","64","152","44.73","33.87","1.1","2.62","",""
"WAKE - 11-01","7748","5784","987","17","330","74.65","12.74","0.22","4.26","",""
"WAKE - 11-02","5802","4433","688","20","252","76.4","11.86","0.34","4.34","",""
"WAKE - 12-02","5780","3991","970","39","99","69.05","16.78","0.67","1.71","",""
"WAKE - 12-04","6123","4745","463","36","96","77.49","7.56","0.59","1.57","",""
"WAKE - 12-06","4769","3575","639","44","50","74.96","13.4","0.92","1.05","",""
"WAKE - 12-07","3654","2501","453","40","106","68.45","12.4","1.09","2.9","",""
"WAKE - 12-08","5397","3567","1087","30","141","66.09","20.14","0.56","2.61","",""
"WAKE - 12-09","6092","4699","591","34","134","77.13","9.7","0.56","2.2","",""
"WAKE - 12-10","5060","4247","318","18","125","83.93","6.28","0.36","2.47","",""
"WAKE - 12-11","3711","2558","484","10","56","68.93","13.04","0.27","1.51","",""
"WAKE - 12-12","3187","2719","165","12","50","85.32","5.18","0.38","1.57","",""
"WAKE - 12-13","3791","2877","393","21","94","75.89","10.37","0.55","2.48","",""
"WAKE - 13-02","2208","1753","230","11","77","79.39","10.42","0.5","3.49","",""
"WAKE - 13-05","3295","1367","1177","17","225","41.49","35.72","0.52","6.83","",""
"WAKE - 13-06","3411","2426","518","11","121","71.12","15.19","0.32","3.55","",""
"WAKE - 13-07","3320","1245","1225","33","246","37.5","36.9","0.99","7.41","",""
"WAKE - 13-08","4410","1240","1729","67","204","28.12","39.21","1.52","4.63","",""
"WAKE - 13-09","5855","1858","2631","31","504","31.73","44.94","0.53","8.61","",""
"WAKE - 13-10","6221","4868","680","6","184","78.25","10.93","0.1","2.96","",""
"WAKE - 13-11","3425","2761","304","6","93","80.61","8.88","0.18","2.72","",""
"WAKE - 13-12","5394","1123","2535","76","274","20.82","47.0","1.41","5.08","",""
"WAKE - 13-13","2592","1225","854","14","145","47.26","32.95","0.54","5.59","",""
"WAKE - 14-01","928","777","69","6","17","83.73","7.44","0.65","1.83","",""
"WAKE - 14-02","7022","5851","427","22","248","83.32","6.08","0.31","3.53","",""
"WAKE - 15-01","5015","3673","621","41","57","73.24","12.38","0.82","1.14","",""
"WAKE - 15-02","7211","4737","1120","51","191","65.69","15.53","0.71","2.65","",""
"WAKE - 15-03","5692","4399","594","24","42","77.28","10.44","0.42","0.74","",""
"WAKE - 15-04","2573","1881","430","15","34","73.11","16.71","0.58","1.32","",""
"WAKE - 16-01","4290","2648","938","38","56","61.72","21.86","0.89","1.31","",""
"WAKE - 16-02","6465","1890","3029","81","107","29.23","46.85","1.25","1.66","",""
"WAKE - 16-03","2141","1094","616","21","29","51.1","28.77","0.98","1.35","",""
"WAKE - 16-04","3056","2075","730","6","28","67.9","23.89","0.2","0.92","",""
"WAKE - 16-05","3471","2173","644","41","83","62.6","18.55","1.18","2.39","",""
"WAKE - 16-06","2146","1087","702","18","47","50.65","32.71","0.84","2.19","",""
"WAKE - 16-07","3597","2503","746","14","54","69.59","20.74","0.39","1.5","",""
"WAKE - 16-09","5178","2702","1593","35","122","52.18","30.76","0.68","2.36","",""
"WAKE - 16-10","5885","1060","3531","46","140","18.01","60.0","0.78","2.38","",""
"WAKE - 16-11","4228","864","2530","37","81","20.44","59.84","0.88","1.92","",""
"WAKE - 17-01","4174","1518","1367","63","190","36.37","32.75","1.51","4.55","",""
"WAKE - 17-02","2345","1266","508","17","49","53.99","21.66","0.72","2.09","",""
"WAKE - 17-03","7696","3627","2833","43","404","47.13","36.81","0.56","5.25","",""
"WAKE - 17-05","5072","1937","1836","46","355","38.19","36.2","0.91","7.0","",""
"WAKE - 17-06","3330","1670","821","69","22","50.15","24.65","2.07","0.66","",""
"WAKE - 17-07","5353","1212","2504","51","187","22.64","46.78","0.95","3.49","",""
"WAKE - 17-09","5059","693","3180","36","132","13.7","62.86","0.71","2.61","",""
"WAKE - 17-10","1963","760","547","18","132","38.72","27.87","0.92","6.72","",""
"WAKE - 17-11","6367","1868","1911","152","678","29.34","30.01","2.39","10.65","",""
"WAKE - 17-12","4255","1493","1767","39","212","35.09","41.53","0.92","4.98","",""
"WAKE - 17-13","6354","3176","2302","29","209","49.98","36.23","0.46","3.29","",""
"WAKE - 17-15","3223","1384","1051","40","40","42.94","32.61","1.24","1.24","",""
"WAKE - 17-16","2877","953","1305","30","100","33.12","45.36","1.04","3.48","",""
"WAKE - 17-17","2893","1382","871","17","165","47.77","30.11","0.59","5.7","",""
"WAKE - 18-01","7537","4780","1464","23","549","63.42","19.42","0.31","7.28","",""
"WAKE - 18-02","4935","4187","182","11","184","84.84","3.69","0.22","3.73","",""
"WAKE - 18-03","2502","1979","132","9","222","79.1","5.28","0.36","8.87","",""
"WAKE - 18-04","5225","3576","486","25","239","68.44","9.3","0.48","4.57","",""
"WAKE - 18-05","5039","4158","128","9","405","82.52","2.54","0.18","8.04","",""
"WAKE - 18-06","5423","3451","746","26","613","63.64","13.76","0.48","11.3","",""
"WAKE - 18-07","3845","3015","272","17","126","78.41","7.07","0.44","3.28","",""
"WAKE - 18-08","5615","3926","537","14","597","69.92","9.56","0.25","10.63","",""
"WAKE - 19-03","3820","2843","471","21","79","74.42","12.33","0.55","2.07","",""
"WAKE - 19-05","3442","2848","276","4","99","82.74","8.02","0.12","2.88","",""
"WAKE - 19-07","4972","3338","1045","6","129","67.14","21.02","0.12","2.59","",""
"WAKE - 19-09","5424","3867","955","12","130","71.29","17.61","0.22","2.4","",""
"WAKE - 19-11","4153","3130","523","5","107","75.37","12.59","0.12","2.58","",""
"WAKE - 19-13","2875","1728","606","6","138","60.1","21.08","0.21","4.8","",""
"WAKE - 19-14","3567","2191","737","8","291","61.42","20.66","0.22","8.16","",""
"WAKE - 19-15","3412","2354","520","16","213","68.99","15.24","0.47","6.24","",""
"WAKE - 19-16","3348","1924","851","29","87","57.47","25.42","0.87","2.6","",""
"WAKE - 19-17","6320","3023","2186","45","246","47.83","34.59","0.71","3.89","",""
"WAKE - 19-18","3657","2545","593","26","157","69.59","16.22","0.71","4.29","",""
"WAKE - 19-20","3612","2481","623","22","172","68.69","17.25","0.61","4.76","",""
"WAKE - 19-21","5705","3119","1552","12","466","54.67","27.2","0.21","8.17","",""
"WAKE - 19-22","3325","2491","471","13","71","74.92","14.17","0.39","2.14","",""
"WAKE - 19-23","4939","3288","855","14","198","66.57","17.31","0.28","4.01","",""
"WAKE - 19-24","4066","3410","267","7","111","83.87","6.57","0.17","2.73","",""
"WAKE - 19-25","2927","1946","582","10","71","66.48","19.88","0.34","2.43","",""
"WAKE - 20-01","5178","3086","639","44","453","59.6","12.34","0.85","8.75","",""
"WAKE - 20-03","4781","3761","217","31","402","78.67","4.54","0.65","8.41","",""
"WAKE - 20-04","4252","2476","173","13","1249","58.23","4.07","0.31","29.37","",""
"WAKE - 20-05","4404","3464","207","12","423","78.66","4.7","0.27","9.6","",""
"WAKE - 20-06A","6204","4083","771","24","525","65.81","12.43","0.39","8.46","",""
"WAKE - 20-06B","3736","3204","100","3","137","85.76","2.68","0.08","3.67","",""
"WAKE - 20-08","5631","3910","419","10","767","69.44","7.44","0.18","13.62","",""
"WAKE - 20-09","2848","2366","132","8","156","83.08","4.63","0.28","5.48","",""
"WAKE - 20-10","3683","2187","87","3","1222","59.38","2.36","0.08","33.18","",""
"WAKE - 20-11","5922","4235","350","10","871","71.51","5.91","0.17","14.71","",""
"WAKE - 20-12","7001","3680","383","9","2388","52.56","5.47","0.13","34.11","",""
"WAKE - 20-15","7233","2597","837","19","3260","35.9","11.57","0.26","45.07","",""
"WAKE - 20-17","5752","2708","307","7","2324","47.08","5.34","0.12","40.4","",""
"WAKE - 20-18","3944","1921","598","13","1050","48.71","15.16","0.33","26.62","",""
"WAKE - 20-19","6195","2554","587","8","2673","41.23","9.48","0.13","43.15","",""
"WAKE - 20-20","3574","1557","151","11","1638","43.56","4.22","0.31","45.83","",""
"WARREN - 001","1127","797","267","10","4","70.72","23.69","0.89","0.35","",""
"WARREN - 002","1006","737","223","3","2","73.26","22.17","0.3","0.2","",""
"WARREN - 003","989","461","477","13","0","46.61","48.23","1.31","0.0","",""
"WARREN - 004","841","322","463","16","4","38.29","55.05","1.9","0.48","",""
"WARREN - 005","1891","573","1210","24","4","30.3","63.99","1.27","0.21","",""
"WARREN - 006","1310","498","722","12","1","38.02","55.11","0.92","0.08","",""
"WARREN - 007","888","303","488","12","11","34.12","54.95","1.35","1.24","",""
"WARREN - 008","1274","112","490","607","2","8.79","38.46","47.65","0.16","",""
"WARREN - 009","580","279","261","14","5","48.1","45.0","2.41","0.86","",""
"WARREN - 010","1918","542","1226","18","5","28.26","63.92","0.94","0.26","",""
"WARREN - 011","351","108","207","4","1","30.77","58.97","1.14","0.28","",""
"WARREN - 012","1046","916","78","6","2","87.57","7.46","0.57","0.19","",""
"WARREN - 013","717","317","346","4","2","44.21","48.26","0.56","0.28","",""
"WARREN - 014","1354","422","823","18","8","31.17","60.78","1.33","0.59","",""
"WASHINGTON - LM","1891","745","1077","7","12","39.4","56.95","0.37","0.63","",""
"WASHINGTON - P1","1325","499","767","4","6","37.66","57.89","0.3","0.45","",""
"WASHINGTON - P2","1013","320","641","1","6","31.59","63.28","0.1","0.59","",""
"WASHINGTON - P3","2538","1366","1085","3","3","53.82","42.75","0.12","0.12","",""
"WASHINGTON - SC","1197","797","316","4","1","66.58","26.4","0.33","0.08","",""
"WASHINGTON - SK","886","571","268","2","1","64.45","30.25","0.23","0.11","",""
"WATAUGA - 01","542","501","1","1","2","92.44","0.18","0.18","0.37","",""
"WATAUGA - 02","1092","1024","4","0","8","93.77","0.37","0.0","0.73","",""
"WATAUGA - 03","2531","2394","6","2","18","94.59","0.24","0.08","0.71","",""
"WATAUGA - 04","3611","3310","44","7","64","91.66","1.22","0.19","1.77","",""
"WATAUGA - 05","1689","1423","91","10","29","84.25","5.39","0.59","1.72","",""
"WATAUGA - 06","5042","3159","747","5","228","62.65","14.82","0.1","4.52","",""
"WATAUGA - 07","4139","3756","81","19","27","90.75","1.96","0.46","0.65","",""
"WATAUGA - 08","2378","2217","10","5","6","93.23","0.42","0.21","0.25","",""
"WATAUGA - 09","618","559","7","0","4","90.45","1.13","0.0","0.65","",""
"WATAUGA - 10","1165","1104","2","1","1","94.76","0.17","0.09","0.09","",""
"WATAUGA - 11","2468","2317","23","0","16","93.88","0.93","0.0","0.65","",""
"WATAUGA - 12","3471","2062","586","1","144","59.41","16.88","0.03","4.15","",""
"WATAUGA - 13","3897","3266","168","7","105","83.81","4.31","0.18","2.69","",""
"WATAUGA - 14","3388","3015","77","9","72","88.99","2.27","0.27","2.13","",""
"WATAUGA - 15","3968","3361","77","13","75","84.7","1.94","0.33","1.89","",""
"WATAUGA - 16","155","149","2","0","1","96.13","1.29","0.0","0.65","",""
"WATAUGA - 17","688","652","2","4","1","94.77","0.29","0.58","0.15","",""
"WATAUGA - 18","1926","1754","8","3","11","91.07","0.42","0.16","0.57","",""
"WATAUGA - 19","3269","2988","43","15","25","91.4","1.32","0.46","0.76","",""
"WATAUGA - 20","553","512","4","1","2","92.59","0.72","0.18","0.36","",""
"WAYNE - 01","2800","1883","635","27","5","67.25","22.68","0.96","0.18","",""
"WAYNE - 02","4030","2995","675","10","23","74.32","16.75","0.25","0.57","",""
"WAYNE - 03","3793","2946","465","9","24","77.67","12.26","0.24","0.63","",""
"WAYNE - 04","4992","3773","749","16","59","75.58","15.0","0.32","1.18","",""
"WAYNE - 05","3712","2815","545","20","86","75.84","14.68","0.54","2.32","",""
"WAYNE - 06","2852","1673","872","12","65","58.66","30.58","0.42","2.28","",""
"WAYNE - 07","5146","3401","1162","26","80","66.09","22.58","0.51","1.55","",""
"WAYNE - 08","3336","2574","399","6","21","77.16","11.96","0.18","0.63","",""
"WAYNE - 09","4069","2617","1032","40","59","64.32","25.36","0.98","1.45","",""
"WAYNE - 10","2349","770","1387","18","15","32.78","59.05","0.77","0.64","",""
"WAYNE - 11","2880","1242","1331","4","98","43.12","46.22","0.14","3.4","",""
"WAYNE - 12","3907","1838","1524","15","203","47.04","39.01","0.38","5.2","",""
"WAYNE - 13","2184","791","1087","10","48","36.22","49.77","0.46","2.2","",""
"WAYNE - 14","3392","2509","479","7","50","73.97","14.12","0.21","1.47","",""
"WAYNE - 15","4281","2400","688","40","36","56.06","16.07","0.93","0.84","",""
"WAYNE - 16","2893","1623","759","22","29","56.1","26.24","0.76","1.0","",""
"WAYNE - 17","1967","529","1225","1","38","26.89","62.28","0.05","1.93","",""
"WAYNE - 18","1929","516","1242","8","8","26.75","64.39","0.41","0.41","",""
"WAYNE - 1920","3436","638","2479","12","51","18.57","72.15","0.35","1.48","",""
"WAYNE - 21","1878","707","1023","5","22","37.65","54.47","0.27","1.17","",""
"WAYNE - 22","2131","1082","816","3","99","50.77","38.29","0.14","4.65","",""
"WAYNE - 23","2904","1606","713","19","101","55.3","24.55","0.65","3.48","",""
"WAYNE - 24","2986","2528","171","16","0","84.66","5.73","0.54","0.0","",""
"WAYNE - 2530","4645","2236","1854","39","12","48.14","39.91","0.84","0.26","",""
"WAYNE - 26","3085","1297","1099","14","22","42.04","35.62","0.45","0.71","",""
"WAYNE - 27","2055","567","987","12","16","27.59","48.03","0.58","0.78","",""
"WAYNE - 28","4866","2328","963","72","19","47.84","19.79","1.48","0.39","",""
"WAYNE - 29","2004","779","1047","6","35","38.87","52.25","0.3","1.75","",""
"WILKES - 101","799","703","34","4","3","87.98","4.26","0.5","0.38","",""
"WILKES - 102","1769","1476","188","4","3","83.44","10.63","0.23","0.17","",""
"WILKES - 103","534","520","2","1","0","97.38","0.37","0.19","0.0","",""
"WILKES - 104","2309","1940","59","5","19","84.02","2.56","0.22","0.82","",""
"WILKES - 105","1386","1259","30","7","6","90.84","2.16","0.51","0.43","",""
"WILKES - 106","1037","933","57","1","5","89.97","5.5","0.1","0.48","",""
"WILKES - 107","3015","2849","19","5","2","94.49","0.63","0.17","0.07","",""
"WILKES - 108","1961","1481","197","6","2","75.52","10.05","0.31","0.1","",""
"WILKES - 109","908","829","44","3","1","91.3","4.85","0.33","0.11","",""
"WILKES - 111","2169","1997","23","7","12","92.07","1.06","0.32","0.55","",""
"WILKES - 112","2416","1999","102","10","25","82.74","4.22","0.41","1.03","",""
"WILKES - 113A","2304","2206","11","1","5","95.75","0.48","0.04","0.22","",""
"WILKES - 114","799","750","4","0","5","93.87","0.5","0.0","0.63","",""
"WILKES - 115A","4219","3941","40","17","9","93.41","0.95","0.4","0.21","",""
"WILKES - 117","1335","1199","37","8","1","89.81","2.77","0.6","0.07","",""
"WILKES - 118","3265","2418","471","27","17","74.06","14.43","0.83","0.52","",""
"WILKES - 119","4695","4370","30","8","14","93.08","0.64","0.17","0.3","",""
"WILKES - 120A","4597","4305","82","8","6","93.65","1.78","0.17","0.13","",""
"WILKES - 122","822","779","14","0","0","94.77","1.7","0.0","0.0","",""
"WILKES - 123A","2470","2353","25","5","5","95.26","1.01","0.2","0.2","",""
"WILKES - 125","881","854","0","0","3","96.94","0.0","0.0","0.34","",""
"WILKES - 126","902","891","0","2","1","98.78","0.0","0.22","0.11","",""
"WILKES - 127","2794","2191","251","4","94","78.42","8.98","0.14","3.36","",""
