countyfp20,precinct_id,CVAP_TOT24
049,CRAVEN - 20,3287
049,CRAVEN - 21,3051
049,CRAVEN - 23,5258
049,CRAVEN - N1,1970
049,CRAVEN - N2,2436
049,CRAVEN - N4,6382
049,CRAVEN - N6,4954
055,DARE - AVON,794
055,DARE - CHCA,634
055,DARE - DUCK,677
055,DARE - FRCO,663
055,DARE - KTHK,2850
055,DARE - MATO,5268
055,DARE - NGHD,2793
055,DARE - SOSH,3247
055,DARE - STPT,159
063,DURHAM - 01,1384
063,DURHAM - 02,3982
063,DURHAM - 03,2369
063,DURHAM - 04,1424
063,DURHAM - 05,6972
063,DURHAM - 06,1754
063,DURHAM - 07,2759
063,DURHAM - 08,3275
063,DURHAM - 09,2334
063,DURHAM - 10,3045
063,DURHAM - 12,723
063,DURHAM - 13,1179
063,DURHAM - 14,2464
063,DURHAM - 15,1105
063,DURHAM - 17,3568
063,DURHAM - 18,2186
063,DURHAM - 19,3070
063,DURHAM - 20,2109
063,DURHAM - 21,1796
063,DURHAM - 22,6627
063,DURHAM - 23,7546
063,DURHAM - 24,4285
063,DURHAM - 25,3007
063,DURHAM - 26,1034
063,DURHAM - 27,3039
063,DURHAM - 28,5846
063,DURHAM - 29,5721
063,DURHAM - 31,6849
063,DURHAM - 32,6179
063,DURHAM - 36,2842
063,DURHAM - 37,6478
063,DURHAM - 38,8182
063,DURHAM - 40,2491
063,DURHAM - 41,1053
063,DURHAM - 42,1352
063,DURHAM - 43,6841
063,DURHAM - 44,6539
063,DURHAM - 45,5091
063,DURHAM - 46,2996
063,DURHAM - 47,2618
063,DURHAM - 50,4285
063,DURHAM - 51,4938
063,DURHAM - 52,3186
063,DURHAM - 54,8476
063,DURHAM - 56,5725
063,DURHAM - 57,6046
071,GASTON - 1A,3729
071,GASTON - 2A,5235
071,GASTON - 3A,4823
071,GASTON - 4A,6214
071,GASTON - 5A,6224
071,GASTON - 6A,5067
071,GASTON - 7A,3065
071,GASTON - 8A,4319
071,GASTON - 9A,2965
087,HAYWOOD - P,2724
095,HYDE - SLAD,338
103,JONES - P01,771
103,JONES - P02,460
103,JONES - P03,712
103,JONES - P04,2000
103,JONES - P05,1294
103,JONES - P06,772
103,JONES - P07,1425
107,LENOIR - FC,4565
107,LENOIR - K1,837
107,LENOIR - K2,1166
107,LENOIR - K3,1498
107,LENOIR - K4,2577
107,LENOIR - K5,1255
107,LENOIR - K6,2489
107,LENOIR - K7,1988
107,LENOIR - K8,1030
107,LENOIR - K9,2270
107,LENOIR - MH,4245
107,LENOIR - SH,600
107,LENOIR - SW,1368
107,LENOIR - T1,1833
107,LENOIR - T2,841
117,MARTIN - BG,1453
117,MARTIN - CR,1201
125,MOORE - BEN,2204
125,MOORE - CAM,2965
125,MOORE - CAR,6408
125,MOORE - DHR,2214
125,MOORE - EAB,3583
125,MOORE - EWD,2131
125,MOORE - LTR,3620
125,MOORE - NSP,2785
125,MOORE - PBF,2754
125,MOORE - PDN,3525
125,MOORE - PHC,4449
125,MOORE - RBN,1984
125,MOORE - SLS,3971
125,MOORE - SSP,4568
125,MOORE - TLT,596
125,MOORE - VSS,2566
125,MOORE - WAB,4494
125,MOORE - WEM,2161
125,MOORE - WND,2942
127,NASH - P01A,3472
127,NASH - P02A,2523
127,NASH - P03A,1810
127,NASH - P04A,1997
127,NASH - P05A,3225
127,NASH - P06A,3629
127,NASH - P07A,914
127,NASH - P08A,7654
127,NASH - P09A,1680
127,NASH - P10A,1542
127,NASH - P11A,3425
127,NASH - P12A,947
127,NASH - P13A,1242
127,NASH - P14A,1457
127,NASH - P15A,5088
127,NASH - P16A,3221
127,NASH - P17A,4222
127,NASH - P18A,2773
127,NASH - P19A,5572
127,NASH - P20A,3753
127,NASH - P21A,3395
127,NASH - P22A,2168
127,NASH - P23A,3813
127,NASH - P24A,3301
135,ORANGE - CA,1195
135,ORANGE - CG,1673
135,ORANGE - CH,1478
135,ORANGE - CO,2826
135,ORANGE - CW,2533
135,ORANGE - CX,6874
135,ORANGE - DA,2567
135,ORANGE - DM,2288
135,ORANGE - EF,2339
135,ORANGE - EH,1796
135,ORANGE - ES,1996
135,ORANGE - GB,5257
135,ORANGE - GL,2493
135,ORANGE - HE,2283
135,ORANGE - HF,3269
135,ORANGE - HN,3119
135,ORANGE - KM,2413
135,ORANGE - NC,2072
135,ORANGE - NS,3225
135,ORANGE - OG,3346
135,ORANGE - PA,2921
135,ORANGE - RE,3257
135,ORANGE - RF,1506
135,ORANGE - SJ,2458
135,ORANGE - SM,2745
135,ORANGE - TO,1598
135,ORANGE - WC,1725
135,ORANGE - WD,2685
135,ORANGE - WH,1303
147,PITT - 0101,3958
147,PITT - 0301,5006
147,PITT - 0401,1614
147,PITT - 0501,1277
147,PITT - 0601,4390
147,PITT - 0701,2021
147,PITT - 0901,1134
147,PITT - 1001,3558
147,PITT - 1101,1555
147,PITT - 1201,5116
147,PITT - 1301,1063
147,PITT - 1501,1470
147,PITT - 1503,3614
147,PITT - 1506,3437
147,PITT - 1507,7467
147,PITT - 1509,5110
149,POLK - CG05,1690
149,POLK - CL07,2715
149,POLK - CL08,2909
149,POLK - GC09,2399
149,POLK - SA04,1664
149,POLK - WO06,1771
159,ROWAN - 05A,4615
159,ROWAN - 14A,5048
159,ROWAN - 19A,4934
169,STOKES - 01,1151
169,STOKES - 02,2061
169,STOKES - 03,1612
169,STOKES - 04,2242
169,STOKES - 07,724
169,STOKES - 08,1552
169,STOKES - 09,2636
169,STOKES - 10,3712
169,STOKES - 11,4006
169,STOKES - 12,2025
169,STOKES - 13,2233
169,STOKES - 17,2090
169,STOKES - 20,1478
173,SWAIN - BC1,2589
173,SWAIN - BC2,2512
177,TYRRELL - 1,310
177,TYRRELL - 2,1595
177,TYRRELL - 3,125
179,UNION - 001,1412
179,UNION - 002,1991
179,UNION - 003,1790
179,UNION - 004,2275
179,UNION - 006,1952
179,UNION - 007,3604
179,UNION - 008,4116
179,UNION - 009,1839
179,UNION - 010,1933
179,UNION - 011,2802
179,UNION - 012,2314
179,UNION - 013,2807
179,UNION - 014,1727
179,UNION - 015,5114
179,UNION - 016,6561
179,UNION - 018,3335
179,UNION - 021,2920
179,UNION - 022,2679
179,UNION - 023,2462
179,UNION - 024,3112
179,UNION - 025,2324
179,UNION - 026,2123
179,UNION - 027,2006
179,UNION - 031,4509
179,UNION - 032,3802
179,UNION - 033,2338
179,UNION - 034,4388
179,UNION - 035,2062
179,UNION - 036,2708
179,UNION - 039,2892
179,UNION - 040,3466
179,UNION - 041,3958
179,UNION - 042,2349
179,UNION - 043,976
007,ANSON - BURN,1134
007,ANSON - GULL,870
007,ANSON - LILE,2330
007,ANSON - PEAC,1384
007,ANSON - POLK,1196
017,BLADEN - P10,731
017,BLADEN - P15,2547
017,BLADEN - P25,1076
017,BLADEN - P30,1351
017,BLADEN - P35,647
017,BLADEN - P40,1579
017,BLADEN - P45,578
017,BLADEN - P55,392
017,BLADEN - P60,1648
017,BLADEN - P65,1100
017,BLADEN - P70,430
017,BLADEN - P75,853
017,BLADEN - P80,1333
023,BURKE - 0001,3940
023,BURKE - 0003,1208
023,BURKE - 0011,4041
023,BURKE - 0012,2285
023,BURKE - 0013,3985
023,BURKE - 0014,2052
023,BURKE - 0015,1534
023,BURKE - 0018,411
023,BURKE - 0019,587
023,BURKE - 0020,976
023,BURKE - 0021,1631
023,BURKE - 0022,2474
023,BURKE - 0024,2776
023,BURKE - 0031,2169
023,BURKE - 0034,1750
023,BURKE - 0035,1986
023,BURKE - 0036,2556
023,BURKE - 0038,2676
023,BURKE - 0039,2632
023,BURKE - 0040,1865
023,BURKE - 0048,1975
023,BURKE - 0051,4094
023,BURKE - 0052,1865
023,BURKE - 0062,872
023,BURKE - 0064,943
023,BURKE - 0066,2593
023,BURKE - 0070,3400
023,BURKE - 0071,2421
023,BURKE - 0072,4706
027,CALDWELL - 1,6163
027,CALDWELL - 2,2103
027,CALDWELL - 3,1373
027,CALDWELL - 4,3420
027,CALDWELL - 5,3156
027,CALDWELL - 6,7745
027,CALDWELL - 7,5655
027,CALDWELL - 8,4382
027,CALDWELL - 9,3707
033,CASWELL - PH,2023
035,CATAWBA - 01,3857
035,CATAWBA - 02,2179
035,CATAWBA - 03,2627
035,CATAWBA - 04,1044
035,CATAWBA - 05,4010
035,CATAWBA - 06,2842
035,CATAWBA - 07,2813
035,CATAWBA - 08,2108
035,CATAWBA - 09,2876
035,CATAWBA - 10,585
035,CATAWBA - 11,1630
035,CATAWBA - 12,2228
035,CATAWBA - 13,1951
035,CATAWBA - 14,1482
035,CATAWBA - 15,642
035,CATAWBA - 16,3428
035,CATAWBA - 17,2601
035,CATAWBA - 19,999
035,CATAWBA - 20,3414
035,CATAWBA - 21,1911
035,CATAWBA - 22,4595
035,CATAWBA - 23,3494
035,CATAWBA - 24,4704
035,CATAWBA - 25,2595
035,CATAWBA - 26,1718
035,CATAWBA - 27,4762
035,CATAWBA - 28,4122
035,CATAWBA - 29,5188
035,CATAWBA - 30,4470
035,CATAWBA - 31,5257
035,CATAWBA - 32,3695
035,CATAWBA - 33,5336
035,CATAWBA - 34,5306
035,CATAWBA - 35,4833
035,CATAWBA - 36,2425
035,CATAWBA - 37,2956
035,CATAWBA - 38,3239
035,CATAWBA - 39,2427
035,CATAWBA - 40,1856
035,CATAWBA - 41,4380
037,CHATHAM - 15,2048
037,CHATHAM - 21,1884
037,CHATHAM - 30,1911
037,CHATHAM - 42,2379
037,CHATHAM - 75,4916
037,CHATHAM - 78,5035
037,CHATHAM - 85,2621
071,GASTON - 10A,3957
071,GASTON - 11A,3738
071,GASTON - 12A,2378
071,GASTON - 13A,3326
071,GASTON - 14A,6370
071,GASTON - 15A,5042
071,GASTON - 16A,4330
071,GASTON - 17A,4244
071,GASTON - 18A,4543
071,GASTON - 19A,4094
071,GASTON - 20A,5717
071,GASTON - 21A,2881
071,GASTON - 22A,4269
071,GASTON - 23A,6124
071,GASTON - 24A,6106
071,GASTON - 25A,3461
071,GASTON - 26A,2853
071,GASTON - 27A,2445
071,GASTON - 28A,5253
071,GASTON - 29A,5446
071,GASTON - 30A,7047
071,GASTON - 31A,4607
071,GASTON - 32A,3888
071,GASTON - 33A,5263
071,GASTON - 34A,3798
071,GASTON - 35A,2758
071,GASTON - 36A,2624
071,GASTON - 37A,4010
071,GASTON - 38A,4072
071,GASTON - 39A,3982
071,GASTON - 40A,4727
083,HALIFAX - SN,2734
087,HAYWOOD - AC,2886
087,HAYWOOD - BC,64
087,HAYWOOD - CE,324
087,HAYWOOD - CR,1588
087,HAYWOOD - EF,1095
087,HAYWOOD - HA,1273
087,HAYWOOD - ID,1173
087,HAYWOOD - IH,4187
087,HAYWOOD - JC,3622
087,HAYWOOD - LJ,1934
087,HAYWOOD - PC,1280
087,HAYWOOD - SA,2441
087,HAYWOOD - WC,1004
087,HAYWOOD - WE,1496
087,HAYWOOD - WO,498
087,HAYWOOD - WW,1829
097,IREDELL - BE,5837
097,IREDELL - CD,5329
097,IREDELL - CS,3060
097,IREDELL - EM,1673
097,IREDELL - FT,8466
097,IREDELL - NH,1333
097,IREDELL - OL,1446
097,IREDELL - SB,2131
097,IREDELL - TB,3282
097,IREDELL - UG,1724
107,LENOIR - PH1,478
107,LENOIR - PH2,1453
117,MARTIN - GRF,1373
117,MARTIN - GSN,1011
117,MARTIN - HMT,852
117,MARTIN - JMV,2340
117,MARTIN - RBV,2498
117,MARTIN - WM1,3329
117,MARTIN - WM2,3087
125,MOORE - EKWD,1847
125,MOORE - PHA1,3178
125,MOORE - PHA2,2313
125,MOORE - PHB2,2911
135,ORANGE - CB1,3406
135,ORANGE - CF1,4080
135,ORANGE - CS1,1716
135,ORANGE - EA1,3668
135,ORANGE - ENO,2610
135,ORANGE - OW1,3459
135,ORANGE - TH1,1854
135,ORANGE - UNC,11666
135,ORANGE - WDS,373
135,ORANGE - WW1,2848
147,PITT - 0200A,3013
147,PITT - 0200B,2557
147,PITT - 0800A,2625
147,PITT - 0800B,1489
147,PITT - 1102A,3192
147,PITT - 1102B,4094
147,PITT - 1403B,5091
147,PITT - 1504A,3385
147,PITT - 1504B,5877
147,PITT - 1505A,3162
147,PITT - 1505B,2195
147,PITT - 1507B,3180
147,PITT - 1508A,2278
147,PITT - 1508B,3165
147,PITT - 1510A,2501
147,PITT - 1510B,2688
147,PITT - 1511A,3277
147,PITT - 1511B,5335
147,PITT - 1512A,6807
147,PITT - 1512B,2517
147,PITT - 1513A,3744
147,PITT - 1513B,3401
149,POLK - TR123,3372
155,ROBESON - 01,1456
155,ROBESON - 02,3763
155,ROBESON - 03,2491
155,ROBESON - 04,2470
155,ROBESON - 07,1040
155,ROBESON - 08,1847
155,ROBESON - 09,1451
155,ROBESON - 10,1141
155,ROBESON - 11,3384
155,ROBESON - 12,2220
155,ROBESON - 13,2017
155,ROBESON - 14,1298
155,ROBESON - 15,938
155,ROBESON - 16,904
155,ROBESON - 17,303
155,ROBESON - 19,3331
155,ROBESON - 20,977
155,ROBESON - 21,2399
155,ROBESON - 22,4382
155,ROBESON - 23,4347
155,ROBESON - 24,1799
155,ROBESON - 25,2217
155,ROBESON - 28,1772
155,ROBESON - 29,1611
155,ROBESON - 30,3361
155,ROBESON - 33,732
155,ROBESON - 34,1974
155,ROBESON - 35,2618
155,ROBESON - 36,1071
155,ROBESON - 37,639
155,ROBESON - 38,816
155,ROBESON - 39,1931
155,ROBESON - 40,675
155,ROBESON - 41,3704
169,STOKES - 140,2994
169,STOKES - 150,1581
173,SWAIN - WHCH,3795
177,TYRRELL - 14,51
177,TYRRELL - 15,594
177,TYRRELL - 16,18
179,UNION - 0005,3673
179,UNION - 0019,4600
179,UNION - 0030,5526
179,UNION - 0044,2453
179,UNION - 0045,2765
179,UNION - 017A,3868
179,UNION - 017B,4254
179,UNION - 028A,5276
179,UNION - 028B,4113
179,UNION - 028C,3304
179,UNION - 028D,4907
179,UNION - 029A,5579
179,UNION - 029B,1932
179,UNION - 029C,3286
179,UNION - 037A,5923
179,UNION - 037B,1032
179,UNION - 038A,4555
179,UNION - 038B,2360
181,VANCE - KITT,3755
181,VANCE - MIDD,2659
181,VANCE - SCRK,4776
183,WAKE - 01-01,2994
183,WAKE - 01-02,2343
183,WAKE - 01-03,1949
183,WAKE - 01-04,1140
183,WAKE - 01-05,1390
183,WAKE - 01-06,3604
183,WAKE - 01-07,3380
183,WAKE - 01-09,1566
183,WAKE - 01-10,1280
183,WAKE - 01-11,2509
183,WAKE - 01-12,1971
183,WAKE - 01-13,1662
183,WAKE - 01-14,3834
183,WAKE - 01-15,2639
183,WAKE - 01-16,3382
183,WAKE - 01-17,1122
183,WAKE - 01-18,3554
183,WAKE - 01-19,2309
183,WAKE - 01-20,4204
183,WAKE - 01-21,5778
183,WAKE - 01-22,5414
183,WAKE - 01-23,12889
183,WAKE - 01-25,592
183,WAKE - 01-26,4336
183,WAKE - 01-27,2749
183,WAKE - 01-28,5578
183,WAKE - 01-29,2518
183,WAKE - 01-30,1272
183,WAKE - 01-31,5809
183,WAKE - 01-32,3082
183,WAKE - 01-33,1803
183,WAKE - 01-34,2018
183,WAKE - 01-35,3042
183,WAKE - 01-36,2931
183,WAKE - 01-37,1691
183,WAKE - 01-38,2017
183,WAKE - 01-39,2966
183,WAKE - 01-40,5373
183,WAKE - 01-41,2706
183,WAKE - 01-42,3112
183,WAKE - 01-43,2815
183,WAKE - 01-44,4373
183,WAKE - 01-45,1862
183,WAKE - 01-46,3662
183,WAKE - 01-47,2143
183,WAKE - 01-48,2484
183,WAKE - 01-49,3998
183,WAKE - 01-50,2953
183,WAKE - 01-51,1318
183,WAKE - 02-01,3719
183,WAKE - 02-02,5475
183,WAKE - 02-03,2565
183,WAKE - 02-04,2506
183,WAKE - 02-05,972
183,WAKE - 02-06,2271
183,WAKE - 03-01,4525
183,WAKE - 03-02,2802
183,WAKE - 04-01,2354
183,WAKE - 04-02,3505
183,WAKE - 04-03,2792
183,WAKE - 04-04,1591
183,WAKE - 04-05,4135
183,WAKE - 04-06,3711
183,WAKE - 04-07,2689
183,WAKE - 04-08,2705
183,WAKE - 04-09,2812
183,WAKE - 04-10,2841
183,WAKE - 04-11,1711
183,WAKE - 04-12,2708
183,WAKE - 04-13,4505
183,WAKE - 04-14,1727
183,WAKE - 04-15,3026
183,WAKE - 04-16,2184
183,WAKE - 04-17,2009
183,WAKE - 04-18,3420
183,WAKE - 04-19,1550
183,WAKE - 04-20,3885
183,WAKE - 04-21,2876
183,WAKE - 05-01,4926
183,WAKE - 05-03,4500
183,WAKE - 05-05,9765
183,WAKE - 05-06,5848
183,WAKE - 05-08,5950
183,WAKE - 05-09,5258
183,WAKE - 05-10,5085
183,WAKE - 06-04,4800
183,WAKE - 06-05,3292
183,WAKE - 06-06,6399
183,WAKE - 06-07,3459
183,WAKE - 06-08,2160
183,WAKE - 06-10,5013
183,WAKE - 06-11,1106
183,WAKE - 06-12,8071
183,WAKE - 07-01,2325
183,WAKE - 07-02,1693
183,WAKE - 07-03,1525
183,WAKE - 07-04,5039
183,WAKE - 07-05,2224
183,WAKE - 07-06,3934
183,WAKE - 07-07,4575
183,WAKE - 07-09,3964
183,WAKE - 07-10,6906
183,WAKE - 07-11,1281
183,WAKE - 07-12,3392
183,WAKE - 07-13,2555
183,WAKE - 08-02,3891
183,WAKE - 08-03,6341
183,WAKE - 08-04,1684
183,WAKE - 08-05,2339
183,WAKE - 08-06,2678
183,WAKE - 08-07,2415
183,WAKE - 08-08,4225
183,WAKE - 08-09,2540
183,WAKE - 08-10,2950
183,WAKE - 08-11,3507
183,WAKE - 09-01,3434
183,WAKE - 09-02,4080
183,WAKE - 09-03,5211
183,WAKE - 10-01,1507
183,WAKE - 10-02,5831
183,WAKE - 10-03,3937
183,WAKE - 10-05,4528
183,WAKE - 10-06,6165
183,WAKE - 11-01,7263
183,WAKE - 11-02,5083
183,WAKE - 12-02,5745
183,WAKE - 12-04,6075
183,WAKE - 12-06,5167
183,WAKE - 12-07,4382
183,WAKE - 12-08,5545
183,WAKE - 12-09,5622
183,WAKE - 12-10,4755
183,WAKE - 12-11,3022
183,WAKE - 12-12,3509
183,WAKE - 12-13,4600
183,WAKE - 13-02,2271
183,WAKE - 13-05,3381
183,WAKE - 13-06,3348
183,WAKE - 13-07,3155
183,WAKE - 13-08,3038
183,WAKE - 13-09,6322
183,WAKE - 13-10,5280
183,WAKE - 13-11,3052
183,WAKE - 13-12,5506
183,WAKE - 13-13,3494
183,WAKE - 14-01,799
183,WAKE - 14-02,6972
183,WAKE - 15-01,5890
183,WAKE - 15-02,6197
183,WAKE - 15-03,5905
183,WAKE - 15-04,2712
183,WAKE - 16-01,4381
183,WAKE - 16-02,7159
183,WAKE - 16-03,1413
183,WAKE - 16-04,2904
183,WAKE - 16-05,3243
183,WAKE - 16-06,2036
183,WAKE - 16-07,3425
183,WAKE - 16-09,5385
183,WAKE - 16-10,6093
183,WAKE - 16-11,4980
183,WAKE - 17-01,3447
183,WAKE - 17-02,1900
183,WAKE - 17-03,6779
183,WAKE - 17-05,4946
183,WAKE - 17-06,2724
183,WAKE - 17-07,4588
183,WAKE - 17-09,5760
183,WAKE - 17-10,1898
183,WAKE - 17-11,5750
183,WAKE - 17-12,3110
183,WAKE - 17-13,6097
183,WAKE - 17-15,2659
183,WAKE - 17-16,2847
183,WAKE - 17-17,2754
183,WAKE - 18-01,7773
183,WAKE - 18-02,4767
183,WAKE - 18-03,2157
183,WAKE - 18-04,5295
183,WAKE - 18-05,4549
183,WAKE - 18-06,4741
183,WAKE - 18-07,3657
183,WAKE - 18-08,4660
183,WAKE - 19-03,3722
183,WAKE - 19-05,3650
183,WAKE - 19-07,6941
183,WAKE - 19-09,5466
183,WAKE - 19-11,4373
183,WAKE - 19-13,2555
183,WAKE - 19-14,4169
183,WAKE - 19-15,3922
183,WAKE - 19-16,3692
183,WAKE - 19-17,6699
183,WAKE - 19-18,3602
183,WAKE - 19-20,4045
183,WAKE - 19-21,5365
183,WAKE - 19-22,3253
183,WAKE - 19-23,4664
183,WAKE - 19-24,3757
183,WAKE - 19-25,3666
183,WAKE - 20-01,3838
183,WAKE - 20-03,4687
183,WAKE - 20-04,3999
183,WAKE - 20-05,3840
183,WAKE - 20-08,4437
183,WAKE - 20-09,3307
183,WAKE - 20-10,2843
183,WAKE - 20-11,6157
183,WAKE - 20-12,6141
183,WAKE - 20-15,6241
183,WAKE - 20-17,5012
183,WAKE - 20-18,4390
183,WAKE - 20-19,5178
183,WAKE - 20-20,2851
185,WARREN - 001,1188
185,WARREN - 002,940
185,WARREN - 003,1092
185,WARREN - 004,756
185,WARREN - 005,1453
185,WARREN - 006,1385
185,WARREN - 007,688
185,WARREN - 008,1404
185,WARREN - 009,461
185,WARREN - 010,2062
185,WARREN - 011,267
185,WARREN - 012,1318
185,WARREN - 013,790
185,WARREN - 014,1291
189,WATAUGA - 01,544
189,WATAUGA - 02,1177
189,WATAUGA - 03,2304
189,WATAUGA - 04,4167
189,WATAUGA - 05,1819
189,WATAUGA - 06,4224
189,WATAUGA - 07,3372
189,WATAUGA - 08,2505
