district_type,target_year,plan_id,district,district_code,district_label,district_geoid,district_name,CVAP_TOT24
state_house,2024,tiger_line_2024,034,,HD-034,37034,State House District 34,65977
state_house,2024,tiger_line_2024,035,,HD-035,37035,State House District 35,62933
state_house,2024,tiger_line_2024,036,,HD-036,37036,State House District 36,57730
state_house,2024,tiger_line_2024,037,,HD-037,37037,State House District 37,69654
state_house,2024,tiger_line_2024,038,,HD-038,37038,State House District 38,62104
state_house,2024,tiger_line_2024,039,,HD-039,37039,State House District 39,62314
state_house,2024,tiger_line_2024,040,,HD-040,37040,State House District 40,66146
state_house,2024,tiger_line_2024,041,,HD-041,37041,State House District 41,60133
state_house,2024,tiger_line_2024,042,,HD-042,37042,State House District 42,62624
state_house,2024,tiger_line_2024,043,,HD-043,37043,State House District 43,63987
state_house,2024,tiger_line_2024,044,,HD-044,37044,State House District 44,61569
state_house,2024,tiger_line_2024,045,,HD-045,37045,State House District 45,56909
state_house,2024,tiger_line_2024,046,,HD-046,37046,State House District 46,60641
state_house,2024,tiger_line_2024,047,,HD-047,37047,State House District 47,60670
state_house,2024,tiger_line_2024,048,,HD-048,37048,State House District 48,62609
state_house,2024,tiger_line_2024,049,,HD-049,37049,State House District 49,68043
state_house,2024,tiger_line_2024,050,,HD-050,37050,State House District 50,65533
state_house,2024,tiger_line_2024,051,,HD-051,37051,State House District 51,61723
state_house,2024,tiger_line_2024,052,,HD-052,37052,State House District 52,64143
state_house,2024,tiger_line_2024,053,,HD-053,37053,State House District 53,64957
state_house,2024,tiger_line_2024,054,,HD-054,37054,State House District 54,64654
state_house,2024,tiger_line_2024,055,,HD-055,37055,State House District 55,62094
state_house,2024,tiger_line_2024,056,,HD-056,37056,State House District 56,64625
state_house,2024,tiger_line_2024,057,,HD-057,37057,State House District 57,65663
state_house,2024,tiger_line_2024,058,,HD-058,37058,State House District 58,63762
state_house,2024,tiger_line_2024,059,,HD-059,37059,State House District 59,69584
state_house,2024,tiger_line_2024,060,,HD-060,37060,State House District 60,65503
state_house,2024,tiger_line_2024,061,,HD-061,37061,State House District 61,69487
state_house,2024,tiger_line_2024,062,,HD-062,37062,State House District 62,64569
state_house,2024,tiger_line_2024,063,,HD-063,37063,State House District 63,63456
state_house,2024,tiger_line_2024,064,,HD-064,37064,State House District 64,64885
state_house,2024,tiger_line_2024,065,,HD-065,37065,State House District 65,71757
state_house,2024,tiger_line_2024,066,,HD-066,37066,State House District 66,65640
state_house,2024,tiger_line_2024,067,,HD-067,37067,State House District 67,68419
state_house,2024,tiger_line_2024,068,,HD-068,37068,State House District 68,62157
state_house,2024,tiger_line_2024,069,,HD-069,37069,State House District 69,66563
state_house,2024,tiger_line_2024,070,,HD-070,37070,State House District 70,64885
state_house,2024,tiger_line_2024,071,,HD-071,37071,State House District 71,63333
state_house,2024,tiger_line_2024,072,,HD-072,37072,State House District 72,59521
state_house,2024,tiger_line_2024,073,,HD-073,37073,State House District 73,65979
state_house,2024,tiger_line_2024,074,,HD-074,37074,State House District 74,63813
state_house,2024,tiger_line_2024,075,,HD-075,37075,State House District 75,64484
state_house,2024,tiger_line_2024,076,,HD-076,37076,State House District 76,68723
state_house,2024,tiger_line_2024,077,,HD-077,37077,State House District 77,70209
state_house,2024,tiger_line_2024,078,,HD-078,37078,State House District 78,68671
state_house,2024,tiger_line_2024,079,,HD-079,37079,State House District 79,67490
state_house,2024,tiger_line_2024,080,,HD-080,37080,State House District 80,64282
state_house,2024,tiger_line_2024,081,,HD-081,37081,State House District 81,66693
state_house,2024,tiger_line_2024,082,,HD-082,37082,State House District 82,63969
state_house,2024,tiger_line_2024,083,,HD-083,37083,State House District 83,66923
state_house,2024,tiger_line_2024,084,,HD-084,37084,State House District 84,68474
state_house,2024,tiger_line_2024,085,,HD-085,37085,State House District 85,73313
state_house,2024,tiger_line_2024,086,,HD-086,37086,State House District 86,69822
state_house,2024,tiger_line_2024,087,,HD-087,37087,State House District 87,67303
state_house,2024,tiger_line_2024,088,,HD-088,37088,State House District 88,55618
state_house,2024,tiger_line_2024,089,,HD-089,37089,State House District 89,69018
state_house,2024,tiger_line_2024,090,,HD-090,37090,State House District 90,66684
state_house,2024,tiger_line_2024,091,,HD-091,37091,State House District 91,66485
state_house,2024,tiger_line_2024,092,,HD-092,37092,State House District 92,66434
state_house,2024,tiger_line_2024,093,,HD-093,37093,State House District 93,74218
state_house,2024,tiger_line_2024,094,,HD-094,37094,State House District 94,66940
state_house,2024,tiger_line_2024,095,,HD-095,37095,State House District 95,65071
state_house,2024,tiger_line_2024,096,,HD-096,37096,State House District 96,65838
state_house,2024,tiger_line_2024,097,,HD-097,37097,State House District 97,71070
state_house,2024,tiger_line_2024,098,,HD-098,37098,State House District 98,63094
state_house,2024,tiger_line_2024,099,,HD-099,37099,State House District 99,57320
state_house,2024,tiger_line_2024,100,,HD-100,37100,State House District 100,56246
state_house,2024,tiger_line_2024,101,,HD-101,37101,State House District 101,62574
state_house,2024,tiger_line_2024,102,,HD-102,37102,State House District 102,66904
state_house,2024,tiger_line_2024,103,,HD-103,37103,State House District 103,55410
state_house,2024,tiger_line_2024,104,,HD-104,37104,State House District 104,59816
state_house,2024,tiger_line_2024,105,,HD-105,37105,State House District 105,62251
state_house,2024,tiger_line_2024,106,,HD-106,37106,State House District 106,60881
state_house,2024,tiger_line_2024,107,,HD-107,37107,State House District 107,63911
state_house,2024,tiger_line_2024,108,,HD-108,37108,State House District 108,70615
state_house,2024,tiger_line_2024,109,,HD-109,37109,State House District 109,67859
state_house,2024,tiger_line_2024,110,,HD-110,37110,State House District 110,66994
state_house,2024,tiger_line_2024,111,,HD-111,37111,State House District 111,65640
state_house,2024,tiger_line_2024,112,,HD-112,37112,State House District 112,55815
state_house,2024,tiger_line_2024,113,,HD-113,37113,State House District 113,72845
state_house,2024,tiger_line_2024,114,,HD-114,37114,State House District 114,70433
state_house,2024,tiger_line_2024,115,,HD-115,37115,State House District 115,73246
state_house,2024,tiger_line_2024,116,,HD-116,37116,State House District 116,71804
state_house,2024,tiger_line_2024,117,,HD-117,37117,State House District 117,70314
state_house,2024,tiger_line_2024,118,,HD-118,37118,State House District 118,68760
state_house,2024,tiger_line_2024,119,,HD-119,37119,State House District 119,73912
state_house,2024,tiger_line_2024,120,,HD-120,37120,State House District 120,70589
