line_year,scope,contest_type,file,district,raw_statewide_votes,staged_statewide_votes,staged_minus_raw_votes,production_exists,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes
2022,congressional,attorney_general,congressional_attorney_general_2000.json,2,2803456,2803455,-1,True,-8.88,-8.88,0.0,DEM,DEM,False,182236,182236
2022,congressional,attorney_general,congressional_attorney_general_2000.json,3,2803456,2803455,-1,True,-2.62,-2.62,0.0,DEM,DEM,False,200460,200460
2022,congressional,attorney_general,congressional_attorney_general_2000.json,4,2803456,2803455,-1,True,-27.76,-27.76,0.0,DEM,DEM,False,192883,192883
2022,congressional,attorney_general,congressional_attorney_general_2000.json,5,2803456,2803455,-1,True,11.84,11.84,0.0,REP,REP,False,246619,246619
2022,congressional,attorney_general,congressional_attorney_general_2000.json,6,2803456,2803455,-1,True,-12.33,-12.33,0.0,DEM,DEM,False,224791,224791
2022,congressional,attorney_general,congressional_attorney_general_2000.json,7,2803456,2803455,-1,True,-15.09,-15.09,0.0,DEM,DEM,False,192121,192121
2022,congressional,attorney_general,congressional_attorney_general_2000.json,8,2803456,2803455,-1,True,9.86,9.86,0.0,REP,REP,False,198158,198158
2022,congressional,attorney_general,congressional_attorney_general_2000.json,9,2803456,2803455,-1,True,-6.1,-6.1,0.0,DEM,DEM,False,185658,185658
2022,congressional,attorney_general,congressional_attorney_general_2000.json,10,2803456,2803455,-1,True,13.65,13.65,0.0,REP,REP,False,219153,219153
2022,congressional,attorney_general,congressional_attorney_general_2000.json,11,2803456,2803455,-1,True,6.44,6.44,0.0,REP,REP,False,239641,239641
2022,congressional,attorney_general,congressional_attorney_general_2000.json,12,2803456,2803455,-1,True,-5.24,-5.24,0.0,DEM,DEM,False,149782,149782
2022,congressional,attorney_general,congressional_attorney_general_2000.json,13,2803456,2803455,-1,True,-3.93,-3.93,0.0,DEM,DEM,False,156982,156982
2022,congressional,attorney_general,congressional_attorney_general_2000.json,14,2803456,2803455,-1,True,5.68,5.68,0.0,REP,REP,False,187023,187023
2022,congressional,auditor,congressional_auditor_2000.json,1,2734783,2734784,1,True,-27.73,-27.73,0.0,DEM,DEM,False,221783,221783
2022,congressional,auditor,congressional_auditor_2000.json,2,2734783,2734784,1,True,-4.46,-4.46,0.0,DEM,DEM,False,179120,179120
2022,congressional,auditor,congressional_auditor_2000.json,3,2734783,2734784,1,True,0.44,0.44,0.0,REP,REP,False,195091,195091
2022,congressional,auditor,congressional_auditor_2000.json,4,2734783,2734784,1,True,-22.88,-22.88,0.0,DEM,DEM,False,188226,188226
2022,congressional,auditor,congressional_auditor_2000.json,5,2734783,2734784,1,True,15.21,15.21,0.0,REP,REP,False,240320,240320
2022,congressional,auditor,congressional_auditor_2000.json,6,2734783,2734784,1,True,-7.41,-7.41,0.0,DEM,DEM,False,218842,218842
2022,congressional,auditor,congressional_auditor_2000.json,7,2734783,2734784,1,True,-14.18,-14.18,0.0,DEM,DEM,False,186403,186403
2022,congressional,auditor,congressional_auditor_2000.json,8,2734783,2734784,1,True,15.43,15.43,0.0,REP,REP,False,193087,193087
2022,congressional,auditor,congressional_auditor_2000.json,9,2734783,2734784,1,True,-0.57,-0.57,0.0,DEM,DEM,False,180748,180748
2022,congressional,auditor,congressional_auditor_2000.json,10,2734783,2734784,1,True,15.42,15.42,0.0,REP,REP,False,214695,214695
2022,congressional,auditor,congressional_auditor_2000.json,11,2734783,2734784,1,True,7.06,7.06,0.0,REP,REP,False,233492,233492
2022,congressional,auditor,congressional_auditor_2000.json,12,2734783,2734784,1,True,-1.95,-1.95,0.0,DEM,DEM,False,146344,146344
2022,congressional,auditor,congressional_auditor_2000.json,13,2734783,2734784,1,True,-0.97,-0.97,0.0,DEM,DEM,False,154745,154745
2022,congressional,auditor,congressional_auditor_2000.json,14,2734783,2734784,1,True,9.72,9.72,0.0,REP,REP,False,181888,181888
2022,congressional,governor,congressional_governor_2000.json,1,2919560,2919559,-1,True,-31.81,-31.81,0.0,DEM,DEM,False,237158,237158
2022,congressional,governor,congressional_governor_2000.json,2,2919560,2919559,-1,True,-12.72,-12.72,0.0,DEM,DEM,False,188184,188184
2022,congressional,governor,congressional_governor_2000.json,3,2919560,2919559,-1,True,-4.75,-4.75,0.0,DEM,DEM,False,210235,210235
2022,congressional,governor,congressional_governor_2000.json,4,2919560,2919559,-1,True,-26.05,-26.05,0.0,DEM,DEM,False,199819,199819
2022,congressional,governor,congressional_governor_2000.json,5,2919560,2919559,-1,True,7.73,7.73,0.0,REP,REP,False,256483,256483
2022,congressional,governor,congressional_governor_2000.json,6,2919560,2919559,-1,True,-13.55,-13.55,0.0,DEM,DEM,False,234010,234010
2022,congressional,governor,congressional_governor_2000.json,7,2919560,2919559,-1,True,-24.07,-24.07,0.0,DEM,DEM,False,200892,200892
2022,congressional,governor,congressional_governor_2000.json,8,2919560,2919559,-1,True,11.46,11.46,0.0,REP,REP,False,207726,207726
2022,congressional,governor,congressional_governor_2000.json,9,2919560,2919559,-1,True,-6.62,-6.62,0.0,DEM,DEM,False,192905,192905
2022,congressional,governor,congressional_governor_2000.json,10,2919560,2919559,-1,True,12.12,12.12,0.0,REP,REP,False,226291,226291
2022,congressional,governor,congressional_governor_2000.json,11,2919560,2919559,-1,True,2.78,2.78,0.0,REP,REP,False,250830,250830
2022,congressional,governor,congressional_governor_2000.json,12,2919560,2919559,-1,True,-0.16,-0.16,0.0,DEM,DEM,False,156919,156919
2022,congressional,governor,congressional_governor_2000.json,13,2919560,2919559,-1,True,-8.55,-8.55,0.0,DEM,DEM,False,161716,161716
2022,congressional,governor,congressional_governor_2000.json,14,2919560,2919559,-1,True,12.18,12.18,0.0,REP,REP,False,196391,196391
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,1,2790899,2790901,2,True,-38.0,-38.0,0.0,DEM,DEM,False,224276,224276
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,2,2790899,2790901,2,True,-19.43,-19.43,0.0,DEM,DEM,False,180012,180012
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,3,2790899,2790901,2,True,-12.55,-12.55,0.0,DEM,DEM,False,200613,200613
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,4,2790899,2790901,2,True,-36.56,-36.56,0.0,DEM,DEM,False,192422,192422
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,5,2790899,2790901,2,True,1.86,1.86,0.0,REP,REP,False,245228,245228
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,6,2790899,2790901,2,True,-18.69,-18.69,0.0,DEM,DEM,False,225039,225039
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,7,2790899,2790901,2,True,-24.57,-24.57,0.0,DEM,DEM,False,192626,192626
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,8,2790899,2790901,2,True,2.21,2.21,0.0,REP,REP,False,197406,197406
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,9,2790899,2790901,2,True,-11.1,-11.1,0.0,DEM,DEM,False,185695,185695
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,10,2790899,2790901,2,True,3.06,3.06,0.0,REP,REP,False,218910,218910
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,11,2790899,2790901,2,True,-1.17,-1.17,0.0,DEM,DEM,False,237864,237864
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,12,2790899,2790901,2,True,-12.08,-12.08,0.0,DEM,DEM,False,148460,148460
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,13,2790899,2790901,2,True,-16.75,-16.75,0.0,DEM,DEM,False,156969,156969
2022,congressional,insurance_commissioner,congressional_insurance_commissioner_2000.json,14,2790899,2790901,2,True,-3.16,-3.16,0.0,DEM,DEM,False,185381,185381
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,1,2730373,2730373,0,True,-27.99,-27.99,0.0,DEM,DEM,False,221504,221504
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,2,2730373,2730373,0,True,-2.93,-2.93,0.0,DEM,DEM,False,175885,175885
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,3,2730373,2730373,0,True,0.55,0.55,0.0,REP,REP,False,194926,194926
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,4,2730373,2730373,0,True,-22.55,-22.55,0.0,DEM,DEM,False,186890,186890
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,5,2730373,2730373,0,True,16.4,16.4,0.0,REP,REP,False,239801,239801
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,6,2730373,2730373,0,True,-6.79,-6.79,0.0,DEM,DEM,False,218607,218607
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,7,2730373,2730373,0,True,-12.79,-12.79,0.0,DEM,DEM,False,187400,187400
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,8,2730373,2730373,0,True,16.78,16.78,0.0,REP,REP,False,193666,193666
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,9,2730373,2730373,0,True,0.38,0.38,0.0,REP,REP,False,181885,181885
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,10,2730373,2730373,0,True,20.43,20.43,0.0,REP,REP,False,216888,216888
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,11,2730373,2730373,0,True,8.26,8.26,0.0,REP,REP,False,233389,233389
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,12,2730373,2730373,0,True,-1.25,-1.25,0.0,DEM,DEM,False,145680,145680
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,13,2730373,2730373,0,True,0.77,0.77,0.0,REP,REP,False,152590,152590
2022,congressional,labor_commissioner,congressional_labor_commissioner_2000.json,14,2730373,2730373,0,True,11.41,11.41,0.0,REP,REP,False,181262,181262
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,1,2844308,2844310,2,True,-32.22,-32.22,0.0,DEM,DEM,False,229910,229910
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,2,2844308,2844310,2,True,-8.8,-8.8,0.0,DEM,DEM,False,183901,183901
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,3,2844308,2844310,2,True,-17.12,-17.12,0.0,DEM,DEM,False,206458,206458
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,4,2844308,2844310,2,True,-26.48,-26.48,0.0,DEM,DEM,False,195090,195090
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,5,2844308,2844310,2,True,9.65,9.65,0.0,REP,REP,False,249821,249821
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,6,2844308,2844310,2,True,-11.92,-11.92,0.0,DEM,DEM,False,228635,228635
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,7,2844308,2844310,2,True,-18.11,-18.11,0.0,DEM,DEM,False,193954,193954
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,8,2844308,2844310,2,True,11.88,11.88,0.0,REP,REP,False,201984,201984
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,9,2844308,2844310,2,True,-6.39,-6.39,0.0,DEM,DEM,False,188504,188504
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,10,2844308,2844310,2,True,9.15,9.15,0.0,REP,REP,False,221896,221896
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,11,2844308,2844310,2,True,5.43,5.43,0.0,REP,REP,False,243083,243083
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,12,2844308,2844310,2,True,-6.0,-6.0,0.0,DEM,DEM,False,152127,152127
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,13,2844308,2844310,2,True,-5.91,-5.91,0.0,DEM,DEM,False,158600,158600
2022,congressional,lieutenant_governor,congressional_lieutenant_governor_2000.json,14,2844308,2844310,2,True,4.14,4.14,0.0,REP,REP,False,190347,190347
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,1,2678916,2678917,1,True,-29.0,-29.0,0.0,DEM,DEM,False,217525,217525
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,2,2678916,2678917,1,True,-7.33,-7.33,0.0,DEM,DEM,False,172718,172718
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,3,2678916,2678917,1,True,-2.31,-2.31,0.0,DEM,DEM,False,191208,191208
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,4,2678916,2678917,1,True,-26.31,-26.31,0.0,DEM,DEM,False,183850,183850
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,5,2678916,2678917,1,True,16.02,16.02,0.0,REP,REP,False,236338,236338
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,6,2678916,2678917,1,True,-7.8,-7.8,0.0,DEM,DEM,False,213800,213800
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,7,2678916,2678917,1,True,-17.79,-17.79,0.0,DEM,DEM,False,182082,182082
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,8,2678916,2678917,1,True,12.48,12.48,0.0,REP,REP,False,190487,190487
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,9,2678916,2678917,1,True,-2.51,-2.51,0.0,DEM,DEM,False,178698,178698
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,10,2678916,2678917,1,True,13.55,13.55,0.0,REP,REP,False,211854,211854
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,11,2678916,2678917,1,True,5.16,5.16,0.0,REP,REP,False,229912,229912
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,12,2678916,2678917,1,True,-5.26,-5.26,0.0,DEM,DEM,False,143388,143388
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,13,2678916,2678917,1,True,-1.99,-1.99,0.0,DEM,DEM,False,149289,149289
2022,congressional,nc_court_of_appeals_judge_seat_01,congressional_nc_court_of_appeals_judge_seat_01_2000.json,14,2678916,2678917,1,True,6.85,6.85,0.0,REP,REP,False,177768,177768
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,1,2705237,2705237,0,True,-23.85,-23.85,0.0,DEM,DEM,False,219472,219472
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,2,2705237,2705237,0,True,-0.99,-0.99,0.0,DEM,DEM,False,173757,173757
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,3,2705237,2705237,0,True,4.28,4.28,0.0,REP,REP,False,193527,193527
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,4,2705237,2705237,0,True,-22.41,-22.41,0.0,DEM,DEM,False,185657,185657
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,5,2705237,2705237,0,True,15.25,15.25,0.0,REP,REP,False,237881,237881
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,6,2705237,2705237,0,True,-5.45,-5.45,0.0,DEM,DEM,False,215833,215833
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,7,2705237,2705237,0,True,-11.36,-11.36,0.0,DEM,DEM,False,183974,183974
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,8,2705237,2705237,0,True,13.82,13.82,0.0,REP,REP,False,192740,192740
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,9,2705237,2705237,0,True,1.45,1.45,0.0,REP,REP,False,180230,180230
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,10,2705237,2705237,0,True,17.46,17.46,0.0,REP,REP,False,213891,213891
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,11,2705237,2705237,0,True,8.32,8.32,0.0,REP,REP,False,231548,231548
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,12,2705237,2705237,0,True,-6.49,-6.49,0.0,DEM,DEM,False,146139,146139
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,13,2705237,2705237,0,True,5.07,5.07,0.0,REP,REP,False,150685,150685
2022,congressional,nc_court_of_appeals_judge_seat_07,congressional_nc_court_of_appeals_judge_seat_07_2000.json,14,2705237,2705237,0,True,10.32,10.32,0.0,REP,REP,False,179903,179903
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,1,2696635,2696633,-2,True,-28.9,-28.9,0.0,DEM,DEM,False,218772,218772
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,2,2696635,2696633,-2,True,-3.01,-3.01,0.0,DEM,DEM,False,173670,173670
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,3,2696635,2696633,-2,True,-1.64,-1.64,0.0,DEM,DEM,False,192778,192778
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,4,2696635,2696633,-2,True,-24.87,-24.87,0.0,DEM,DEM,False,185354,185354
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,5,2696635,2696633,-2,True,14.58,14.58,0.0,REP,REP,False,236958,236958
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,6,2696635,2696633,-2,True,-1.63,-1.63,0.0,DEM,DEM,False,217109,217109
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,7,2696635,2696633,-2,True,-15.55,-15.55,0.0,DEM,DEM,False,183656,183656
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,8,2696635,2696633,-2,True,13.92,13.92,0.0,REP,REP,False,191504,191504
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,9,2696635,2696633,-2,True,-0.26,-0.26,0.0,DEM,DEM,False,180040,180040
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,10,2696635,2696633,-2,True,13.89,13.89,0.0,REP,REP,False,212693,212693
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,11,2696635,2696633,-2,True,6.72,6.72,0.0,REP,REP,False,231176,231176
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,12,2696635,2696633,-2,True,-3.1,-3.1,0.0,DEM,DEM,False,144212,144212
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,13,2696635,2696633,-2,True,1.42,1.42,0.0,REP,REP,False,149825,149825
2022,congressional,nc_court_of_appeals_judge_seat_10,congressional_nc_court_of_appeals_judge_seat_10_2000.json,14,2696635,2696633,-2,True,8.14,8.14,0.0,REP,REP,False,178886,178886
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,1,2693628,2693630,2,True,-27.65,-27.65,0.0,DEM,DEM,False,217808,217808
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,2,2693628,2693630,2,True,-4.14,-4.14,0.0,DEM,DEM,False,174465,174465
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,3,2693628,2693630,2,True,-1.71,-1.71,0.0,DEM,DEM,False,192016,192016
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,4,2693628,2693630,2,True,-25.98,-25.98,0.0,DEM,DEM,False,185219,185219
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,5,2693628,2693630,2,True,14.97,14.97,0.0,REP,REP,False,239476,239476
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,6,2693628,2693630,2,True,-8.63,-8.63,0.0,DEM,DEM,False,214977,214977
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,7,2693628,2693630,2,True,-17.49,-17.49,0.0,DEM,DEM,False,183279,183279
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,8,2693628,2693630,2,True,11.01,11.01,0.0,REP,REP,False,191211,191211
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,9,2693628,2693630,2,True,-3.22,-3.22,0.0,DEM,DEM,False,179471,179471
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,10,2693628,2693630,2,True,11.91,11.91,0.0,REP,REP,False,212659,212659
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,11,2693628,2693630,2,True,5.55,5.55,0.0,REP,REP,False,230093,230093
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,12,2693628,2693630,2,True,-6.06,-6.06,0.0,DEM,DEM,False,144066,144066
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,13,2693628,2693630,2,True,0.96,0.96,0.0,REP,REP,False,150391,150391
2022,congressional,nc_court_of_appeals_judge_seat_11,congressional_nc_court_of_appeals_judge_seat_11_2000.json,14,2693628,2693630,2,True,5.85,5.85,0.0,REP,REP,False,178499,178499
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,1,2703440,2703440,0,True,-23.79,-23.79,0.0,DEM,DEM,False,219303,219303
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,2,2703440,2703440,0,True,-3.71,-3.71,0.0,DEM,DEM,False,173853,173853
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,3,2703440,2703440,0,True,2.72,2.72,0.0,REP,REP,False,193047,193047
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,4,2703440,2703440,0,True,-23.16,-23.16,0.0,DEM,DEM,False,185153,185153
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,5,2703440,2703440,0,True,17.01,17.01,0.0,REP,REP,False,237444,237444
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,6,2703440,2703440,0,True,-6.74,-6.74,0.0,DEM,DEM,False,215617,215617
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,7,2703440,2703440,0,True,-10.9,-10.9,0.0,DEM,DEM,False,185254,185254
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,8,2703440,2703440,0,True,15.35,15.35,0.0,REP,REP,False,192096,192096
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,9,2703440,2703440,0,True,2.22,2.22,0.0,REP,REP,False,180935,180935
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,10,2703440,2703440,0,True,14.95,14.95,0.0,REP,REP,False,213581,213581
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,11,2703440,2703440,0,True,7.21,7.21,0.0,REP,REP,False,231617,231617
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,12,2703440,2703440,0,True,-3.31,-3.31,0.0,DEM,DEM,False,145203,145203
2022,congressional,nc_court_of_appeals_judge_seat_13,congressional_nc_court_of_appeals_judge_seat_13_2000.json,13,2703440,2703440,0,True,2.7,2.7,0.0,REP,REP,False,150369,150369
