line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2022,2004,state_house,president,state_house_president_2004.json,98,True,1.000002,True,28.82,27.97,-0.85,REP,REP,False,23665,26121,2456,17571,67.27,16069,1502,8.55,MECKLENBURG:17571 (100.0%),direct_sf1_vtd:16069 (91.5%); historical_plan_cell:1502 (8.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.9256
2024,2004,state_house,president,state_house_president_2004.json,103,True,0.999897,True,27.9,25.3,-2.6,REP,REP,False,23056,23416,360,15741,67.23,15741,0,0.0,MECKLENBURG:15741 (100.0%),direct_sf1_vtd:15741 (100.0%),review,Margin changes by two to five percentage points.,2.9123
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,40,True,1.0,True,29.89,28.9,-0.99,REP,REP,False,24487,22164,-2323,19528,88.11,15395,4133,21.17,WAKE:19528 (100.0%),direct_sf1_vtd:15395 (78.8%); historical_plan_cell:4133 (21.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.8873
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,19,True,1.0,True,18.26,16.86,-1.4,REP,REP,False,20982,19445,-1537,8542,43.93,7596,946,11.08,NEW HANOVER:8542 (100.0%),direct_sf1_vtd:7596 (88.9%); historical_plan_cell:946 (11.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.8651
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,18,True,1.000001,True,16.61,18.01,1.4,REP,REP,False,30209,32389,2180,18205,56.21,13180,5025,27.6,WAKE:18205 (100.0%),direct_sf1_vtd:13180 (72.4%); historical_plan_cell:5025 (27.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.8433
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,102,True,1.0,True,-44.73,-46.19,-1.46,DEM,DEM,False,16086,14980,-1106,12477,83.29,12477,0,0.0,MECKLENBURG:12477 (100.0%),direct_sf1_vtd:12477 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.8351
2024,2004,state_house,governor,state_house_governor_2004.json,11,True,0.999996,True,-17.66,-16.8,0.86,DEM,DEM,False,44187,39843,-4344,25887,64.97,21992,3895,15.05,WAKE:25887 (100.0%),direct_sf1_vtd:21992 (85.0%); historical_plan_cell:3895 (15.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.8262
2024,2004,state_senate,president,state_senate_president_2004.json,39,True,0.999999,True,-3.51,-6.14,-2.63,DEM,DEM,False,51614,52108,494,34742,66.67,34742,0,0.0,MECKLENBURG:34742 (100.0%),direct_sf1_vtd:34742 (100.0%),review,Margin changes by two to five percentage points.,2.8214
2024,2004,state_house,president,state_house_president_2004.json,73,True,0.999897,True,32.63,31.64,-0.99,REP,REP,False,24620,26830,2210,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7853
2024,2004,state_house,president,state_house_president_2004.json,76,True,0.999897,True,26.04,24.84,-1.2,REP,REP,False,31931,29438,-2493,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7615
2022,2004,state_house,governor,state_house_governor_2004.json,98,True,1.000003,True,9.84,9.18,-0.66,REP,REP,False,23393,25842,2449,17289,66.9,15794,1495,8.65,MECKLENBURG:17289 (100.0%),direct_sf1_vtd:15794 (91.4%); historical_plan_cell:1495 (8.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7538
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,112,True,1.0,True,13.38,11.7,-1.68,REP,REP,False,16247,17116,869,14063,82.17,14063,0,0.0,MECKLENBURG:14063 (100.0%),direct_sf1_vtd:14063 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7497
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,33,True,1.0,True,9.09,9.85,0.76,REP,REP,False,18794,16952,-1842,15007,88.53,11139,3868,25.77,WAKE:15007 (100.0%),direct_sf1_vtd:11139 (74.2%); historical_plan_cell:3868 (25.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7202
2022,2004,state_house,governor,state_house_governor_2004.json,43,True,1.000003,True,-21.75,-19.84,1.91,DEM,DEM,False,27535,28650,1115,20679,72.18,17028,3651,17.66,CUMBERLAND:20679 (100.0%),direct_sf1_vtd:17028 (82.3%); historical_plan_cell:3651 (17.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7199
2022,2004,state_house,governor,state_house_governor_2004.json,19,True,1.000003,True,-9.06,-10.37,-1.31,DEM,DEM,False,31242,29049,-2193,10213,35.16,10213,0,0.0,NEW HANOVER:10213 (100.0%),direct_sf1_vtd:10213 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7139
2024,2004,state_house,president,state_house_president_2004.json,55,True,0.999897,True,14.41,15.78,1.37,REP,REP,False,32878,30678,-2200,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.7083
2024,2004,state_senate,president,state_senate_president_2004.json,41,True,0.999999,True,-39.35,-41.63,-2.28,DEM,DEM,False,64938,63548,-1390,41963,66.03,41897,66,0.16,MECKLENBURG:41963 (100.0%),direct_sf1_vtd:41897 (99.8%); historical_plan_cell:66 (0.2%),review,Margin changes by two to five percentage points.,2.7081
2022,2004,state_house,president,state_house_president_2004.json,49,True,1.000002,True,-5.02,-3.82,1.2,DEM,DEM,False,29095,31248,2153,21384,68.43,16966,4418,20.66,WAKE:21384 (100.0%),direct_sf1_vtd:16966 (79.3%); historical_plan_cell:4418 (20.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.68
2024,2004,state_house,president,state_house_president_2004.json,5,True,0.999897,True,-8.17,-5.5,2.67,DEM,DEM,False,29662,29663,1,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,2.6707
2024,2004,state_house,governor,state_house_governor_2004.json,112,True,0.999996,True,-46.19,-47.85,-1.66,DEM,DEM,False,26091,24778,-1313,16465,66.45,16338,126,0.77,MECKLENBURG:16465 (100.0%),direct_sf1_vtd:16338 (99.2%); historical_plan_cell:126 (0.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.6665
2024,2004,state_house,president,state_house_president_2004.json,53,True,0.999897,True,38.17,38.27,0.1,REP,REP,False,19709,17197,-2512,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.6491
2024,2004,state_house,president,state_house_president_2004.json,57,True,0.999897,True,-10.74,-8.55,2.19,DEM,DEM,False,34407,33636,-771,20354,60.51,18245,2108,10.36,GUILFORD:20354 (100.0%),direct_sf1_vtd:18245 (89.6%); historical_plan_cell:2108 (10.4%),review,Margin changes by two to five percentage points.,2.6382
2024,2004,state_house,governor,state_house_governor_2004.json,57,True,0.999996,True,-26.86,-29.05,-2.19,DEM,DEM,False,34171,33406,-765,20239,60.59,18157,2083,10.29,GUILFORD:20239 (100.0%),direct_sf1_vtd:18157 (89.7%); historical_plan_cell:2083 (10.3%),review,Margin changes by two to five percentage points.,2.6377
2022,2004,state_house,governor,state_house_governor_2004.json,49,True,1.000003,True,-25.51,-24.36,1.15,DEM,DEM,False,28997,31130,2133,21338,68.54,16930,4408,20.66,WAKE:21338 (100.0%),direct_sf1_vtd:16930 (79.3%); historical_plan_cell:4408 (20.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.6212
2024,2004,state_senate,president,state_senate_president_2004.json,42,True,0.999999,True,35.31,32.88,-2.43,REP,REP,False,86724,85966,-758,57908,67.36,57908,0,0.0,MECKLENBURG:57908 (100.0%),direct_sf1_vtd:57908 (100.0%),review,Margin changes by two to five percentage points.,2.6048
2024,2004,state_house,president,state_house_president_2004.json,19,True,0.999897,True,27.48,27.14,-0.34,REP,REP,False,28534,31760,3226,12405,39.06,12405,0,0.0,NEW HANOVER:12405 (100.0%),direct_sf1_vtd:12405 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.6012
2024,2004,state_house,governor,state_house_governor_2004.json,106,True,0.999996,True,-18.47,-20.41,-1.94,DEM,DEM,False,17741,17158,-583,11442,66.69,10027,1416,12.37,MECKLENBURG:11442 (100.0%),direct_sf1_vtd:10027 (87.6%); historical_plan_cell:1416 (12.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5972
2024,2004,state_house,president,state_house_president_2004.json,107,True,0.999897,True,-67.4,-68.56,-1.16,DEM,DEM,False,26209,24364,-1845,15969,65.54,15969,0,0.0,MECKLENBURG:15969 (100.0%),direct_sf1_vtd:15969 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5679
2024,2004,state_house,governor,state_house_governor_2004.json,80,True,0.999996,True,14.15,15.15,1.0,REP,REP,False,27230,29358,2128,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.563
2024,2004,state_senate,governor,state_senate_governor_2004.json,14,True,0.999999,True,-42.71,-44.51,-1.8,DEM,DEM,False,47918,46105,-1813,29764,64.56,22695,7069,23.75,WAKE:29764 (100.0%),direct_sf1_vtd:22695 (76.2%); historical_plan_cell:7069 (23.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5567
2024,2004,state_senate,governor,state_senate_governor_2004.json,47,True,0.999999,True,-0.94,-1.87,-0.93,DEM,DEM,False,86919,93944,7025,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5464
2024,2004,state_house,president,state_house_president_2004.json,75,True,0.999897,True,36.59,34.63,-1.96,REP,REP,False,28950,29783,833,22798,76.55,22797,1,0.0,FORSYTH:22795 (100.0%); GUILFORD:3 (0.0%),direct_sf1_vtd:22797 (100.0%); historical_plan_cell:1 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5355
2024,2004,state_house,president,state_house_president_2004.json,60,True,0.999897,True,-5.09,-4.3,0.79,DEM,DEM,False,30728,28048,-2680,16440,58.61,14157,2283,13.89,GUILFORD:16440 (100.0%),direct_sf1_vtd:14157 (86.1%); historical_plan_cell:2283 (13.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5343
2024,2004,state_senate,president,state_senate_president_2004.json,48,True,0.999999,True,31.8,29.3,-2.5,REP,REP,False,76939,76903,-36,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,2.5094
2022,2004,state_house,president,state_house_president_2004.json,88,True,1.000002,True,-26.41,-25.37,1.04,DEM,DEM,False,25752,23866,-1886,15833,66.34,15833,0,0.0,MECKLENBURG:15833 (100.0%),direct_sf1_vtd:15833 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.5047
2024,2004,state_house,president,state_house_president_2004.json,4,True,0.999897,True,15.71,17.13,1.42,REP,REP,False,26005,27374,1369,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.4729
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,13,True,1.000001,True,14.55,13.34,-1.21,REP,REP,False,58085,54441,-3644,48177,88.49,38844,9333,19.37,WAKE:48177 (100.0%),direct_sf1_vtd:38844 (80.6%); historical_plan_cell:9333 (19.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.4647
2024,2004,state_house,governor,state_house_governor_2004.json,117,True,0.999996,True,6.54,7.79,1.25,REP,REP,False,32403,34300,1897,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.4209
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,21,True,1.0,True,26.48,27.14,0.66,REP,REP,False,4944,5376,432,4673,86.93,1233,3440,73.62,WAKE:4673 (100.0%),historical_plan_cell:3440 (73.6%); direct_sf1_vtd:1233 (26.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.4076
2024,2004,state_senate,president,state_senate_president_2004.json,36,True,0.999999,True,44.37,41.98,-2.39,REP,REP,False,84059,83986,-73,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,2.4074
2024,2004,state_house,governor,state_house_governor_2004.json,2,True,0.999996,True,-25.88,-24.75,1.13,DEM,DEM,False,37677,35294,-2383,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.395
2024,2004,state_house,governor,state_house_governor_2004.json,30,True,0.999996,True,-52.22,-53.29,-1.07,DEM,DEM,False,39024,36460,-2564,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3841
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,42,True,1.000001,True,30.29,31.76,1.47,REP,REP,False,54715,52276,-2439,42757,81.79,42757,0,0.0,MECKLENBURG:42757 (100.0%),direct_sf1_vtd:42757 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3615
2024,2004,state_house,president,state_house_president_2004.json,15,True,0.999897,True,44.05,42.2,-1.85,REP,REP,False,18167,18592,425,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3179
2022,2004,state_house,governor,state_house_governor_2004.json,88,True,1.000003,True,-38.17,-37.33,0.84,DEM,DEM,False,25146,23298,-1848,15515,66.59,15515,0,0.0,MECKLENBURG:15515 (100.0%),direct_sf1_vtd:15515 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3098
2024,2004,state_senate,president,state_senate_president_2004.json,14,True,0.999999,True,-29.45,-30.98,-1.53,DEM,DEM,False,47941,46078,-1863,29448,63.91,22445,7003,23.78,WAKE:29448 (100.0%),direct_sf1_vtd:22445 (76.2%); historical_plan_cell:7003 (23.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3072
2024,2004,state_house,governor,state_house_governor_2004.json,92,True,0.999996,True,-21.76,-22.07,-0.31,DEM,DEM,False,15708,14144,-1564,9434,66.7,9434,0,0.0,MECKLENBURG:9434 (100.0%),direct_sf1_vtd:9434 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.3013
2024,2004,state_house,president,state_house_president_2004.json,31,True,0.999897,True,-48.79,-46.53,2.26,DEM,DEM,False,22563,22543,-20,2,0.01,0,2,100.0,WAKE:2 (100.0%),historical_plan_cell:2 (100.0%); direct_sf1_vtd:0 (0.0%),review,Margin changes by two to five percentage points.,2.2777
2022,2004,state_senate,president,state_senate_president_2004.json,13,True,0.999997,True,2.46,0.92,-1.54,REP,REP,False,88440,85193,-3247,55301,64.91,45018,10283,18.59,WAKE:55301 (100.0%),direct_sf1_vtd:45018 (81.4%); historical_plan_cell:10283 (18.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2743
2024,2004,state_house,governor,state_house_governor_2004.json,13,True,0.999996,True,2.25,3.99,1.74,REP,REP,False,28626,29371,745,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2605
2024,2004,state_house,governor,state_house_governor_2004.json,28,True,0.999996,True,-0.55,-0.76,-0.21,DEM,DEM,False,27189,29963,2774,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2505
2024,2004,state_house,governor,state_house_governor_2004.json,94,True,0.999996,True,8.34,7.64,-0.7,REP,REP,False,37617,34721,-2896,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2397
2024,2004,state_house,president,state_house_president_2004.json,2,True,0.999897,True,5.83,4.88,-0.95,REP,REP,False,37519,35136,-2383,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2203
2022,2004,state_senate,governor,state_senate_governor_2004.json,21,True,0.999999,True,-13.84,-14.25,-0.41,DEM,DEM,False,75623,68831,-6792,21992,31.95,18109,3884,17.66,CUMBERLAND:21992 (100.0%),direct_sf1_vtd:18109 (82.3%); historical_plan_cell:3884 (17.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2063
2024,2004,state_house,governor,state_house_governor_2004.json,111,True,0.999996,True,-6.62,-5.51,1.11,DEM,DEM,False,30259,31916,1657,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2052
2024,2004,state_house,president,state_house_president_2004.json,77,True,0.999897,True,51.28,49.35,-1.93,REP,REP,False,37215,36706,-509,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.2035
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,36,True,1.0,True,24.59,25.59,1.0,REP,REP,False,13013,12235,-778,10768,88.01,8569,2199,20.42,WAKE:10768 (100.0%),direct_sf1_vtd:8569 (79.6%); historical_plan_cell:2199 (20.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1957
2024,2004,state_house,president,state_house_president_2004.json,13,True,0.999897,True,37.84,36.17,-1.67,REP,REP,False,29334,30084,750,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1814
2024,2004,state_house,president,state_house_president_2004.json,80,True,0.999897,True,50.05,49.43,-0.62,REP,REP,False,27227,29351,2124,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1802
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,38,True,1.0,True,-55.26,-57.07,-1.81,DEM,DEM,False,18048,17719,-329,15766,88.98,12889,2876,18.24,WAKE:15766 (100.0%),direct_sf1_vtd:12889 (81.8%); historical_plan_cell:2876 (18.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1746
2024,2004,state_house,president,state_house_president_2004.json,46,True,0.999897,True,9.33,7.43,-1.9,REP,REP,False,30036,30379,343,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1284
2024,2004,state_house,president,state_house_president_2004.json,81,True,0.999897,True,35.04,34.31,-0.73,REP,REP,False,32267,30023,-2244,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.1209
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,21,True,1.000001,True,11.77,11.33,-0.44,REP,REP,False,49518,45418,-4100,17383,38.27,13760,3623,20.84,CUMBERLAND:17383 (100.0%),direct_sf1_vtd:13760 (79.2%); historical_plan_cell:3623 (20.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.096
2024,2004,state_house,governor,state_house_governor_2004.json,3,True,0.999996,True,-1.13,-2.77,-1.64,DEM,DEM,False,33636,32882,-754,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.0883
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,66,True,1.0,True,-1.31,-2.38,-1.07,DEM,DEM,False,25754,24487,-1267,14495,59.2,10698,3797,26.2,WAKE:14495 (100.0%),direct_sf1_vtd:10698 (73.8%); historical_plan_cell:3797 (26.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.0539
2022,2004,state_house,governor,state_house_governor_2004.json,21,True,1.000003,True,-10.2,-11.88,-1.68,DEM,DEM,False,9722,9888,166,6684,67.6,2020,4664,69.78,WAKE:6684 (100.0%),historical_plan_cell:4664 (69.8%); direct_sf1_vtd:2020 (30.2%),review,Most linked urban votes use a shared historical plan-cell allocation.,2.0215
2024,2004,state_senate,president,state_senate_president_2004.json,38,True,0.999999,True,6.93,5.37,-1.56,REP,REP,False,48143,49248,1105,32931,66.87,30430,2502,7.6,MECKLENBURG:32931 (100.0%),direct_sf1_vtd:30430 (92.4%); historical_plan_cell:2502 (7.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.019
2024,2004,state_house,president,state_house_president_2004.json,17,True,0.999897,True,17.22,16.69,-0.53,REP,REP,False,24706,22872,-1834,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,2.0147
2024,2004,state_house,president,state_house_president_2004.json,23,True,0.999897,True,-14.07,-16.07,-2.0,DEM,DEM,False,39564,39567,3,0,0.0,0,0,0.0,,,review,Margin changes by two to five percentage points.,2.0015
2024,2004,state_house,president,state_house_president_2004.json,45,True,0.999897,True,13.17,15.13,1.96,REP,REP,False,16520,16487,-33,7167,43.47,4738,2429,33.89,CUMBERLAND:7167 (100.0%),direct_sf1_vtd:4738 (66.1%); historical_plan_cell:2429 (33.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,2.0
2024,2004,state_senate,president,state_senate_president_2004.json,25,True,0.999999,True,30.07,28.58,-1.49,REP,REP,False,70523,68729,-1794,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9988
2022,2004,state_house,president,state_house_president_2004.json,19,True,1.000002,True,25.37,24.78,-0.59,REP,REP,False,31332,29143,-2189,10220,35.07,10220,0,0.0,NEW HANOVER:10220 (100.0%),direct_sf1_vtd:10220 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9873
2024,2004,state_senate,president,state_senate_president_2004.json,27,True,0.999999,True,4.78,6.07,1.29,REP,REP,False,78993,76269,-2724,45504,59.66,39495,6009,13.21,GUILFORD:45504 (100.0%),direct_sf1_vtd:39495 (86.8%); historical_plan_cell:6009 (13.2%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9797
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,39,True,1.000001,True,2.33,1.78,-0.55,REP,REP,False,37447,40078,2631,33011,82.37,33011,0,0.0,MECKLENBURG:33011 (100.0%),direct_sf1_vtd:33011 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9552
2022,2004,state_house,president,state_house_president_2004.json,105,True,1.000002,True,22.86,22.51,-0.35,REP,REP,False,29697,27337,-2360,18364,67.18,18364,0,0.0,MECKLENBURG:18364 (100.0%),direct_sf1_vtd:18364 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9394
2024,2004,state_senate,governor,state_senate_governor_2004.json,40,True,0.999999,True,-36.69,-38.52,-1.83,DEM,DEM,False,59416,59722,306,39754,66.56,39034,719,1.81,MECKLENBURG:39754 (100.0%),direct_sf1_vtd:39034 (98.2%); historical_plan_cell:719 (1.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.933
2024,2004,state_house,governor,state_house_governor_2004.json,71,True,0.999996,True,-26.7,-27.67,-0.97,DEM,DEM,False,32366,30809,-1557,23571,76.51,23571,0,0.0,FORSYTH:23571 (100.0%),direct_sf1_vtd:23571 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.9321
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,41,True,1.0,True,19.57,18.77,-0.8,REP,REP,False,25744,24340,-1404,21535,88.47,17593,3942,18.3,WAKE:21535 (100.0%),direct_sf1_vtd:17593 (81.7%); historical_plan_cell:3942 (18.3%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8907
2024,2004,state_house,president,state_house_president_2004.json,14,True,0.999897,True,33.79,31.98,-1.81,REP,REP,False,14056,14098,42,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8698
2024,2004,state_house,president,state_house_president_2004.json,117,True,0.999897,True,30.08,29.39,-0.69,REP,REP,False,32713,34623,1910,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8577
2024,2004,state_house,president,state_house_president_2004.json,25,True,0.999897,True,13.31,15.03,1.72,REP,REP,False,35867,35641,-226,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.846
2024,2004,state_senate,governor,state_senate_governor_2004.json,50,True,0.999999,True,-5.71,-5.07,0.64,DEM,DEM,False,91443,86101,-5342,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8084
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,11,True,1.0,True,7.59,6.51,-1.08,REP,REP,False,18107,17452,-655,15455,88.56,13438,2017,13.05,WAKE:15455 (100.0%),direct_sf1_vtd:13438 (86.9%); historical_plan_cell:2017 (13.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8035
2022,2004,state_senate,governor,state_senate_governor_2004.json,13,True,0.999999,True,-18.77,-19.83,-1.06,DEM,DEM,False,88576,85292,-3284,55395,64.95,45094,10301,18.6,WAKE:55395 (100.0%),direct_sf1_vtd:45094 (81.4%); historical_plan_cell:10301 (18.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.8015
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,16,True,1.000001,True,19.56,18.8,-0.76,REP,REP,False,32726,31038,-1688,27262,87.84,20311,6951,25.5,WAKE:27262 (100.0%),direct_sf1_vtd:20311 (74.5%); historical_plan_cell:6951 (25.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7916
2024,2004,state_house,governor,state_house_governor_2004.json,98,True,0.999996,True,8.91,9.71,0.8,REP,REP,False,25062,26277,1215,17581,66.91,15841,1740,9.9,MECKLENBURG:17581 (100.0%),direct_sf1_vtd:15841 (90.1%); historical_plan_cell:1740 (9.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7696
2024,2004,state_senate,president,state_senate_president_2004.json,37,True,0.999999,True,35.91,34.21,-1.7,REP,REP,False,68383,68606,223,7814,11.39,6986,828,10.6,MECKLENBURG:7814 (100.0%),direct_sf1_vtd:6986 (89.4%); historical_plan_cell:828 (10.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7652
2024,2004,state_senate,governor,state_senate_governor_2004.json,31,True,0.999999,True,6.26,6.75,0.49,REP,REP,False,78875,83833,4958,50005,59.65,50004,1,0.0,FORSYTH:50001 (100.0%); GUILFORD:3 (0.0%),direct_sf1_vtd:50004 (100.0%); historical_plan_cell:1 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7472
2024,2004,state_senate,governor,state_senate_governor_2004.json,12,True,0.999999,True,-6.1,-7.78,-1.68,DEM,DEM,False,53526,53368,-158,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.739
2022,2004,state_house,president,state_house_president_2004.json,99,True,1.000002,True,-47.86,-47.43,0.43,DEM,DEM,False,18768,19980,1212,13164,65.88,12366,798,6.06,MECKLENBURG:13164 (100.0%),direct_sf1_vtd:12366 (93.9%); historical_plan_cell:798 (6.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7216
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,49,True,1.0,True,2.86,3.76,0.9,REP,REP,False,19465,20256,791,17940,88.57,15533,2408,13.42,WAKE:17940 (100.0%),direct_sf1_vtd:15533 (86.6%); historical_plan_cell:2408 (13.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.7127
2022,2004,state_house,governor,state_house_governor_2004.json,99,True,1.000003,True,-56.59,-56.18,0.41,DEM,DEM,False,18345,19528,1183,12968,66.41,12184,784,6.05,MECKLENBURG:12968 (100.0%),direct_sf1_vtd:12184 (94.0%); historical_plan_cell:784 (6.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6997
2024,2004,state_house,governor,state_house_governor_2004.json,104,True,0.999996,True,0.09,0.93,0.84,REP,REP,False,36004,34468,-1536,23039,66.84,23039,0,0.0,MECKLENBURG:23039 (100.0%),direct_sf1_vtd:23039 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,1.6932
2024,2004,state_house,president,state_house_president_2004.json,79,True,0.999897,True,22.4,23.8,1.4,REP,REP,False,37069,37612,543,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,1.693
