line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,29,True,1.0,True,-34.0,-34.0,0.0,DEM,DEM,False,19741,19741,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,30,True,1.0,True,-33.46,-33.46,0.0,DEM,DEM,False,22397,22397,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,31,True,1.0,True,-41.71,-41.71,0.0,DEM,DEM,False,10862,10862,0,1,0.01,0,1,100.0,WAKE:1 (100.0%),historical_plan_cell:1 (100.0%); direct_sf1_vtd:0 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,32,True,1.0,True,-9.85,-9.85,0.0,DEM,DEM,False,19607,19607,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,33,True,1.0,True,-2.68,-2.68,0.0,DEM,DEM,False,15662,15662,0,13879,88.62,11706,2173,15.66,WAKE:13879 (100.0%),direct_sf1_vtd:11706 (84.3%); historical_plan_cell:2173 (15.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,34,True,1.0,True,7.96,7.96,0.0,REP,REP,False,31570,31570,0,27952,88.54,24676,3277,11.72,WAKE:27952 (100.0%),direct_sf1_vtd:24676 (88.3%); historical_plan_cell:3277 (11.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,35,True,1.0,True,31.9,31.9,0.0,REP,REP,False,19754,19754,0,17400,88.08,13218,4182,24.03,WAKE:17400 (100.0%),direct_sf1_vtd:13218 (76.0%); historical_plan_cell:4182 (24.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,36,True,1.0,True,29.1,29.1,0.0,REP,REP,False,14720,14720,0,13012,88.4,10312,2700,20.75,WAKE:13012 (100.0%),direct_sf1_vtd:10312 (79.3%); historical_plan_cell:2700 (20.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,37,True,1.0,True,31.05,31.05,0.0,REP,REP,False,16350,16350,0,14451,88.38,8725,5726,39.62,WAKE:14451 (100.0%),direct_sf1_vtd:8725 (60.4%); historical_plan_cell:5726 (39.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,38,True,1.0,True,-52.83,-52.83,0.0,DEM,DEM,False,17217,17217,0,15314,88.94,12440,2874,18.77,WAKE:15314 (100.0%),direct_sf1_vtd:12440 (81.2%); historical_plan_cell:2874 (18.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,39,True,1.0,True,11.04,11.04,0.0,REP,REP,False,15586,15586,0,13796,88.52,7888,5909,42.83,WAKE:13796 (100.0%),direct_sf1_vtd:7888 (57.2%); historical_plan_cell:5909 (42.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,40,True,1.0,True,20.35,20.35,0.0,REP,REP,False,23346,23346,0,20646,88.44,16003,4644,22.49,WAKE:20646 (100.0%),direct_sf1_vtd:16003 (77.5%); historical_plan_cell:4644 (22.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,41,True,1.0,True,20.53,20.53,0.0,REP,REP,False,8899,8899,0,7871,88.45,3912,3959,50.29,WAKE:7871 (100.0%),historical_plan_cell:3959 (50.3%); direct_sf1_vtd:3912 (49.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,42,True,1.0,True,-37.9,-37.9,0.0,DEM,DEM,False,9516,9516,0,8549,89.84,6950,1599,18.7,CUMBERLAND:8549 (100.0%),direct_sf1_vtd:6950 (81.3%); historical_plan_cell:1599 (18.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,43,True,1.0,True,10.81,10.81,0.0,REP,REP,False,16838,16838,0,15068,89.49,12570,2499,16.58,CUMBERLAND:15068 (100.0%),direct_sf1_vtd:12570 (83.4%); historical_plan_cell:2499 (16.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,44,True,1.0,True,-0.89,-0.89,0.0,DEM,DEM,False,21210,21210,0,18997,89.57,14222,4775,25.14,CUMBERLAND:18997 (100.0%),direct_sf1_vtd:14222 (74.9%); historical_plan_cell:4775 (25.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,45,True,1.0,True,4.69,4.69,0.0,REP,REP,False,10575,10575,0,8672,82.01,3841,4831,55.71,CUMBERLAND:8672 (100.0%),historical_plan_cell:4831 (55.7%); direct_sf1_vtd:3841 (44.3%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,46,True,1.0,True,-17.27,-17.27,0.0,DEM,DEM,False,20741,20741,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,47,True,1.0,True,-32.97,-32.97,0.0,DEM,DEM,False,15048,15048,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,48,True,1.0,True,-18.23,-18.23,0.0,DEM,DEM,False,13837,13837,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,49,True,1.0,True,-7.3,-7.3,0.0,DEM,DEM,False,20425,20425,0,18107,88.65,16307,1800,9.94,WAKE:18107 (100.0%),direct_sf1_vtd:16307 (90.1%); historical_plan_cell:1800 (9.9%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,50,True,1.0,True,-23.55,-23.55,0.0,DEM,DEM,False,23194,23194,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,51,True,1.0,True,16.58,16.58,0.0,REP,REP,False,18302,18302,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,52,True,1.0,True,3.6,3.6,0.0,REP,REP,False,21704,21704,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,53,True,1.0,True,32.76,32.76,0.0,REP,REP,False,10857,10857,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,54,True,1.0,True,7.29,7.29,0.0,REP,REP,False,12602,12602,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,55,True,1.0,True,-0.03,-0.03,0.0,DEM,DEM,False,19760,19760,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,56,True,1.0,True,-29.77,-29.77,0.0,DEM,DEM,False,23033,23033,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,57,True,1.0,True,-6.64,-6.64,0.0,DEM,DEM,False,23119,23119,0,20843,90.16,19418,1425,6.84,GUILFORD:20843 (100.0%),direct_sf1_vtd:19418 (93.2%); historical_plan_cell:1425 (6.8%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,58,True,1.0,True,-29.51,-29.51,0.0,DEM,DEM,False,20978,20978,0,18994,90.54,18286,708,3.73,GUILFORD:18994 (100.0%),direct_sf1_vtd:18286 (96.3%); historical_plan_cell:708 (3.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,59,True,1.0,True,31.01,31.01,0.0,REP,REP,False,22512,22512,0,20132,89.43,18599,1534,7.62,GUILFORD:20132 (100.0%),direct_sf1_vtd:18599 (92.4%); historical_plan_cell:1534 (7.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,60,True,1.0,True,2.88,2.88,0.0,REP,REP,False,18625,18625,0,16755,89.96,13461,3294,19.66,GUILFORD:16755 (100.0%),direct_sf1_vtd:13461 (80.3%); historical_plan_cell:3294 (19.7%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,61,True,1.0,True,-23.54,-23.54,0.0,DEM,DEM,False,23661,23661,0,21399,90.44,21103,296,1.38,GUILFORD:21399 (100.0%),direct_sf1_vtd:21103 (98.6%); historical_plan_cell:296 (1.4%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,62,True,1.0,True,31.01,31.01,0.0,REP,REP,False,21737,21737,0,19459,89.52,15551,3908,20.08,GUILFORD:19459 (100.0%),direct_sf1_vtd:15551 (79.9%); historical_plan_cell:3908 (20.1%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,63,True,1.0,True,19.52,19.52,0.0,REP,REP,False,17630,17630,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,64,True,1.0,True,20.57,20.57,0.0,REP,REP,False,17148,17148,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,65,True,1.0,True,6.85,6.85,0.0,REP,REP,False,26610,26610,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,66,True,1.0,True,-5.71,-5.71,0.0,DEM,DEM,False,16326,16326,0,7267,44.51,4651,2617,36.0,WAKE:7267 (100.0%),direct_sf1_vtd:4651 (64.0%); historical_plan_cell:2617 (36.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,67,True,1.0,True,19.64,19.64,0.0,REP,REP,False,25797,25797,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,68,True,1.0,True,45.99,45.99,0.0,REP,REP,False,8941,8941,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,69,True,1.0,True,41.83,41.83,0.0,REP,REP,False,14198,14198,0,3,0.02,3,0,0.0,MECKLENBURG:3 (100.0%),direct_sf1_vtd:3 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,70,True,1.0,True,41.05,41.05,0.0,REP,REP,False,20354,20354,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,71,True,1.0,True,-6.25,-6.25,0.0,DEM,DEM,False,20724,20724,0,18809,90.76,18809,0,0.0,FORSYTH:18809 (100.0%),direct_sf1_vtd:18809 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,72,True,1.0,True,-25.56,-25.56,0.0,DEM,DEM,False,22960,22960,0,20872,90.91,20872,0,0.0,FORSYTH:20872 (100.0%),direct_sf1_vtd:20872 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,73,True,1.0,True,28.77,28.77,0.0,REP,REP,False,18584,18584,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,74,True,1.0,True,36.28,36.28,0.0,REP,REP,False,23541,23541,0,21261,90.31,21261,0,0.0,FORSYTH:21261 (100.0%),direct_sf1_vtd:21261 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,75,True,1.0,True,32.93,32.93,0.0,REP,REP,False,18943,18943,0,17134,90.45,17134,0,0.0,FORSYTH:17132 (100.0%); GUILFORD:2 (0.0%),direct_sf1_vtd:17134 (100.0%); historical_plan_cell:0 (0.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,76,True,1.0,True,23.77,23.77,0.0,REP,REP,False,21582,21582,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,77,True,1.0,True,40.71,40.71,0.0,REP,REP,False,25395,25395,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,78,True,1.0,True,34.86,34.86,0.0,REP,REP,False,20200,20200,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,79,True,1.0,True,14.71,14.71,0.0,REP,REP,False,28742,28742,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,80,True,1.0,True,36.46,36.46,0.0,REP,REP,False,21468,21468,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,81,True,1.0,True,15.04,15.04,0.0,REP,REP,False,22768,22768,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,82,True,1.0,True,36.35,36.35,0.0,REP,REP,False,11341,11341,0,0,0.0,0,0,0.0,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,83,True,1.0,True,33.59,33.59,0.0,REP,REP,False,20862,20862,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,84,True,1.0,True,25.04,25.04,0.0,REP,REP,False,16780,16780,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,85,True,1.0,True,19.09,19.09,0.0,REP,REP,False,28646,28646,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,86,True,1.0,True,12.37,12.37,0.0,REP,REP,False,26067,26067,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,87,True,1.0,True,21.49,21.49,0.0,REP,REP,False,23792,23792,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,88,True,1.0,True,-17.16,-17.16,0.0,DEM,DEM,False,17083,17083,0,14133,82.73,14133,0,0.0,MECKLENBURG:14133 (100.0%),direct_sf1_vtd:14133 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,89,True,1.0,True,31.47,31.47,0.0,REP,REP,False,18707,18707,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,90,True,1.0,True,22.23,22.23,0.0,REP,REP,False,23942,23942,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,91,True,1.0,True,18.97,18.97,0.0,REP,REP,False,22495,22495,0,8657,38.48,8657,0,0.0,FORSYTH:8657 (100.0%),direct_sf1_vtd:8657 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,92,True,1.0,True,-0.72,-0.72,0.0,DEM,DEM,False,8522,8522,0,7024,82.43,7024,0,0.0,MECKLENBURG:7024 (100.0%),direct_sf1_vtd:7024 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,93,True,1.0,True,10.41,10.41,0.0,REP,REP,False,27142,27142,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,94,True,1.0,True,22.24,22.24,0.0,REP,REP,False,26125,26125,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,95,True,1.0,True,31.99,31.99,0.0,REP,REP,False,15637,15637,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,96,True,1.0,True,29.32,29.32,0.0,REP,REP,False,22579,22579,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,97,True,1.0,True,22.77,22.77,0.0,REP,REP,False,20340,20340,0,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
2024,2002,state_house,us_senate,state_house_us_senate_2002.json,98,True,1.0,True,31.56,31.56,0.0,REP,REP,False,14241,14241,0,11648,81.8,11648,0,0.0,MECKLENBURG:11648 (100.0%),direct_sf1_vtd:11648 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0
